[DMH_INCIDENT].[FechaHoraID].[FechaHoraID].[MEMBER_UNIQUE_NAME],[DMH_INCIDENT].[FechaHoraID].[FechaHoraID].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DMH_INCIDENT].[FechaHoraID].&[2022112712],2022112712,449
[DMH_INCIDENT].[FechaHoraID].&[2022112713],2022112713,401
[DMH_INCIDENT].[FechaHoraID].&[2022112714],2022112714,473
[DMH_INCIDENT].[FechaHoraID].&[2022112715],2022112715,433
[DMH_INCIDENT].[FechaHoraID].&[2022112716],2022112716,433
[DMH_INCIDENT].[FechaHoraID].&[2022112717],2022112717,501
[DMH_INCIDENT].[FechaHoraID].&[2022112718],2022112718,518
[DMH_INCIDENT].[FechaHoraID].&[2022112719],2022112719,589
[DMH_INCIDENT].[FechaHoraID].&[2022112720],2022112720,577
[DMH_INCIDENT].[FechaHoraID].&[2022112721],2022112721,587
[DMH_INCIDENT].[FechaHoraID].&[2022112722],2022112722,635
[DMH_INCIDENT].[FechaHoraID].&[2022112723],2022112723,515
[DMH_INCIDENT].[FechaHoraID].&[2022112800],2022112800,434
[DMH_INCIDENT].[FechaHoraID].&[2022112801],2022112801,295
[DMH_INCIDENT].[FechaHoraID].&[2022112802],2022112802,177
[DMH_INCIDENT].[FechaHoraID].&[2022112803],2022112803,141
[DMH_INCIDENT].[FechaHoraID].&[2022112804],2022112804,104
[DMH_INCIDENT].[FechaHoraID].&[2022112805],2022112805,124
[DMH_INCIDENT].[FechaHoraID].&[2022112806],2022112806,278
[DMH_INCIDENT].[FechaHoraID].&[2022112807],2022112807,264
[DMH_INCIDENT].[FechaHoraID].&[2022112808],2022112808,378
[DMH_INCIDENT].[FechaHoraID].&[2022112809],2022112809,478
[DMH_INCIDENT].[FechaHoraID].&[2022112810],2022112810,480
[DMH_INCIDENT].[FechaHoraID].&[2022112811],2022112811,465
[DMH_INCIDENT].[FechaHoraID].&[2022112812],2022112812,446
[DMH_INCIDENT].[FechaHoraID].&[2022112813],2022112813,484
[DMH_INCIDENT].[FechaHoraID].&[2022112814],2022112814,533
[DMH_INCIDENT].[FechaHoraID].&[2022112815],2022112815,439
[DMH_INCIDENT].[FechaHoraID].&[2022112816],2022112816,413
[DMH_INCIDENT].[FechaHoraID].&[2022112817],2022112817,388
[DMH_INCIDENT].[FechaHoraID].&[2022112818],2022112818,412
[DMH_INCIDENT].[FechaHoraID].&[2022112819],2022112819,409
[DMH_INCIDENT].[FechaHoraID].&[2022112820],2022112820,446
[DMH_INCIDENT].[FechaHoraID].&[2022112821],2022112821,382
[DMH_INCIDENT].[FechaHoraID].&[2022112822],2022112822,395
[DMH_INCIDENT].[FechaHoraID].&[2022112823],2022112823,264
[DMH_INCIDENT].[FechaHoraID].&[2022112900],2022112900,183
[DMH_INCIDENT].[FechaHoraID].&[2022112901],2022112901,147
[DMH_INCIDENT].[FechaHoraID].&[2022112902],2022112902,118
[DMH_INCIDENT].[FechaHoraID].&[2022112903],2022112903,95
[DMH_INCIDENT].[FechaHoraID].&[2022112904],2022112904,68
[DMH_INCIDENT].[FechaHoraID].&[2022112905],2022112905,92
[DMH_INCIDENT].[FechaHoraID].&[2022112906],2022112906,270
[DMH_INCIDENT].[FechaHoraID].&[2022112907],2022112907,282
[DMH_INCIDENT].[FechaHoraID].&[2022112908],2022112908,381
[DMH_INCIDENT].[FechaHoraID].&[2022112909],2022112909,419
[DMH_INCIDENT].[FechaHoraID].&[2022112910],2022112910,327
[DMH_INCIDENT].[FechaHoraID].&[2022112911],2022112911,350
[DMH_INCIDENT].[FechaHoraID].&[2022112912],2022112912,514
[DMH_INCIDENT].[FechaHoraID].&[2022112913],2022112913,428
[DMH_INCIDENT].[FechaHoraID].&[2022112914],2022112914,508
[DMH_INCIDENT].[FechaHoraID].&[2022112915],2022112915,544
[DMH_INCIDENT].[FechaHoraID].&[2022112916],2022112916,478
[DMH_INCIDENT].[FechaHoraID].&[2022112917],2022112917,501
[DMH_INCIDENT].[FechaHoraID].&[2022112918],2022112918,541
[DMH_INCIDENT].[FechaHoraID].&[2022112919],2022112919,570
[DMH_INCIDENT].[FechaHoraID].&[2022112920],2022112920,512
[DMH_INCIDENT].[FechaHoraID].&[2022112921],2022112921,525
[DMH_INCIDENT].[FechaHoraID].&[2022112922],2022112922,541
[DMH_INCIDENT].[FechaHoraID].&[2022112923],2022112923,427
[DMH_INCIDENT].[FechaHoraID].&[2022113000],2022113000,319
[DMH_INCIDENT].[FechaHoraID].&[2022113001],2022113001,224
[DMH_INCIDENT].[FechaHoraID].&[2022113002],2022113002,160
[DMH_INCIDENT].[FechaHoraID].&[2022113003],2022113003,117
[DMH_INCIDENT].[FechaHoraID].&[2022113004],2022113004,98
[DMH_INCIDENT].[FechaHoraID].&[2022113005],2022113005,137
[DMH_INCIDENT].[FechaHoraID].&[2022113006],2022113006,260
[DMH_INCIDENT].[FechaHoraID].&[2022113007],2022113007,268
[DMH_INCIDENT].[FechaHoraID].&[2022113008],2022113008,339
[DMH_INCIDENT].[FechaHoraID].&[2022113009],2022113009,446
[DMH_INCIDENT].[FechaHoraID].&[2022113010],2022113010,517
[DMH_INCIDENT].[FechaHoraID].&[2022113011],2022113011,465
[DMH_INCIDENT].[FechaHoraID].&[2022113012],2022113012,490
[DMH_INCIDENT].[FechaHoraID].&[2022113013],2022113013,478
[DMH_INCIDENT].[FechaHoraID].&[2022113014],2022113014,474
[DMH_INCIDENT].[FechaHoraID].&[2022113015],2022113015,481
[DMH_INCIDENT].[FechaHoraID].&[2022113016],2022113016,423
[DMH_INCIDENT].[FechaHoraID].&[2022113017],2022113017,461
[DMH_INCIDENT].[FechaHoraID].&[2022113018],2022113018,483
[DMH_INCIDENT].[FechaHoraID].&[2022113019],2022113019,516
[DMH_INCIDENT].[FechaHoraID].&[2022113020],2022113020,461
[DMH_INCIDENT].[FechaHoraID].&[2022113021],2022113021,410
[DMH_INCIDENT].[FechaHoraID].&[2022113022],2022113022,462
[DMH_INCIDENT].[FechaHoraID].&[2022113023],2022113023,363
[DMH_INCIDENT].[FechaHoraID].&[2022120100],2022120100,274
[DMH_INCIDENT].[FechaHoraID].&[2022120101],2022120101,195
[DMH_INCIDENT].[FechaHoraID].&[2022120102],2022120102,171
[DMH_INCIDENT].[FechaHoraID].&[2022120103],2022120103,149
[DMH_INCIDENT].[FechaHoraID].&[2022120104],2022120104,124
[DMH_INCIDENT].[FechaHoraID].&[2022120105],2022120105,123
[DMH_INCIDENT].[FechaHoraID].&[2022120106],2022120106,325
[DMH_INCIDENT].[FechaHoraID].&[2022120107],2022120107,295
[DMH_INCIDENT].[FechaHoraID].&[2022120108],2022120108,320
[DMH_INCIDENT].[FechaHoraID].&[2022120109],2022120109,489
[DMH_INCIDENT].[FechaHoraID].&[2022120110],2022120110,474
[DMH_INCIDENT].[FechaHoraID].&[2022120111],2022120111,489
[DMH_INCIDENT].[FechaHoraID].&[2022120112],2022120112,519
[DMH_INCIDENT].[FechaHoraID].&[2022120113],2022120113,505
[DMH_INCIDENT].[FechaHoraID].&[2022120114],2022120114,519
[DMH_INCIDENT].[FechaHoraID].&[2022120115],2022120115,469
[DMH_INCIDENT].[FechaHoraID].&[2022120116],2022120116,450
[DMH_INCIDENT].[FechaHoraID].&[2022120117],2022120117,449
[DMH_INCIDENT].[FechaHoraID].&[2022120118],2022120118,501
[DMH_INCIDENT].[FechaHoraID].&[2022120119],2022120119,533
[DMH_INCIDENT].[FechaHoraID].&[2022120120],2022120120,473
[DMH_INCIDENT].[FechaHoraID].&[2022120121],2022120121,508
[DMH_INCIDENT].[FechaHoraID].&[2022120122],2022120122,558
[DMH_INCIDENT].[FechaHoraID].&[2022120123],2022120123,407
[DMH_INCIDENT].[FechaHoraID].&[2022120200],2022120200,339
[DMH_INCIDENT].[FechaHoraID].&[2022120201],2022120201,272
[DMH_INCIDENT].[FechaHoraID].&[2022120202],2022120202,220
[DMH_INCIDENT].[FechaHoraID].&[2022120203],2022120203,189
[DMH_INCIDENT].[FechaHoraID].&[2022120204],2022120204,132
[DMH_INCIDENT].[FechaHoraID].&[2022120205],2022120205,136
[DMH_INCIDENT].[FechaHoraID].&[2022120206],2022120206,288
[DMH_INCIDENT].[FechaHoraID].&[2022120207],2022120207,332
[DMH_INCIDENT].[FechaHoraID].&[2022120208],2022120208,369
[DMH_INCIDENT].[FechaHoraID].&[2022120209],2022120209,468
[DMH_INCIDENT].[FechaHoraID].&[2022120210],2022120210,519
[DMH_INCIDENT].[FechaHoraID].&[2022120211],2022120211,544
[DMH_INCIDENT].[FechaHoraID].&[2022120212],2022120212,468
[DMH_INCIDENT].[FechaHoraID].&[2022120213],2022120213,480
[DMH_INCIDENT].[FechaHoraID].&[2022120214],2022120214,559
[DMH_INCIDENT].[FechaHoraID].&[2022120215],2022120215,499
[DMH_INCIDENT].[FechaHoraID].&[2022120216],2022120216,485
[DMH_INCIDENT].[FechaHoraID].&[2022120217],2022120217,492
[DMH_INCIDENT].[FechaHoraID].&[2022120218],2022120218,531
[DMH_INCIDENT].[FechaHoraID].&[2022120219],2022120219,591
[DMH_INCIDENT].[FechaHoraID].&[2022120220],2022120220,639
[DMH_INCIDENT].[FechaHoraID].&[2022120221],2022120221,641
[DMH_INCIDENT].[FechaHoraID].&[2022120222],2022120222,736
[DMH_INCIDENT].[FechaHoraID].&[2022120223],2022120223,621
[DMH_INCIDENT].[FechaHoraID].&[2022120300],2022120300,584
[DMH_INCIDENT].[FechaHoraID].&[2022120301],2022120301,562
[DMH_INCIDENT].[FechaHoraID].&[2022120302],2022120302,457
[DMH_INCIDENT].[FechaHoraID].&[2022120303],2022120303,383
[DMH_INCIDENT].[FechaHoraID].&[2022120304],2022120304,259
[DMH_INCIDENT].[FechaHoraID].&[2022120305],2022120305,228
[DMH_INCIDENT].[FechaHoraID].&[2022120306],2022120306,349
[DMH_INCIDENT].[FechaHoraID].&[2022120307],2022120307,271
[DMH_INCIDENT].[FechaHoraID].&[2022120308],2022120308,337
[DMH_INCIDENT].[FechaHoraID].&[2022120309],2022120309,454
[DMH_INCIDENT].[FechaHoraID].&[2022120310],2022120310,456
[DMH_INCIDENT].[FechaHoraID].&[2022120311],2022120311,432
[DMH_INCIDENT].[FechaHoraID].&[2022120312],2022120312,436
[DMH_INCIDENT].[FechaHoraID].&[2022120313],2022120313,457
[DMH_INCIDENT].[FechaHoraID].&[2022120314],2022120314,468
[DMH_INCIDENT].[FechaHoraID].&[2022120315],2022120315,429
[DMH_INCIDENT].[FechaHoraID].&[2022120316],2022120316,484
[DMH_INCIDENT].[FechaHoraID].&[2022120317],2022120317,478
[DMH_INCIDENT].[FechaHoraID].&[2022120318],2022120318,557
[DMH_INCIDENT].[FechaHoraID].&[2022120319],2022120319,596
[DMH_INCIDENT].[FechaHoraID].&[2022120320],2022120320,662
[DMH_INCIDENT].[FechaHoraID].&[2022120321],2022120321,716
[DMH_INCIDENT].[FechaHoraID].&[2022120322],2022120322,810
[DMH_INCIDENT].[FechaHoraID].&[2022120323],2022120323,729
[DMH_INCIDENT].[FechaHoraID].&[2022120400],2022120400,754
[DMH_INCIDENT].[FechaHoraID].&[2022120401],2022120401,786
[DMH_INCIDENT].[FechaHoraID].&[2022120402],2022120402,727
[DMH_INCIDENT].[FechaHoraID].&[2022120403],2022120403,722
[DMH_INCIDENT].[FechaHoraID].&[2022120404],2022120404,495
[DMH_INCIDENT].[FechaHoraID].&[2022120405],2022120405,365
[DMH_INCIDENT].[FechaHoraID].&[2022120406],2022120406,369
[DMH_INCIDENT].[FechaHoraID].&[2022120407],2022120407,335
[DMH_INCIDENT].[FechaHoraID].&[2022120408],2022120408,371
[DMH_INCIDENT].[FechaHoraID].&[2022120409],2022120409,444
[DMH_INCIDENT].[FechaHoraID].&[2022120410],2022120410,396
[DMH_INCIDENT].[FechaHoraID].&[2022120411],2022120411,409
[DMH_INCIDENT].[FechaHoraID].&[2022120412],2022120412,454
[DMH_INCIDENT].[FechaHoraID].&[2022120413],2022120413,403
[DMH_INCIDENT].[FechaHoraID].&[2022120414],2022120414,489
[DMH_INCIDENT].[FechaHoraID].&[2022120415],2022120415,425
[DMH_INCIDENT].[FechaHoraID].&[2022120416],2022120416,448
[DMH_INCIDENT].[FechaHoraID].&[2022120417],2022120417,479
[DMH_INCIDENT].[FechaHoraID].&[2022120418],2022120418,565
[DMH_INCIDENT].[FechaHoraID].&[2022120419],2022120419,626
[DMH_INCIDENT].[FechaHoraID].&[2022120420],2022120420,635
[DMH_INCIDENT].[FechaHoraID].&[2022120421],2022120421,673
[DMH_INCIDENT].[FechaHoraID].&[2022120422],2022120422,737
[DMH_INCIDENT].[FechaHoraID].&[2022120423],2022120423,579
[DMH_INCIDENT].[FechaHoraID].&[2022120500],2022120500,489
[DMH_INCIDENT].[FechaHoraID].&[2022120501],2022120501,394
[DMH_INCIDENT].[FechaHoraID].&[2022120502],2022120502,261
[DMH_INCIDENT].[FechaHoraID].&[2022120503],2022120503,205
[DMH_INCIDENT].[FechaHoraID].&[2022120504],2022120504,163
[DMH_INCIDENT].[FechaHoraID].&[2022120505],2022120505,119
[DMH_INCIDENT].[FechaHoraID].&[2022120506],2022120506,277
[DMH_INCIDENT].[FechaHoraID].&[2022120507],2022120507,276
[DMH_INCIDENT].[FechaHoraID].&[2022120508],2022120508,333
[DMH_INCIDENT].[FechaHoraID].&[2022120509],2022120509,415
[DMH_INCIDENT].[FechaHoraID].&[2022120510],2022120510,498
[DMH_INCIDENT].[FechaHoraID].&[2022120511],2022120511,454
[DMH_INCIDENT].[FechaHoraID].&[2022120512],2022120512,420
[DMH_INCIDENT].[FechaHoraID].&[2022120513],2022120513,439
[DMH_INCIDENT].[FechaHoraID].&[2022120514],2022120514,491
[DMH_INCIDENT].[FechaHoraID].&[2022120515],2022120515,477
[DMH_INCIDENT].[FechaHoraID].&[2022120516],2022120516,411
[DMH_INCIDENT].[FechaHoraID].&[2022120517],2022120517,408
[DMH_INCIDENT].[FechaHoraID].&[2022120518],2022120518,482
[DMH_INCIDENT].[FechaHoraID].&[2022120519],2022120519,465
[DMH_INCIDENT].[FechaHoraID].&[2022120520],2022120520,452
[DMH_INCIDENT].[FechaHoraID].&[2022120521],2022120521,418
[DMH_INCIDENT].[FechaHoraID].&[2022120522],2022120522,424
[DMH_INCIDENT].[FechaHoraID].&[2022120523],2022120523,329
[DMH_INCIDENT].[FechaHoraID].&[2022120600],2022120600,273
[DMH_INCIDENT].[FechaHoraID].&[2022120601],2022120601,211
[DMH_INCIDENT].[FechaHoraID].&[2022120602],2022120602,150
[DMH_INCIDENT].[FechaHoraID].&[2022120603],2022120603,133
[DMH_INCIDENT].[FechaHoraID].&[2022120604],2022120604,86
[DMH_INCIDENT].[FechaHoraID].&[2022120605],2022120605,95
[DMH_INCIDENT].[FechaHoraID].&[2022120606],2022120606,260
[DMH_INCIDENT].[FechaHoraID].&[2022120607],2022120607,262
[DMH_INCIDENT].[FechaHoraID].&[2022120608],2022120608,326
[DMH_INCIDENT].[FechaHoraID].&[2022120609],2022120609,434
[DMH_INCIDENT].[FechaHoraID].&[2022120610],2022120610,422
[DMH_INCIDENT].[FechaHoraID].&[2022120611],2022120611,454
[DMH_INCIDENT].[FechaHoraID].&[2022120612],2022120612,447
[DMH_INCIDENT].[FechaHoraID].&[2022120613],2022120613,422
[DMH_INCIDENT].[FechaHoraID].&[2022120614],2022120614,438
[DMH_INCIDENT].[FechaHoraID].&[2022120615],2022120615,431
[DMH_INCIDENT].[FechaHoraID].&[2022120616],2022120616,410
[DMH_INCIDENT].[FechaHoraID].&[2022120617],2022120617,399
[DMH_INCIDENT].[FechaHoraID].&[2022120618],2022120618,479
[DMH_INCIDENT].[FechaHoraID].&[2022120619],2022120619,403
[DMH_INCIDENT].[FechaHoraID].&[2022120620],2022120620,424
[DMH_INCIDENT].[FechaHoraID].&[2022120621],2022120621,435
[DMH_INCIDENT].[FechaHoraID].&[2022120622],2022120622,388
[DMH_INCIDENT].[FechaHoraID].&[2022120623],2022120623,292
[DMH_INCIDENT].[FechaHoraID].&[2022120700],2022120700,276
[DMH_INCIDENT].[FechaHoraID].&[2022120701],2022120701,184
[DMH_INCIDENT].[FechaHoraID].&[2022120702],2022120702,139
[DMH_INCIDENT].[FechaHoraID].&[2022120703],2022120703,109
[DMH_INCIDENT].[FechaHoraID].&[2022120704],2022120704,100
[DMH_INCIDENT].[FechaHoraID].&[2022120705],2022120705,129
[DMH_INCIDENT].[FechaHoraID].&[2022120706],2022120706,235
[DMH_INCIDENT].[FechaHoraID].&[2022120707],2022120707,295
[DMH_INCIDENT].[FechaHoraID].&[2022120708],2022120708,356
[DMH_INCIDENT].[FechaHoraID].&[2022120709],2022120709,442
[DMH_INCIDENT].[FechaHoraID].&[2022120710],2022120710,458
[DMH_INCIDENT].[FechaHoraID].&[2022120711],2022120711,440
[DMH_INCIDENT].[FechaHoraID].&[2022120712],2022120712,483
[DMH_INCIDENT].[FechaHoraID].&[2022120713],2022120713,420
[DMH_INCIDENT].[FechaHoraID].&[2022120714],2022120714,481
[DMH_INCIDENT].[FechaHoraID].&[2022120715],2022120715,480
[DMH_INCIDENT].[FechaHoraID].&[2022120716],2022120716,381
[DMH_INCIDENT].[FechaHoraID].&[2022120717],2022120717,409
[DMH_INCIDENT].[FechaHoraID].&[2022120718],2022120718,455
[DMH_INCIDENT].[FechaHoraID].&[2022120719],2022120719,421
[DMH_INCIDENT].[FechaHoraID].&[2022120720],2022120720,401
[DMH_INCIDENT].[FechaHoraID].&[2022120721],2022120721,412
[DMH_INCIDENT].[FechaHoraID].&[2022120722],2022120722,387
[DMH_INCIDENT].[FechaHoraID].&[2022120723],2022120723,306
[DMH_INCIDENT].[FechaHoraID].&[2022120800],2022120800,240
[DMH_INCIDENT].[FechaHoraID].&[2022120801],2022120801,190
[DMH_INCIDENT].[FechaHoraID].&[2022120802],2022120802,159
[DMH_INCIDENT].[FechaHoraID].&[2022120803],2022120803,118
[DMH_INCIDENT].[FechaHoraID].&[2022120804],2022120804,94
[DMH_INCIDENT].[FechaHoraID].&[2022120805],2022120805,123
[DMH_INCIDENT].[FechaHoraID].&[2022120806],2022120806,288
[DMH_INCIDENT].[FechaHoraID].&[2022120807],2022120807,272
[DMH_INCIDENT].[FechaHoraID].&[2022120808],2022120808,354
[DMH_INCIDENT].[FechaHoraID].&[2022120809],2022120809,452
[DMH_INCIDENT].[FechaHoraID].&[2022120810],2022120810,458
[DMH_INCIDENT].[FechaHoraID].&[2022120811],2022120811,454
[DMH_INCIDENT].[FechaHoraID].&[2022120812],2022120812,451
[DMH_INCIDENT].[FechaHoraID].&[2022120813],2022120813,447
[DMH_INCIDENT].[FechaHoraID].&[2022120814],2022120814,482
[DMH_INCIDENT].[FechaHoraID].&[2022120815],2022120815,478
[DMH_INCIDENT].[FechaHoraID].&[2022120816],2022120816,450
[DMH_INCIDENT].[FechaHoraID].&[2022120817],2022120817,442
[DMH_INCIDENT].[FechaHoraID].&[2022120818],2022120818,461
[DMH_INCIDENT].[FechaHoraID].&[2022120819],2022120819,511
[DMH_INCIDENT].[FechaHoraID].&[2022120820],2022120820,452
[DMH_INCIDENT].[FechaHoraID].&[2022120821],2022120821,479
[DMH_INCIDENT].[FechaHoraID].&[2022120822],2022120822,515
[DMH_INCIDENT].[FechaHoraID].&[2022120823],2022120823,416
[DMH_INCIDENT].[FechaHoraID].&[2022120900],2022120900,327
[DMH_INCIDENT].[FechaHoraID].&[2022120901],2022120901,276
[DMH_INCIDENT].[FechaHoraID].&[2022120902],2022120902,222
[DMH_INCIDENT].[FechaHoraID].&[2022120903],2022120903,180
[DMH_INCIDENT].[FechaHoraID].&[2022120904],2022120904,131
[DMH_INCIDENT].[FechaHoraID].&[2022120905],2022120905,119
[DMH_INCIDENT].[FechaHoraID].&[2022120906],2022120906,304
[DMH_INCIDENT].[FechaHoraID].&[2022120907],2022120907,284
[DMH_INCIDENT].[FechaHoraID].&[2022120908],2022120908,359
[DMH_INCIDENT].[FechaHoraID].&[2022120909],2022120909,456
[DMH_INCIDENT].[FechaHoraID].&[2022120910],2022120910,478
[DMH_INCIDENT].[FechaHoraID].&[2022120911],2022120911,447
[DMH_INCIDENT].[FechaHoraID].&[2022120912],2022120912,386
[DMH_INCIDENT].[FechaHoraID].&[2022120913],2022120913,458
[DMH_INCIDENT].[FechaHoraID].&[2022120914],2022120914,538
[DMH_INCIDENT].[FechaHoraID].&[2022120915],2022120915,453
[DMH_INCIDENT].[FechaHoraID].&[2022120916],2022120916,401
[DMH_INCIDENT].[FechaHoraID].&[2022120917],2022120917,465
[DMH_INCIDENT].[FechaHoraID].&[2022120918],2022120918,520
[DMH_INCIDENT].[FechaHoraID].&[2022120919],2022120919,579
[DMH_INCIDENT].[FechaHoraID].&[2022120920],2022120920,553
[DMH_INCIDENT].[FechaHoraID].&[2022120921],2022120921,565
[DMH_INCIDENT].[FechaHoraID].&[2022120922],2022120922,659
[DMH_INCIDENT].[FechaHoraID].&[2022120923],2022120923,608
[DMH_INCIDENT].[FechaHoraID].&[2022121000],2022121000,536
[DMH_INCIDENT].[FechaHoraID].&[2022121001],2022121001,480
[DMH_INCIDENT].[FechaHoraID].&[2022121002],2022121002,427
[DMH_INCIDENT].[FechaHoraID].&[2022121003],2022121003,365
[DMH_INCIDENT].[FechaHoraID].&[2022121004],2022121004,295
[DMH_INCIDENT].[FechaHoraID].&[2022121005],2022121005,173
[DMH_INCIDENT].[FechaHoraID].&[2022121006],2022121006,274
[DMH_INCIDENT].[FechaHoraID].&[2022121007],2022121007,247
[DMH_INCIDENT].[FechaHoraID].&[2022121008],2022121008,322
[DMH_INCIDENT].[FechaHoraID].&[2022121009],2022121009,405
[DMH_INCIDENT].[FechaHoraID].&[2022121010],2022121010,412
[DMH_INCIDENT].[FechaHoraID].&[2022121011],2022121011,429
[DMH_INCIDENT].[FechaHoraID].&[2022121012],2022121012,450
[DMH_INCIDENT].[FechaHoraID].&[2022121013],2022121013,423
[DMH_INCIDENT].[FechaHoraID].&[2022121014],2022121014,458
[DMH_INCIDENT].[FechaHoraID].&[2022121015],2022121015,421
[DMH_INCIDENT].[FechaHoraID].&[2022121016],2022121016,454
[DMH_INCIDENT].[FechaHoraID].&[2022121017],2022121017,470
[DMH_INCIDENT].[FechaHoraID].&[2022121018],2022121018,517
[DMH_INCIDENT].[FechaHoraID].&[2022121019],2022121019,579
[DMH_INCIDENT].[FechaHoraID].&[2022121020],2022121020,619
[DMH_INCIDENT].[FechaHoraID].&[2022121021],2022121021,685
[DMH_INCIDENT].[FechaHoraID].&[2022121022],2022121022,791
[DMH_INCIDENT].[FechaHoraID].&[2022121023],2022121023,740
[DMH_INCIDENT].[FechaHoraID].&[2022121100],2022121100,717
[DMH_INCIDENT].[FechaHoraID].&[2022121101],2022121101,747
[DMH_INCIDENT].[FechaHoraID].&[2022121102],2022121102,705
[DMH_INCIDENT].[FechaHoraID].&[2022121103],2022121103,666
[DMH_INCIDENT].[FechaHoraID].&[2022121104],2022121104,444
[DMH_INCIDENT].[FechaHoraID].&[2022121105],2022121105,365
[DMH_INCIDENT].[FechaHoraID].&[2022121106],2022121106,424
[DMH_INCIDENT].[FechaHoraID].&[2022121107],2022121107,279
[DMH_INCIDENT].[FechaHoraID].&[2022121108],2022121108,305
[DMH_INCIDENT].[FechaHoraID].&[2022121109],2022121109,379
[DMH_INCIDENT].[FechaHoraID].&[2022121110],2022121110,432
[DMH_INCIDENT].[FechaHoraID].&[2022121111],2022121111,417
[DMH_INCIDENT].[FechaHoraID].&[2022121112],2022121112,412
[DMH_INCIDENT].[FechaHoraID].&[2022121113],2022121113,437
[DMH_INCIDENT].[FechaHoraID].&[2022121114],2022121114,488
[DMH_INCIDENT].[FechaHoraID].&[2022121115],2022121115,474
[DMH_INCIDENT].[FechaHoraID].&[2022121116],2022121116,433
[DMH_INCIDENT].[FechaHoraID].&[2022121117],2022121117,508
[DMH_INCIDENT].[FechaHoraID].&[2022121118],2022121118,506
[DMH_INCIDENT].[FechaHoraID].&[2022121119],2022121119,613
[DMH_INCIDENT].[FechaHoraID].&[2022121120],2022121120,636
[DMH_INCIDENT].[FechaHoraID].&[2022121121],2022121121,648
[DMH_INCIDENT].[FechaHoraID].&[2022121122],2022121122,659
[DMH_INCIDENT].[FechaHoraID].&[2022121123],2022121123,543
[DMH_INCIDENT].[FechaHoraID].&[2022121200],2022121200,403
[DMH_INCIDENT].[FechaHoraID].&[2022121201],2022121201,299
[DMH_INCIDENT].[FechaHoraID].&[2022121202],2022121202,199
[DMH_INCIDENT].[FechaHoraID].&[2022121203],2022121203,151
[DMH_INCIDENT].[FechaHoraID].&[2022121204],2022121204,117
[DMH_INCIDENT].[FechaHoraID].&[2022121205],2022121205,119
[DMH_INCIDENT].[FechaHoraID].&[2022121206],2022121206,277
[DMH_INCIDENT].[FechaHoraID].&[2022121207],2022121207,271
[DMH_INCIDENT].[FechaHoraID].&[2022121208],2022121208,356
[DMH_INCIDENT].[FechaHoraID].&[2022121209],2022121209,473
[DMH_INCIDENT].[FechaHoraID].&[2022121210],2022121210,486
[DMH_INCIDENT].[FechaHoraID].&[2022121211],2022121211,465
[DMH_INCIDENT].[FechaHoraID].&[2022121212],2022121212,457
[DMH_INCIDENT].[FechaHoraID].&[2022121213],2022121213,445
[DMH_INCIDENT].[FechaHoraID].&[2022121214],2022121214,491
[DMH_INCIDENT].[FechaHoraID].&[2022121215],2022121215,531
[DMH_INCIDENT].[FechaHoraID].&[2022121216],2022121216,431
[DMH_INCIDENT].[FechaHoraID].&[2022121217],2022121217,452
[DMH_INCIDENT].[FechaHoraID].&[2022121218],2022121218,480
[DMH_INCIDENT].[FechaHoraID].&[2022121219],2022121219,488
[DMH_INCIDENT].[FechaHoraID].&[2022121220],2022121220,422
[DMH_INCIDENT].[FechaHoraID].&[2022121221],2022121221,400
[DMH_INCIDENT].[FechaHoraID].&[2022121222],2022121222,458
[DMH_INCIDENT].[FechaHoraID].&[2022121223],2022121223,299
[DMH_INCIDENT].[FechaHoraID].&[2022121300],2022121300,223
[DMH_INCIDENT].[FechaHoraID].&[2022121301],2022121301,165
[DMH_INCIDENT].[FechaHoraID].&[2022121302],2022121302,129
[DMH_INCIDENT].[FechaHoraID].&[2022121303],2022121303,110
[DMH_INCIDENT].[FechaHoraID].&[2022121304],2022121304,85
[DMH_INCIDENT].[FechaHoraID].&[2022121305],2022121305,110
[DMH_INCIDENT].[FechaHoraID].&[2022121306],2022121306,271
[DMH_INCIDENT].[FechaHoraID].&[2022121307],2022121307,245
[DMH_INCIDENT].[FechaHoraID].&[2022121308],2022121308,369
[DMH_INCIDENT].[FechaHoraID].&[2022121309],2022121309,425
[DMH_INCIDENT].[FechaHoraID].&[2022121310],2022121310,459
[DMH_INCIDENT].[FechaHoraID].&[2022121311],2022121311,458
[DMH_INCIDENT].[FechaHoraID].&[2022121312],2022121312,433
[DMH_INCIDENT].[FechaHoraID].&[2022121313],2022121313,420
[DMH_INCIDENT].[FechaHoraID].&[2022121314],2022121314,441
[DMH_INCIDENT].[FechaHoraID].&[2022121315],2022121315,409
[DMH_INCIDENT].[FechaHoraID].&[2022121316],2022121316,370
[DMH_INCIDENT].[FechaHoraID].&[2022121317],2022121317,411
[DMH_INCIDENT].[FechaHoraID].&[2022121318],2022121318,417
[DMH_INCIDENT].[FechaHoraID].&[2022121319],2022121319,477
[DMH_INCIDENT].[FechaHoraID].&[2022121320],2022121320,434
[DMH_INCIDENT].[FechaHoraID].&[2022121321],2022121321,416
[DMH_INCIDENT].[FechaHoraID].&[2022121322],2022121322,403
[DMH_INCIDENT].[FechaHoraID].&[2022121323],2022121323,337
