[DMH_INCIDENT].[FechaHoraID].[FechaHoraID].[MEMBER_UNIQUE_NAME],[DMH_INCIDENT].[FechaHoraID].[FechaHoraID].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DMH_INCIDENT].[FechaHoraID].&[2021053121],2021053121,311
[DMH_INCIDENT].[FechaHoraID].&[2021053122],2021053122,319
[DMH_INCIDENT].[FechaHoraID].&[2021053123],2021053123,303
[DMH_INCIDENT].[FechaHoraID].&[2021060100],2021060100,210
[DMH_INCIDENT].[FechaHoraID].&[2021060101],2021060101,139
[DMH_INCIDENT].[FechaHoraID].&[2021060102],2021060102,138
[DMH_INCIDENT].[FechaHoraID].&[2021060103],2021060103,124
[DMH_INCIDENT].[FechaHoraID].&[2021060104],2021060104,88
[DMH_INCIDENT].[FechaHoraID].&[2021060105],2021060105,105
[DMH_INCIDENT].[FechaHoraID].&[2021060106],2021060106,191
[DMH_INCIDENT].[FechaHoraID].&[2021060107],2021060107,193
[DMH_INCIDENT].[FechaHoraID].&[2021060108],2021060108,344
[DMH_INCIDENT].[FechaHoraID].&[2021060109],2021060109,432
[DMH_INCIDENT].[FechaHoraID].&[2021060110],2021060110,481
[DMH_INCIDENT].[FechaHoraID].&[2021060111],2021060111,479
[DMH_INCIDENT].[FechaHoraID].&[2021060112],2021060112,433
[DMH_INCIDENT].[FechaHoraID].&[2021060113],2021060113,405
[DMH_INCIDENT].[FechaHoraID].&[2021060114],2021060114,463
[DMH_INCIDENT].[FechaHoraID].&[2021060115],2021060115,465
[DMH_INCIDENT].[FechaHoraID].&[2021060116],2021060116,417
[DMH_INCIDENT].[FechaHoraID].&[2021060117],2021060117,406
[DMH_INCIDENT].[FechaHoraID].&[2021060118],2021060118,443
[DMH_INCIDENT].[FechaHoraID].&[2021060119],2021060119,520
[DMH_INCIDENT].[FechaHoraID].&[2021060120],2021060120,456
[DMH_INCIDENT].[FechaHoraID].&[2021060121],2021060121,449
[DMH_INCIDENT].[FechaHoraID].&[2021060122],2021060122,434
[DMH_INCIDENT].[FechaHoraID].&[2021060123],2021060123,380
[DMH_INCIDENT].[FechaHoraID].&[2021060200],2021060200,343
[DMH_INCIDENT].[FechaHoraID].&[2021060201],2021060201,402
[DMH_INCIDENT].[FechaHoraID].&[2021060202],2021060202,307
[DMH_INCIDENT].[FechaHoraID].&[2021060203],2021060203,236
[DMH_INCIDENT].[FechaHoraID].&[2021060204],2021060204,144
[DMH_INCIDENT].[FechaHoraID].&[2021060205],2021060205,101
[DMH_INCIDENT].[FechaHoraID].&[2021060206],2021060206,197
[DMH_INCIDENT].[FechaHoraID].&[2021060207],2021060207,245
[DMH_INCIDENT].[FechaHoraID].&[2021060208],2021060208,329
[DMH_INCIDENT].[FechaHoraID].&[2021060209],2021060209,440
[DMH_INCIDENT].[FechaHoraID].&[2021060210],2021060210,526
[DMH_INCIDENT].[FechaHoraID].&[2021060211],2021060211,579
[DMH_INCIDENT].[FechaHoraID].&[2021060212],2021060212,440
[DMH_INCIDENT].[FechaHoraID].&[2021060213],2021060213,392
[DMH_INCIDENT].[FechaHoraID].&[2021060214],2021060214,483
[DMH_INCIDENT].[FechaHoraID].&[2021060215],2021060215,463
[DMH_INCIDENT].[FechaHoraID].&[2021060216],2021060216,441
[DMH_INCIDENT].[FechaHoraID].&[2021060217],2021060217,477
[DMH_INCIDENT].[FechaHoraID].&[2021060218],2021060218,487
[DMH_INCIDENT].[FechaHoraID].&[2021060219],2021060219,506
[DMH_INCIDENT].[FechaHoraID].&[2021060220],2021060220,513
[DMH_INCIDENT].[FechaHoraID].&[2021060221],2021060221,483
[DMH_INCIDENT].[FechaHoraID].&[2021060222],2021060222,505
[DMH_INCIDENT].[FechaHoraID].&[2021060223],2021060223,426
[DMH_INCIDENT].[FechaHoraID].&[2021060300],2021060300,377
[DMH_INCIDENT].[FechaHoraID].&[2021060301],2021060301,241
[DMH_INCIDENT].[FechaHoraID].&[2021060302],2021060302,196
[DMH_INCIDENT].[FechaHoraID].&[2021060303],2021060303,141
[DMH_INCIDENT].[FechaHoraID].&[2021060304],2021060304,98
[DMH_INCIDENT].[FechaHoraID].&[2021060305],2021060305,121
[DMH_INCIDENT].[FechaHoraID].&[2021060306],2021060306,190
[DMH_INCIDENT].[FechaHoraID].&[2021060307],2021060307,242
[DMH_INCIDENT].[FechaHoraID].&[2021060308],2021060308,330
[DMH_INCIDENT].[FechaHoraID].&[2021060309],2021060309,450
[DMH_INCIDENT].[FechaHoraID].&[2021060310],2021060310,514
[DMH_INCIDENT].[FechaHoraID].&[2021060311],2021060311,445
[DMH_INCIDENT].[FechaHoraID].&[2021060312],2021060312,412
[DMH_INCIDENT].[FechaHoraID].&[2021060313],2021060313,397
[DMH_INCIDENT].[FechaHoraID].&[2021060314],2021060314,490
[DMH_INCIDENT].[FechaHoraID].&[2021060315],2021060315,462
[DMH_INCIDENT].[FechaHoraID].&[2021060316],2021060316,479
[DMH_INCIDENT].[FechaHoraID].&[2021060317],2021060317,489
[DMH_INCIDENT].[FechaHoraID].&[2021060318],2021060318,420
[DMH_INCIDENT].[FechaHoraID].&[2021060319],2021060319,541
[DMH_INCIDENT].[FechaHoraID].&[2021060320],2021060320,522
[DMH_INCIDENT].[FechaHoraID].&[2021060321],2021060321,461
[DMH_INCIDENT].[FechaHoraID].&[2021060322],2021060322,529
[DMH_INCIDENT].[FechaHoraID].&[2021060323],2021060323,497
[DMH_INCIDENT].[FechaHoraID].&[2021060400],2021060400,421
[DMH_INCIDENT].[FechaHoraID].&[2021060401],2021060401,288
[DMH_INCIDENT].[FechaHoraID].&[2021060402],2021060402,225
[DMH_INCIDENT].[FechaHoraID].&[2021060403],2021060403,155
[DMH_INCIDENT].[FechaHoraID].&[2021060404],2021060404,122
[DMH_INCIDENT].[FechaHoraID].&[2021060405],2021060405,147
[DMH_INCIDENT].[FechaHoraID].&[2021060406],2021060406,218
[DMH_INCIDENT].[FechaHoraID].&[2021060407],2021060407,296
[DMH_INCIDENT].[FechaHoraID].&[2021060408],2021060408,368
[DMH_INCIDENT].[FechaHoraID].&[2021060409],2021060409,438
[DMH_INCIDENT].[FechaHoraID].&[2021060410],2021060410,516
[DMH_INCIDENT].[FechaHoraID].&[2021060411],2021060411,477
[DMH_INCIDENT].[FechaHoraID].&[2021060412],2021060412,447
[DMH_INCIDENT].[FechaHoraID].&[2021060413],2021060413,461
[DMH_INCIDENT].[FechaHoraID].&[2021060414],2021060414,494
[DMH_INCIDENT].[FechaHoraID].&[2021060415],2021060415,513
[DMH_INCIDENT].[FechaHoraID].&[2021060416],2021060416,516
[DMH_INCIDENT].[FechaHoraID].&[2021060417],2021060417,542
[DMH_INCIDENT].[FechaHoraID].&[2021060418],2021060418,579
[DMH_INCIDENT].[FechaHoraID].&[2021060419],2021060419,631
[DMH_INCIDENT].[FechaHoraID].&[2021060420],2021060420,586
[DMH_INCIDENT].[FechaHoraID].&[2021060421],2021060421,657
[DMH_INCIDENT].[FechaHoraID].&[2021060422],2021060422,969
[DMH_INCIDENT].[FechaHoraID].&[2021060423],2021060423,871
[DMH_INCIDENT].[FechaHoraID].&[2021060500],2021060500,891
[DMH_INCIDENT].[FechaHoraID].&[2021060501],2021060501,755
[DMH_INCIDENT].[FechaHoraID].&[2021060502],2021060502,561
[DMH_INCIDENT].[FechaHoraID].&[2021060503],2021060503,442
[DMH_INCIDENT].[FechaHoraID].&[2021060504],2021060504,315
[DMH_INCIDENT].[FechaHoraID].&[2021060505],2021060505,248
[DMH_INCIDENT].[FechaHoraID].&[2021060506],2021060506,234
[DMH_INCIDENT].[FechaHoraID].&[2021060507],2021060507,326
[DMH_INCIDENT].[FechaHoraID].&[2021060508],2021060508,347
[DMH_INCIDENT].[FechaHoraID].&[2021060509],2021060509,497
[DMH_INCIDENT].[FechaHoraID].&[2021060510],2021060510,514
[DMH_INCIDENT].[FechaHoraID].&[2021060511],2021060511,507
[DMH_INCIDENT].[FechaHoraID].&[2021060512],2021060512,455
[DMH_INCIDENT].[FechaHoraID].&[2021060513],2021060513,469
[DMH_INCIDENT].[FechaHoraID].&[2021060514],2021060514,543
[DMH_INCIDENT].[FechaHoraID].&[2021060515],2021060515,535
[DMH_INCIDENT].[FechaHoraID].&[2021060516],2021060516,582
[DMH_INCIDENT].[FechaHoraID].&[2021060517],2021060517,614
[DMH_INCIDENT].[FechaHoraID].&[2021060518],2021060518,687
[DMH_INCIDENT].[FechaHoraID].&[2021060519],2021060519,805
[DMH_INCIDENT].[FechaHoraID].&[2021060520],2021060520,873
[DMH_INCIDENT].[FechaHoraID].&[2021060521],2021060521,995
[DMH_INCIDENT].[FechaHoraID].&[2021060522],2021060522,1338
[DMH_INCIDENT].[FechaHoraID].&[2021060523],2021060523,1311
[DMH_INCIDENT].[FechaHoraID].&[2021060600],2021060600,1466
[DMH_INCIDENT].[FechaHoraID].&[2021060601],2021060601,1123
[DMH_INCIDENT].[FechaHoraID].&[2021060602],2021060602,978
[DMH_INCIDENT].[FechaHoraID].&[2021060603],2021060603,768
[DMH_INCIDENT].[FechaHoraID].&[2021060604],2021060604,536
[DMH_INCIDENT].[FechaHoraID].&[2021060605],2021060605,379
[DMH_INCIDENT].[FechaHoraID].&[2021060606],2021060606,369
[DMH_INCIDENT].[FechaHoraID].&[2021060607],2021060607,343
[DMH_INCIDENT].[FechaHoraID].&[2021060608],2021060608,351
[DMH_INCIDENT].[FechaHoraID].&[2021060609],2021060609,415
[DMH_INCIDENT].[FechaHoraID].&[2021060610],2021060610,430
[DMH_INCIDENT].[FechaHoraID].&[2021060611],2021060611,491
[DMH_INCIDENT].[FechaHoraID].&[2021060612],2021060612,473
[DMH_INCIDENT].[FechaHoraID].&[2021060613],2021060613,494
[DMH_INCIDENT].[FechaHoraID].&[2021060614],2021060614,583
[DMH_INCIDENT].[FechaHoraID].&[2021060615],2021060615,503
[DMH_INCIDENT].[FechaHoraID].&[2021060616],2021060616,517
[DMH_INCIDENT].[FechaHoraID].&[2021060617],2021060617,555
[DMH_INCIDENT].[FechaHoraID].&[2021060618],2021060618,610
[DMH_INCIDENT].[FechaHoraID].&[2021060619],2021060619,637
[DMH_INCIDENT].[FechaHoraID].&[2021060620],2021060620,636
[DMH_INCIDENT].[FechaHoraID].&[2021060621],2021060621,673
[DMH_INCIDENT].[FechaHoraID].&[2021060622],2021060622,713
[DMH_INCIDENT].[FechaHoraID].&[2021060623],2021060623,611
[DMH_INCIDENT].[FechaHoraID].&[2021060700],2021060700,427
[DMH_INCIDENT].[FechaHoraID].&[2021060701],2021060701,295
[DMH_INCIDENT].[FechaHoraID].&[2021060702],2021060702,217
[DMH_INCIDENT].[FechaHoraID].&[2021060703],2021060703,135
[DMH_INCIDENT].[FechaHoraID].&[2021060704],2021060704,125
[DMH_INCIDENT].[FechaHoraID].&[2021060705],2021060705,121
[DMH_INCIDENT].[FechaHoraID].&[2021060706],2021060706,213
[DMH_INCIDENT].[FechaHoraID].&[2021060707],2021060707,297
[DMH_INCIDENT].[FechaHoraID].&[2021060708],2021060708,356
[DMH_INCIDENT].[FechaHoraID].&[2021060709],2021060709,481
[DMH_INCIDENT].[FechaHoraID].&[2021060710],2021060710,544
[DMH_INCIDENT].[FechaHoraID].&[2021060711],2021060711,473
[DMH_INCIDENT].[FechaHoraID].&[2021060712],2021060712,454
[DMH_INCIDENT].[FechaHoraID].&[2021060713],2021060713,422
[DMH_INCIDENT].[FechaHoraID].&[2021060714],2021060714,508
[DMH_INCIDENT].[FechaHoraID].&[2021060715],2021060715,501
[DMH_INCIDENT].[FechaHoraID].&[2021060716],2021060716,415
[DMH_INCIDENT].[FechaHoraID].&[2021060717],2021060717,425
[DMH_INCIDENT].[FechaHoraID].&[2021060718],2021060718,426
[DMH_INCIDENT].[FechaHoraID].&[2021060719],2021060719,443
[DMH_INCIDENT].[FechaHoraID].&[2021060720],2021060720,447
[DMH_INCIDENT].[FechaHoraID].&[2021060721],2021060721,406
[DMH_INCIDENT].[FechaHoraID].&[2021060722],2021060722,418
[DMH_INCIDENT].[FechaHoraID].&[2021060723],2021060723,312
[DMH_INCIDENT].[FechaHoraID].&[2021060800],2021060800,246
[DMH_INCIDENT].[FechaHoraID].&[2021060801],2021060801,191
[DMH_INCIDENT].[FechaHoraID].&[2021060802],2021060802,129
[DMH_INCIDENT].[FechaHoraID].&[2021060803],2021060803,114
[DMH_INCIDENT].[FechaHoraID].&[2021060804],2021060804,79
[DMH_INCIDENT].[FechaHoraID].&[2021060805],2021060805,102
[DMH_INCIDENT].[FechaHoraID].&[2021060806],2021060806,178
[DMH_INCIDENT].[FechaHoraID].&[2021060807],2021060807,254
[DMH_INCIDENT].[FechaHoraID].&[2021060808],2021060808,374
[DMH_INCIDENT].[FechaHoraID].&[2021060809],2021060809,447
[DMH_INCIDENT].[FechaHoraID].&[2021060810],2021060810,504
[DMH_INCIDENT].[FechaHoraID].&[2021060811],2021060811,486
[DMH_INCIDENT].[FechaHoraID].&[2021060812],2021060812,414
[DMH_INCIDENT].[FechaHoraID].&[2021060813],2021060813,401
[DMH_INCIDENT].[FechaHoraID].&[2021060814],2021060814,443
[DMH_INCIDENT].[FechaHoraID].&[2021060815],2021060815,448
[DMH_INCIDENT].[FechaHoraID].&[2021060816],2021060816,410
[DMH_INCIDENT].[FechaHoraID].&[2021060817],2021060817,393
[DMH_INCIDENT].[FechaHoraID].&[2021060818],2021060818,450
[DMH_INCIDENT].[FechaHoraID].&[2021060819],2021060819,450
[DMH_INCIDENT].[FechaHoraID].&[2021060820],2021060820,508
[DMH_INCIDENT].[FechaHoraID].&[2021060821],2021060821,459
[DMH_INCIDENT].[FechaHoraID].&[2021060822],2021060822,547
[DMH_INCIDENT].[FechaHoraID].&[2021060823],2021060823,492
[DMH_INCIDENT].[FechaHoraID].&[2021060900],2021060900,363
[DMH_INCIDENT].[FechaHoraID].&[2021060901],2021060901,326
[DMH_INCIDENT].[FechaHoraID].&[2021060902],2021060902,174
[DMH_INCIDENT].[FechaHoraID].&[2021060903],2021060903,152
[DMH_INCIDENT].[FechaHoraID].&[2021060904],2021060904,118
[DMH_INCIDENT].[FechaHoraID].&[2021060905],2021060905,106
[DMH_INCIDENT].[FechaHoraID].&[2021060906],2021060906,180
[DMH_INCIDENT].[FechaHoraID].&[2021060907],2021060907,252
[DMH_INCIDENT].[FechaHoraID].&[2021060908],2021060908,359
[DMH_INCIDENT].[FechaHoraID].&[2021060909],2021060909,460
[DMH_INCIDENT].[FechaHoraID].&[2021060910],2021060910,467
[DMH_INCIDENT].[FechaHoraID].&[2021060911],2021060911,483
[DMH_INCIDENT].[FechaHoraID].&[2021060912],2021060912,474
[DMH_INCIDENT].[FechaHoraID].&[2021060913],2021060913,412
[DMH_INCIDENT].[FechaHoraID].&[2021060914],2021060914,467
[DMH_INCIDENT].[FechaHoraID].&[2021060915],2021060915,515
[DMH_INCIDENT].[FechaHoraID].&[2021060916],2021060916,448
[DMH_INCIDENT].[FechaHoraID].&[2021060917],2021060917,447
[DMH_INCIDENT].[FechaHoraID].&[2021060918],2021060918,419
[DMH_INCIDENT].[FechaHoraID].&[2021060919],2021060919,469
[DMH_INCIDENT].[FechaHoraID].&[2021060920],2021060920,438
[DMH_INCIDENT].[FechaHoraID].&[2021060921],2021060921,498
[DMH_INCIDENT].[FechaHoraID].&[2021060922],2021060922,500
[DMH_INCIDENT].[FechaHoraID].&[2021060923],2021060923,378
[DMH_INCIDENT].[FechaHoraID].&[2021061000],2021061000,323
[DMH_INCIDENT].[FechaHoraID].&[2021061001],2021061001,223
[DMH_INCIDENT].[FechaHoraID].&[2021061002],2021061002,194
[DMH_INCIDENT].[FechaHoraID].&[2021061003],2021061003,129
[DMH_INCIDENT].[FechaHoraID].&[2021061004],2021061004,90
[DMH_INCIDENT].[FechaHoraID].&[2021061005],2021061005,119
[DMH_INCIDENT].[FechaHoraID].&[2021061006],2021061006,207
[DMH_INCIDENT].[FechaHoraID].&[2021061007],2021061007,255
[DMH_INCIDENT].[FechaHoraID].&[2021061008],2021061008,341
[DMH_INCIDENT].[FechaHoraID].&[2021061009],2021061009,407
[DMH_INCIDENT].[FechaHoraID].&[2021061010],2021061010,536
[DMH_INCIDENT].[FechaHoraID].&[2021061011],2021061011,522
[DMH_INCIDENT].[FechaHoraID].&[2021061012],2021061012,446
[DMH_INCIDENT].[FechaHoraID].&[2021061013],2021061013,426
[DMH_INCIDENT].[FechaHoraID].&[2021061014],2021061014,517
[DMH_INCIDENT].[FechaHoraID].&[2021061015],2021061015,461
[DMH_INCIDENT].[FechaHoraID].&[2021061016],2021061016,468
[DMH_INCIDENT].[FechaHoraID].&[2021061017],2021061017,459
[DMH_INCIDENT].[FechaHoraID].&[2021061018],2021061018,505
[DMH_INCIDENT].[FechaHoraID].&[2021061019],2021061019,477
[DMH_INCIDENT].[FechaHoraID].&[2021061020],2021061020,554
[DMH_INCIDENT].[FechaHoraID].&[2021061021],2021061021,548
[DMH_INCIDENT].[FechaHoraID].&[2021061022],2021061022,597
[DMH_INCIDENT].[FechaHoraID].&[2021061023],2021061023,528
[DMH_INCIDENT].[FechaHoraID].&[2021061100],2021061100,450
[DMH_INCIDENT].[FechaHoraID].&[2021061101],2021061101,300
[DMH_INCIDENT].[FechaHoraID].&[2021061102],2021061102,231
[DMH_INCIDENT].[FechaHoraID].&[2021061103],2021061103,172
[DMH_INCIDENT].[FechaHoraID].&[2021061104],2021061104,147
[DMH_INCIDENT].[FechaHoraID].&[2021061105],2021061105,134
[DMH_INCIDENT].[FechaHoraID].&[2021061106],2021061106,208
[DMH_INCIDENT].[FechaHoraID].&[2021061107],2021061107,274
[DMH_INCIDENT].[FechaHoraID].&[2021061108],2021061108,420
[DMH_INCIDENT].[FechaHoraID].&[2021061109],2021061109,432
[DMH_INCIDENT].[FechaHoraID].&[2021061110],2021061110,525
[DMH_INCIDENT].[FechaHoraID].&[2021061111],2021061111,495
[DMH_INCIDENT].[FechaHoraID].&[2021061112],2021061112,431
[DMH_INCIDENT].[FechaHoraID].&[2021061113],2021061113,430
[DMH_INCIDENT].[FechaHoraID].&[2021061114],2021061114,555
[DMH_INCIDENT].[FechaHoraID].&[2021061115],2021061115,506
[DMH_INCIDENT].[FechaHoraID].&[2021061116],2021061116,507
[DMH_INCIDENT].[FechaHoraID].&[2021061117],2021061117,515
[DMH_INCIDENT].[FechaHoraID].&[2021061118],2021061118,551
[DMH_INCIDENT].[FechaHoraID].&[2021061119],2021061119,617
[DMH_INCIDENT].[FechaHoraID].&[2021061120],2021061120,693
[DMH_INCIDENT].[FechaHoraID].&[2021061121],2021061121,735
[DMH_INCIDENT].[FechaHoraID].&[2021061122],2021061122,848
[DMH_INCIDENT].[FechaHoraID].&[2021061123],2021061123,803
[DMH_INCIDENT].[FechaHoraID].&[2021061200],2021061200,758
[DMH_INCIDENT].[FechaHoraID].&[2021061201],2021061201,631
[DMH_INCIDENT].[FechaHoraID].&[2021061202],2021061202,502
[DMH_INCIDENT].[FechaHoraID].&[2021061203],2021061203,349
[DMH_INCIDENT].[FechaHoraID].&[2021061204],2021061204,262
[DMH_INCIDENT].[FechaHoraID].&[2021061205],2021061205,189
[DMH_INCIDENT].[FechaHoraID].&[2021061206],2021061206,224
[DMH_INCIDENT].[FechaHoraID].&[2021061207],2021061207,280
[DMH_INCIDENT].[FechaHoraID].&[2021061208],2021061208,354
[DMH_INCIDENT].[FechaHoraID].&[2021061209],2021061209,445
[DMH_INCIDENT].[FechaHoraID].&[2021061210],2021061210,463
[DMH_INCIDENT].[FechaHoraID].&[2021061211],2021061211,511
[DMH_INCIDENT].[FechaHoraID].&[2021061212],2021061212,504
[DMH_INCIDENT].[FechaHoraID].&[2021061213],2021061213,495
[DMH_INCIDENT].[FechaHoraID].&[2021061214],2021061214,535
[DMH_INCIDENT].[FechaHoraID].&[2021061215],2021061215,524
[DMH_INCIDENT].[FechaHoraID].&[2021061216],2021061216,573
[DMH_INCIDENT].[FechaHoraID].&[2021061217],2021061217,637
[DMH_INCIDENT].[FechaHoraID].&[2021061218],2021061218,649
[DMH_INCIDENT].[FechaHoraID].&[2021061219],2021061219,766
[DMH_INCIDENT].[FechaHoraID].&[2021061220],2021061220,901
[DMH_INCIDENT].[FechaHoraID].&[2021061221],2021061221,980
[DMH_INCIDENT].[FechaHoraID].&[2021061222],2021061222,1144
[DMH_INCIDENT].[FechaHoraID].&[2021061223],2021061223,1223
[DMH_INCIDENT].[FechaHoraID].&[2021061300],2021061300,1195
[DMH_INCIDENT].[FechaHoraID].&[2021061301],2021061301,1092
[DMH_INCIDENT].[FechaHoraID].&[2021061302],2021061302,897
[DMH_INCIDENT].[FechaHoraID].&[2021061303],2021061303,656
[DMH_INCIDENT].[FechaHoraID].&[2021061304],2021061304,502
[DMH_INCIDENT].[FechaHoraID].&[2021061305],2021061305,376
[DMH_INCIDENT].[FechaHoraID].&[2021061306],2021061306,349
[DMH_INCIDENT].[FechaHoraID].&[2021061307],2021061307,272
[DMH_INCIDENT].[FechaHoraID].&[2021061308],2021061308,381
[DMH_INCIDENT].[FechaHoraID].&[2021061309],2021061309,389
[DMH_INCIDENT].[FechaHoraID].&[2021061310],2021061310,443
[DMH_INCIDENT].[FechaHoraID].&[2021061311],2021061311,430
[DMH_INCIDENT].[FechaHoraID].&[2021061312],2021061312,471
[DMH_INCIDENT].[FechaHoraID].&[2021061313],2021061313,471
[DMH_INCIDENT].[FechaHoraID].&[2021061314],2021061314,458
[DMH_INCIDENT].[FechaHoraID].&[2021061315],2021061315,465
[DMH_INCIDENT].[FechaHoraID].&[2021061316],2021061316,494
[DMH_INCIDENT].[FechaHoraID].&[2021061317],2021061317,532
[DMH_INCIDENT].[FechaHoraID].&[2021061318],2021061318,561
[DMH_INCIDENT].[FechaHoraID].&[2021061319],2021061319,620
[DMH_INCIDENT].[FechaHoraID].&[2021061320],2021061320,617
[DMH_INCIDENT].[FechaHoraID].&[2021061321],2021061321,700
[DMH_INCIDENT].[FechaHoraID].&[2021061322],2021061322,832
[DMH_INCIDENT].[FechaHoraID].&[2021061323],2021061323,659
[DMH_INCIDENT].[FechaHoraID].&[2021061400],2021061400,546
[DMH_INCIDENT].[FechaHoraID].&[2021061401],2021061401,341
[DMH_INCIDENT].[FechaHoraID].&[2021061402],2021061402,281
[DMH_INCIDENT].[FechaHoraID].&[2021061403],2021061403,207
[DMH_INCIDENT].[FechaHoraID].&[2021061404],2021061404,130
[DMH_INCIDENT].[FechaHoraID].&[2021061405],2021061405,127
[DMH_INCIDENT].[FechaHoraID].&[2021061406],2021061406,183
[DMH_INCIDENT].[FechaHoraID].&[2021061407],2021061407,249
[DMH_INCIDENT].[FechaHoraID].&[2021061408],2021061408,316
[DMH_INCIDENT].[FechaHoraID].&[2021061409],2021061409,472
[DMH_INCIDENT].[FechaHoraID].&[2021061410],2021061410,513
[DMH_INCIDENT].[FechaHoraID].&[2021061411],2021061411,497
[DMH_INCIDENT].[FechaHoraID].&[2021061412],2021061412,470
[DMH_INCIDENT].[FechaHoraID].&[2021061413],2021061413,449
[DMH_INCIDENT].[FechaHoraID].&[2021061414],2021061414,508
[DMH_INCIDENT].[FechaHoraID].&[2021061415],2021061415,470
[DMH_INCIDENT].[FechaHoraID].&[2021061416],2021061416,440
[DMH_INCIDENT].[FechaHoraID].&[2021061417],2021061417,405
[DMH_INCIDENT].[FechaHoraID].&[2021061418],2021061418,405
[DMH_INCIDENT].[FechaHoraID].&[2021061419],2021061419,421
[DMH_INCIDENT].[FechaHoraID].&[2021061420],2021061420,442
[DMH_INCIDENT].[FechaHoraID].&[2021061421],2021061421,418
[DMH_INCIDENT].[FechaHoraID].&[2021061422],2021061422,421
[DMH_INCIDENT].[FechaHoraID].&[2021061423],2021061423,315
[DMH_INCIDENT].[FechaHoraID].&[2021061500],2021061500,245
[DMH_INCIDENT].[FechaHoraID].&[2021061501],2021061501,182
[DMH_INCIDENT].[FechaHoraID].&[2021061502],2021061502,149
[DMH_INCIDENT].[FechaHoraID].&[2021061503],2021061503,143
[DMH_INCIDENT].[FechaHoraID].&[2021061504],2021061504,92
[DMH_INCIDENT].[FechaHoraID].&[2021061505],2021061505,120
[DMH_INCIDENT].[FechaHoraID].&[2021061506],2021061506,153
[DMH_INCIDENT].[FechaHoraID].&[2021061507],2021061507,208
[DMH_INCIDENT].[FechaHoraID].&[2021061508],2021061508,364
[DMH_INCIDENT].[FechaHoraID].&[2021061509],2021061509,416
[DMH_INCIDENT].[FechaHoraID].&[2021061510],2021061510,541
[DMH_INCIDENT].[FechaHoraID].&[2021061511],2021061511,467
[DMH_INCIDENT].[FechaHoraID].&[2021061512],2021061512,419
[DMH_INCIDENT].[FechaHoraID].&[2021061513],2021061513,378
[DMH_INCIDENT].[FechaHoraID].&[2021061514],2021061514,451
[DMH_INCIDENT].[FechaHoraID].&[2021061515],2021061515,464
[DMH_INCIDENT].[FechaHoraID].&[2021061516],2021061516,440
[DMH_INCIDENT].[FechaHoraID].&[2021061517],2021061517,432
[DMH_INCIDENT].[FechaHoraID].&[2021061518],2021061518,440
[DMH_INCIDENT].[FechaHoraID].&[2021061519],2021061519,453
[DMH_INCIDENT].[FechaHoraID].&[2021061520],2021061520,497
[DMH_INCIDENT].[FechaHoraID].&[2021061521],2021061521,430
[DMH_INCIDENT].[FechaHoraID].&[2021061522],2021061522,485
[DMH_INCIDENT].[FechaHoraID].&[2021061523],2021061523,363
[DMH_INCIDENT].[FechaHoraID].&[2021061600],2021061600,334
[DMH_INCIDENT].[FechaHoraID].&[2021061601],2021061601,240
[DMH_INCIDENT].[FechaHoraID].&[2021061602],2021061602,185
[DMH_INCIDENT].[FechaHoraID].&[2021061603],2021061603,142
[DMH_INCIDENT].[FechaHoraID].&[2021061604],2021061604,122
[DMH_INCIDENT].[FechaHoraID].&[2021061605],2021061605,128
[DMH_INCIDENT].[FechaHoraID].&[2021061606],2021061606,162
[DMH_INCIDENT].[FechaHoraID].&[2021061607],2021061607,241
[DMH_INCIDENT].[FechaHoraID].&[2021061608],2021061608,388
[DMH_INCIDENT].[FechaHoraID].&[2021061609],2021061609,453
[DMH_INCIDENT].[FechaHoraID].&[2021061610],2021061610,529
[DMH_INCIDENT].[FechaHoraID].&[2021061611],2021061611,465
[DMH_INCIDENT].[FechaHoraID].&[2021061612],2021061612,463
[DMH_INCIDENT].[FechaHoraID].&[2021061613],2021061613,403
[DMH_INCIDENT].[FechaHoraID].&[2021061614],2021061614,521
[DMH_INCIDENT].[FechaHoraID].&[2021061615],2021061615,490
[DMH_INCIDENT].[FechaHoraID].&[2021061616],2021061616,414
[DMH_INCIDENT].[FechaHoraID].&[2021061617],2021061617,450
[DMH_INCIDENT].[FechaHoraID].&[2021061618],2021061618,446
[DMH_INCIDENT].[FechaHoraID].&[2021061619],2021061619,469
[DMH_INCIDENT].[FechaHoraID].&[2021061620],2021061620,503
[DMH_INCIDENT].[FechaHoraID].&[2021061621],2021061621,453
[DMH_INCIDENT].[FechaHoraID].&[2021061622],2021061622,520
[DMH_INCIDENT].[FechaHoraID].&[2021061623],2021061623,383
[DMH_INCIDENT].[FechaHoraID].&[2021061700],2021061700,360
[DMH_INCIDENT].[FechaHoraID].&[2021061701],2021061701,221
[DMH_INCIDENT].[FechaHoraID].&[2021061702],2021061702,203
[DMH_INCIDENT].[FechaHoraID].&[2021061703],2021061703,186
[DMH_INCIDENT].[FechaHoraID].&[2021061704],2021061704,113
[DMH_INCIDENT].[FechaHoraID].&[2021061705],2021061705,141
[DMH_INCIDENT].[FechaHoraID].&[2021061706],2021061706,227
[DMH_INCIDENT].[FechaHoraID].&[2021061707],2021061707,241
[DMH_INCIDENT].[FechaHoraID].&[2021061708],2021061708,332
