[DMH_INCIDENT].[incident].[incident].[MEMBER_UNIQUE_NAME],[DMH_INCIDENT].[incident].[incident].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DMH_INCIDENT].[incident].&[1],1,23260869
