[DMH_INCIDENT].[HoraId].[HoraId].[MEMBER_UNIQUE_NAME],[DMH_INCIDENT].[HoraId].[HoraId].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DMH_INCIDENT].[HoraId].&[013421],013421,212
[DMH_INCIDENT].[HoraId].&[013422],013422,206
[DMH_INCIDENT].[HoraId].&[013423],013423,247
[DMH_INCIDENT].[HoraId].&[013424],013424,222
[DMH_INCIDENT].[HoraId].&[013425],013425,222
[DMH_INCIDENT].[HoraId].&[013426],013426,226
[DMH_INCIDENT].[HoraId].&[013427],013427,232
[DMH_INCIDENT].[HoraId].&[013428],013428,207
[DMH_INCIDENT].[HoraId].&[013429],013429,198
[DMH_INCIDENT].[HoraId].&[013430],013430,231
[DMH_INCIDENT].[HoraId].&[013431],013431,210
[DMH_INCIDENT].[HoraId].&[013432],013432,206
[DMH_INCIDENT].[HoraId].&[013433],013433,220
[DMH_INCIDENT].[HoraId].&[013434],013434,209
[DMH_INCIDENT].[HoraId].&[013435],013435,234
[DMH_INCIDENT].[HoraId].&[013436],013436,211
[DMH_INCIDENT].[HoraId].&[013437],013437,202
[DMH_INCIDENT].[HoraId].&[013438],013438,242
[DMH_INCIDENT].[HoraId].&[013439],013439,226
[DMH_INCIDENT].[HoraId].&[013440],013440,196
[DMH_INCIDENT].[HoraId].&[013441],013441,248
[DMH_INCIDENT].[HoraId].&[013442],013442,213
[DMH_INCIDENT].[HoraId].&[013443],013443,230
[DMH_INCIDENT].[HoraId].&[013444],013444,214
[DMH_INCIDENT].[HoraId].&[013445],013445,210
[DMH_INCIDENT].[HoraId].&[013446],013446,240
[DMH_INCIDENT].[HoraId].&[013447],013447,215
[DMH_INCIDENT].[HoraId].&[013448],013448,241
[DMH_INCIDENT].[HoraId].&[013449],013449,197
[DMH_INCIDENT].[HoraId].&[013450],013450,224
[DMH_INCIDENT].[HoraId].&[013451],013451,223
[DMH_INCIDENT].[HoraId].&[013452],013452,202
[DMH_INCIDENT].[HoraId].&[013453],013453,244
[DMH_INCIDENT].[HoraId].&[013454],013454,221
[DMH_INCIDENT].[HoraId].&[013455],013455,205
[DMH_INCIDENT].[HoraId].&[013456],013456,234
[DMH_INCIDENT].[HoraId].&[013457],013457,204
[DMH_INCIDENT].[HoraId].&[013458],013458,225
[DMH_INCIDENT].[HoraId].&[013459],013459,209
[DMH_INCIDENT].[HoraId].&[013500],013500,217
[DMH_INCIDENT].[HoraId].&[013501],013501,214
[DMH_INCIDENT].[HoraId].&[013502],013502,207
[DMH_INCIDENT].[HoraId].&[013503],013503,212
[DMH_INCIDENT].[HoraId].&[013504],013504,226
[DMH_INCIDENT].[HoraId].&[013505],013505,220
[DMH_INCIDENT].[HoraId].&[013506],013506,209
[DMH_INCIDENT].[HoraId].&[013507],013507,209
[DMH_INCIDENT].[HoraId].&[013508],013508,224
[DMH_INCIDENT].[HoraId].&[013509],013509,224
[DMH_INCIDENT].[HoraId].&[013510],013510,230
[DMH_INCIDENT].[HoraId].&[013511],013511,198
[DMH_INCIDENT].[HoraId].&[013512],013512,186
[DMH_INCIDENT].[HoraId].&[013513],013513,221
[DMH_INCIDENT].[HoraId].&[013514],013514,221
[DMH_INCIDENT].[HoraId].&[013515],013515,205
[DMH_INCIDENT].[HoraId].&[013516],013516,217
[DMH_INCIDENT].[HoraId].&[013517],013517,209
[DMH_INCIDENT].[HoraId].&[013518],013518,201
[DMH_INCIDENT].[HoraId].&[013519],013519,231
[DMH_INCIDENT].[HoraId].&[013520],013520,177
[DMH_INCIDENT].[HoraId].&[013521],013521,224
[DMH_INCIDENT].[HoraId].&[013522],013522,224
[DMH_INCIDENT].[HoraId].&[013523],013523,205
[DMH_INCIDENT].[HoraId].&[013524],013524,194
[DMH_INCIDENT].[HoraId].&[013525],013525,198
[DMH_INCIDENT].[HoraId].&[013526],013526,185
[DMH_INCIDENT].[HoraId].&[013527],013527,224
[DMH_INCIDENT].[HoraId].&[013528],013528,216
[DMH_INCIDENT].[HoraId].&[013529],013529,196
[DMH_INCIDENT].[HoraId].&[013530],013530,207
[DMH_INCIDENT].[HoraId].&[013531],013531,216
[DMH_INCIDENT].[HoraId].&[013532],013532,202
[DMH_INCIDENT].[HoraId].&[013533],013533,186
[DMH_INCIDENT].[HoraId].&[013534],013534,217
[DMH_INCIDENT].[HoraId].&[013535],013535,242
[DMH_INCIDENT].[HoraId].&[013536],013536,219
[DMH_INCIDENT].[HoraId].&[013537],013537,178
[DMH_INCIDENT].[HoraId].&[013538],013538,197
[DMH_INCIDENT].[HoraId].&[013539],013539,204
[DMH_INCIDENT].[HoraId].&[013540],013540,228
[DMH_INCIDENT].[HoraId].&[013541],013541,198
[DMH_INCIDENT].[HoraId].&[013542],013542,218
[DMH_INCIDENT].[HoraId].&[013543],013543,217
[DMH_INCIDENT].[HoraId].&[013544],013544,193
[DMH_INCIDENT].[HoraId].&[013545],013545,228
[DMH_INCIDENT].[HoraId].&[013546],013546,223
[DMH_INCIDENT].[HoraId].&[013547],013547,222
[DMH_INCIDENT].[HoraId].&[013548],013548,242
[DMH_INCIDENT].[HoraId].&[013549],013549,192
[DMH_INCIDENT].[HoraId].&[013550],013550,182
[DMH_INCIDENT].[HoraId].&[013551],013551,227
[DMH_INCIDENT].[HoraId].&[013552],013552,213
[DMH_INCIDENT].[HoraId].&[013553],013553,209
[DMH_INCIDENT].[HoraId].&[013554],013554,211
[DMH_INCIDENT].[HoraId].&[013555],013555,212
[DMH_INCIDENT].[HoraId].&[013556],013556,206
[DMH_INCIDENT].[HoraId].&[013557],013557,221
[DMH_INCIDENT].[HoraId].&[013558],013558,203
[DMH_INCIDENT].[HoraId].&[013559],013559,190
[DMH_INCIDENT].[HoraId].&[013600],013600,235
[DMH_INCIDENT].[HoraId].&[013601],013601,224
[DMH_INCIDENT].[HoraId].&[013602],013602,241
[DMH_INCIDENT].[HoraId].&[013603],013603,226
[DMH_INCIDENT].[HoraId].&[013604],013604,231
[DMH_INCIDENT].[HoraId].&[013605],013605,228
[DMH_INCIDENT].[HoraId].&[013606],013606,220
[DMH_INCIDENT].[HoraId].&[013607],013607,206
[DMH_INCIDENT].[HoraId].&[013608],013608,211
[DMH_INCIDENT].[HoraId].&[013609],013609,204
[DMH_INCIDENT].[HoraId].&[013610],013610,213
[DMH_INCIDENT].[HoraId].&[013611],013611,207
[DMH_INCIDENT].[HoraId].&[013612],013612,239
[DMH_INCIDENT].[HoraId].&[013613],013613,240
[DMH_INCIDENT].[HoraId].&[013614],013614,229
[DMH_INCIDENT].[HoraId].&[013615],013615,210
[DMH_INCIDENT].[HoraId].&[013616],013616,216
[DMH_INCIDENT].[HoraId].&[013617],013617,215
[DMH_INCIDENT].[HoraId].&[013618],013618,211
[DMH_INCIDENT].[HoraId].&[013619],013619,238
[DMH_INCIDENT].[HoraId].&[013620],013620,229
[DMH_INCIDENT].[HoraId].&[013621],013621,225
[DMH_INCIDENT].[HoraId].&[013622],013622,215
[DMH_INCIDENT].[HoraId].&[013623],013623,209
[DMH_INCIDENT].[HoraId].&[013624],013624,206
[DMH_INCIDENT].[HoraId].&[013625],013625,211
[DMH_INCIDENT].[HoraId].&[013626],013626,211
[DMH_INCIDENT].[HoraId].&[013627],013627,239
[DMH_INCIDENT].[HoraId].&[013628],013628,210
[DMH_INCIDENT].[HoraId].&[013629],013629,210
[DMH_INCIDENT].[HoraId].&[013630],013630,207
[DMH_INCIDENT].[HoraId].&[013631],013631,221
[DMH_INCIDENT].[HoraId].&[013632],013632,222
[DMH_INCIDENT].[HoraId].&[013633],013633,212
[DMH_INCIDENT].[HoraId].&[013634],013634,206
[DMH_INCIDENT].[HoraId].&[013635],013635,194
[DMH_INCIDENT].[HoraId].&[013636],013636,194
[DMH_INCIDENT].[HoraId].&[013637],013637,209
[DMH_INCIDENT].[HoraId].&[013638],013638,225
[DMH_INCIDENT].[HoraId].&[013639],013639,188
[DMH_INCIDENT].[HoraId].&[013640],013640,220
[DMH_INCIDENT].[HoraId].&[013641],013641,210
[DMH_INCIDENT].[HoraId].&[013642],013642,232
[DMH_INCIDENT].[HoraId].&[013643],013643,234
[DMH_INCIDENT].[HoraId].&[013644],013644,195
[DMH_INCIDENT].[HoraId].&[013645],013645,224
[DMH_INCIDENT].[HoraId].&[013646],013646,209
[DMH_INCIDENT].[HoraId].&[013647],013647,224
[DMH_INCIDENT].[HoraId].&[013648],013648,199
[DMH_INCIDENT].[HoraId].&[013649],013649,205
[DMH_INCIDENT].[HoraId].&[013650],013650,227
[DMH_INCIDENT].[HoraId].&[013651],013651,202
[DMH_INCIDENT].[HoraId].&[013652],013652,216
[DMH_INCIDENT].[HoraId].&[013653],013653,213
[DMH_INCIDENT].[HoraId].&[013654],013654,209
[DMH_INCIDENT].[HoraId].&[013655],013655,213
[DMH_INCIDENT].[HoraId].&[013656],013656,219
[DMH_INCIDENT].[HoraId].&[013657],013657,225
[DMH_INCIDENT].[HoraId].&[013658],013658,209
[DMH_INCIDENT].[HoraId].&[013659],013659,211
[DMH_INCIDENT].[HoraId].&[013700],013700,208
[DMH_INCIDENT].[HoraId].&[013701],013701,216
[DMH_INCIDENT].[HoraId].&[013702],013702,215
[DMH_INCIDENT].[HoraId].&[013703],013703,190
[DMH_INCIDENT].[HoraId].&[013704],013704,214
[DMH_INCIDENT].[HoraId].&[013705],013705,227
[DMH_INCIDENT].[HoraId].&[013706],013706,181
[DMH_INCIDENT].[HoraId].&[013707],013707,171
[DMH_INCIDENT].[HoraId].&[013708],013708,247
[DMH_INCIDENT].[HoraId].&[013709],013709,227
[DMH_INCIDENT].[HoraId].&[013710],013710,206
[DMH_INCIDENT].[HoraId].&[013711],013711,214
[DMH_INCIDENT].[HoraId].&[013712],013712,242
[DMH_INCIDENT].[HoraId].&[013713],013713,230
[DMH_INCIDENT].[HoraId].&[013714],013714,215
[DMH_INCIDENT].[HoraId].&[013715],013715,238
[DMH_INCIDENT].[HoraId].&[013716],013716,202
[DMH_INCIDENT].[HoraId].&[013717],013717,235
[DMH_INCIDENT].[HoraId].&[013718],013718,224
[DMH_INCIDENT].[HoraId].&[013719],013719,194
[DMH_INCIDENT].[HoraId].&[013720],013720,230
[DMH_INCIDENT].[HoraId].&[013721],013721,195
[DMH_INCIDENT].[HoraId].&[013722],013722,225
[DMH_INCIDENT].[HoraId].&[013723],013723,207
[DMH_INCIDENT].[HoraId].&[013724],013724,232
[DMH_INCIDENT].[HoraId].&[013725],013725,211
[DMH_INCIDENT].[HoraId].&[013726],013726,225
[DMH_INCIDENT].[HoraId].&[013727],013727,232
[DMH_INCIDENT].[HoraId].&[013728],013728,174
[DMH_INCIDENT].[HoraId].&[013729],013729,237
[DMH_INCIDENT].[HoraId].&[013730],013730,231
[DMH_INCIDENT].[HoraId].&[013731],013731,211
[DMH_INCIDENT].[HoraId].&[013732],013732,241
[DMH_INCIDENT].[HoraId].&[013733],013733,214
[DMH_INCIDENT].[HoraId].&[013734],013734,196
[DMH_INCIDENT].[HoraId].&[013735],013735,215
[DMH_INCIDENT].[HoraId].&[013736],013736,227
[DMH_INCIDENT].[HoraId].&[013737],013737,216
[DMH_INCIDENT].[HoraId].&[013738],013738,212
[DMH_INCIDENT].[HoraId].&[013739],013739,212
[DMH_INCIDENT].[HoraId].&[013740],013740,215
[DMH_INCIDENT].[HoraId].&[013741],013741,208
[DMH_INCIDENT].[HoraId].&[013742],013742,222
[DMH_INCIDENT].[HoraId].&[013743],013743,224
[DMH_INCIDENT].[HoraId].&[013744],013744,212
[DMH_INCIDENT].[HoraId].&[013745],013745,236
[DMH_INCIDENT].[HoraId].&[013746],013746,221
[DMH_INCIDENT].[HoraId].&[013747],013747,202
[DMH_INCIDENT].[HoraId].&[013748],013748,230
[DMH_INCIDENT].[HoraId].&[013749],013749,190
[DMH_INCIDENT].[HoraId].&[013750],013750,218
[DMH_INCIDENT].[HoraId].&[013751],013751,214
[DMH_INCIDENT].[HoraId].&[013752],013752,205
[DMH_INCIDENT].[HoraId].&[013753],013753,229
[DMH_INCIDENT].[HoraId].&[013754],013754,229
[DMH_INCIDENT].[HoraId].&[013755],013755,198
[DMH_INCIDENT].[HoraId].&[013756],013756,228
[DMH_INCIDENT].[HoraId].&[013757],013757,213
[DMH_INCIDENT].[HoraId].&[013758],013758,222
[DMH_INCIDENT].[HoraId].&[013759],013759,245
[DMH_INCIDENT].[HoraId].&[013800],013800,192
[DMH_INCIDENT].[HoraId].&[013801],013801,216
[DMH_INCIDENT].[HoraId].&[013802],013802,190
[DMH_INCIDENT].[HoraId].&[013803],013803,212
[DMH_INCIDENT].[HoraId].&[013804],013804,189
[DMH_INCIDENT].[HoraId].&[013805],013805,236
[DMH_INCIDENT].[HoraId].&[013806],013806,204
[DMH_INCIDENT].[HoraId].&[013807],013807,191
[DMH_INCIDENT].[HoraId].&[013808],013808,225
[DMH_INCIDENT].[HoraId].&[013809],013809,230
[DMH_INCIDENT].[HoraId].&[013810],013810,219
[DMH_INCIDENT].[HoraId].&[013811],013811,231
[DMH_INCIDENT].[HoraId].&[013812],013812,219
[DMH_INCIDENT].[HoraId].&[013813],013813,221
[DMH_INCIDENT].[HoraId].&[013814],013814,229
[DMH_INCIDENT].[HoraId].&[013815],013815,224
[DMH_INCIDENT].[HoraId].&[013816],013816,200
[DMH_INCIDENT].[HoraId].&[013817],013817,233
[DMH_INCIDENT].[HoraId].&[013818],013818,238
[DMH_INCIDENT].[HoraId].&[013819],013819,230
[DMH_INCIDENT].[HoraId].&[013820],013820,234
[DMH_INCIDENT].[HoraId].&[013821],013821,222
[DMH_INCIDENT].[HoraId].&[013822],013822,188
[DMH_INCIDENT].[HoraId].&[013823],013823,199
[DMH_INCIDENT].[HoraId].&[013824],013824,221
[DMH_INCIDENT].[HoraId].&[013825],013825,219
[DMH_INCIDENT].[HoraId].&[013826],013826,215
[DMH_INCIDENT].[HoraId].&[013827],013827,250
[DMH_INCIDENT].[HoraId].&[013828],013828,216
[DMH_INCIDENT].[HoraId].&[013829],013829,209
[DMH_INCIDENT].[HoraId].&[013830],013830,212
[DMH_INCIDENT].[HoraId].&[013831],013831,202
[DMH_INCIDENT].[HoraId].&[013832],013832,230
[DMH_INCIDENT].[HoraId].&[013833],013833,232
[DMH_INCIDENT].[HoraId].&[013834],013834,199
[DMH_INCIDENT].[HoraId].&[013835],013835,216
[DMH_INCIDENT].[HoraId].&[013836],013836,198
[DMH_INCIDENT].[HoraId].&[013837],013837,201
[DMH_INCIDENT].[HoraId].&[013838],013838,192
[DMH_INCIDENT].[HoraId].&[013839],013839,200
[DMH_INCIDENT].[HoraId].&[013840],013840,225
[DMH_INCIDENT].[HoraId].&[013841],013841,230
[DMH_INCIDENT].[HoraId].&[013842],013842,209
[DMH_INCIDENT].[HoraId].&[013843],013843,228
[DMH_INCIDENT].[HoraId].&[013844],013844,199
[DMH_INCIDENT].[HoraId].&[013845],013845,199
[DMH_INCIDENT].[HoraId].&[013846],013846,226
[DMH_INCIDENT].[HoraId].&[013847],013847,218
[DMH_INCIDENT].[HoraId].&[013848],013848,221
[DMH_INCIDENT].[HoraId].&[013849],013849,217
[DMH_INCIDENT].[HoraId].&[013850],013850,204
[DMH_INCIDENT].[HoraId].&[013851],013851,226
[DMH_INCIDENT].[HoraId].&[013852],013852,222
[DMH_INCIDENT].[HoraId].&[013853],013853,220
[DMH_INCIDENT].[HoraId].&[013854],013854,213
[DMH_INCIDENT].[HoraId].&[013855],013855,205
[DMH_INCIDENT].[HoraId].&[013856],013856,241
[DMH_INCIDENT].[HoraId].&[013857],013857,231
[DMH_INCIDENT].[HoraId].&[013858],013858,224
[DMH_INCIDENT].[HoraId].&[013859],013859,195
[DMH_INCIDENT].[HoraId].&[013900],013900,264
[DMH_INCIDENT].[HoraId].&[013901],013901,240
[DMH_INCIDENT].[HoraId].&[013902],013902,193
[DMH_INCIDENT].[HoraId].&[013903],013903,191
[DMH_INCIDENT].[HoraId].&[013904],013904,204
[DMH_INCIDENT].[HoraId].&[013905],013905,215
[DMH_INCIDENT].[HoraId].&[013906],013906,206
[DMH_INCIDENT].[HoraId].&[013907],013907,199
[DMH_INCIDENT].[HoraId].&[013908],013908,214
[DMH_INCIDENT].[HoraId].&[013909],013909,221
[DMH_INCIDENT].[HoraId].&[013910],013910,231
[DMH_INCIDENT].[HoraId].&[013911],013911,232
[DMH_INCIDENT].[HoraId].&[013912],013912,213
[DMH_INCIDENT].[HoraId].&[013913],013913,210
[DMH_INCIDENT].[HoraId].&[013914],013914,196
[DMH_INCIDENT].[HoraId].&[013915],013915,188
[DMH_INCIDENT].[HoraId].&[013916],013916,219
[DMH_INCIDENT].[HoraId].&[013917],013917,184
[DMH_INCIDENT].[HoraId].&[013918],013918,233
[DMH_INCIDENT].[HoraId].&[013919],013919,202
[DMH_INCIDENT].[HoraId].&[013920],013920,200
[DMH_INCIDENT].[HoraId].&[013921],013921,203
[DMH_INCIDENT].[HoraId].&[013922],013922,208
[DMH_INCIDENT].[HoraId].&[013923],013923,201
[DMH_INCIDENT].[HoraId].&[013924],013924,216
[DMH_INCIDENT].[HoraId].&[013925],013925,211
[DMH_INCIDENT].[HoraId].&[013926],013926,209
[DMH_INCIDENT].[HoraId].&[013927],013927,190
[DMH_INCIDENT].[HoraId].&[013928],013928,197
[DMH_INCIDENT].[HoraId].&[013929],013929,217
[DMH_INCIDENT].[HoraId].&[013930],013930,231
[DMH_INCIDENT].[HoraId].&[013931],013931,246
[DMH_INCIDENT].[HoraId].&[013932],013932,204
[DMH_INCIDENT].[HoraId].&[013933],013933,210
[DMH_INCIDENT].[HoraId].&[013934],013934,199
[DMH_INCIDENT].[HoraId].&[013935],013935,202
[DMH_INCIDENT].[HoraId].&[013936],013936,201
[DMH_INCIDENT].[HoraId].&[013937],013937,191
[DMH_INCIDENT].[HoraId].&[013938],013938,222
[DMH_INCIDENT].[HoraId].&[013939],013939,213
[DMH_INCIDENT].[HoraId].&[013940],013940,208
[DMH_INCIDENT].[HoraId].&[013941],013941,229
[DMH_INCIDENT].[HoraId].&[013942],013942,213
[DMH_INCIDENT].[HoraId].&[013943],013943,230
[DMH_INCIDENT].[HoraId].&[013944],013944,231
[DMH_INCIDENT].[HoraId].&[013945],013945,200
[DMH_INCIDENT].[HoraId].&[013946],013946,202
[DMH_INCIDENT].[HoraId].&[013947],013947,206
[DMH_INCIDENT].[HoraId].&[013948],013948,206
[DMH_INCIDENT].[HoraId].&[013949],013949,216
[DMH_INCIDENT].[HoraId].&[013950],013950,217
[DMH_INCIDENT].[HoraId].&[013951],013951,201
[DMH_INCIDENT].[HoraId].&[013952],013952,196
[DMH_INCIDENT].[HoraId].&[013953],013953,220
[DMH_INCIDENT].[HoraId].&[013954],013954,205
[DMH_INCIDENT].[HoraId].&[013955],013955,204
[DMH_INCIDENT].[HoraId].&[013956],013956,206
[DMH_INCIDENT].[HoraId].&[013957],013957,228
[DMH_INCIDENT].[HoraId].&[013958],013958,222
[DMH_INCIDENT].[HoraId].&[013959],013959,227
[DMH_INCIDENT].[HoraId].&[014000],014000,236
[DMH_INCIDENT].[HoraId].&[014001],014001,197
[DMH_INCIDENT].[HoraId].&[014002],014002,238
[DMH_INCIDENT].[HoraId].&[014003],014003,195
[DMH_INCIDENT].[HoraId].&[014004],014004,202
[DMH_INCIDENT].[HoraId].&[014005],014005,204
[DMH_INCIDENT].[HoraId].&[014006],014006,223
[DMH_INCIDENT].[HoraId].&[014007],014007,195
[DMH_INCIDENT].[HoraId].&[014008],014008,191
[DMH_INCIDENT].[HoraId].&[014009],014009,219
[DMH_INCIDENT].[HoraId].&[014010],014010,208
[DMH_INCIDENT].[HoraId].&[014011],014011,209
[DMH_INCIDENT].[HoraId].&[014012],014012,219
[DMH_INCIDENT].[HoraId].&[014013],014013,223
[DMH_INCIDENT].[HoraId].&[014014],014014,194
[DMH_INCIDENT].[HoraId].&[014015],014015,219
[DMH_INCIDENT].[HoraId].&[014016],014016,234
[DMH_INCIDENT].[HoraId].&[014017],014017,197
[DMH_INCIDENT].[HoraId].&[014018],014018,214
[DMH_INCIDENT].[HoraId].&[014019],014019,219
[DMH_INCIDENT].[HoraId].&[014020],014020,207
[DMH_INCIDENT].[HoraId].&[014021],014021,227
[DMH_INCIDENT].[HoraId].&[014022],014022,207
[DMH_INCIDENT].[HoraId].&[014023],014023,232
[DMH_INCIDENT].[HoraId].&[014024],014024,171
[DMH_INCIDENT].[HoraId].&[014025],014025,226
[DMH_INCIDENT].[HoraId].&[014026],014026,194
[DMH_INCIDENT].[HoraId].&[014027],014027,209
[DMH_INCIDENT].[HoraId].&[014028],014028,197
[DMH_INCIDENT].[HoraId].&[014029],014029,228
[DMH_INCIDENT].[HoraId].&[014030],014030,222
[DMH_INCIDENT].[HoraId].&[014031],014031,218
[DMH_INCIDENT].[HoraId].&[014032],014032,212
[DMH_INCIDENT].[HoraId].&[014033],014033,205
[DMH_INCIDENT].[HoraId].&[014034],014034,207
[DMH_INCIDENT].[HoraId].&[014035],014035,204
[DMH_INCIDENT].[HoraId].&[014036],014036,190
[DMH_INCIDENT].[HoraId].&[014037],014037,200
[DMH_INCIDENT].[HoraId].&[014038],014038,229
[DMH_INCIDENT].[HoraId].&[014039],014039,195
[DMH_INCIDENT].[HoraId].&[014040],014040,209
[DMH_INCIDENT].[HoraId].&[014041],014041,212
[DMH_INCIDENT].[HoraId].&[014042],014042,207
[DMH_INCIDENT].[HoraId].&[014043],014043,248
[DMH_INCIDENT].[HoraId].&[014044],014044,222
[DMH_INCIDENT].[HoraId].&[014045],014045,184
[DMH_INCIDENT].[HoraId].&[014046],014046,186
[DMH_INCIDENT].[HoraId].&[014047],014047,206
[DMH_INCIDENT].[HoraId].&[014048],014048,206
[DMH_INCIDENT].[HoraId].&[014049],014049,184
[DMH_INCIDENT].[HoraId].&[014050],014050,210
[DMH_INCIDENT].[HoraId].&[014051],014051,197
[DMH_INCIDENT].[HoraId].&[014052],014052,222
[DMH_INCIDENT].[HoraId].&[014053],014053,208
[DMH_INCIDENT].[HoraId].&[014054],014054,209
[DMH_INCIDENT].[HoraId].&[014055],014055,197
[DMH_INCIDENT].[HoraId].&[014056],014056,213
[DMH_INCIDENT].[HoraId].&[014057],014057,178
[DMH_INCIDENT].[HoraId].&[014058],014058,220
[DMH_INCIDENT].[HoraId].&[014059],014059,206
[DMH_INCIDENT].[HoraId].&[014100],014100,208
[DMH_INCIDENT].[HoraId].&[014101],014101,205
[DMH_INCIDENT].[HoraId].&[014102],014102,227
[DMH_INCIDENT].[HoraId].&[014103],014103,201
[DMH_INCIDENT].[HoraId].&[014104],014104,217
[DMH_INCIDENT].[HoraId].&[014105],014105,201
[DMH_INCIDENT].[HoraId].&[014106],014106,197
[DMH_INCIDENT].[HoraId].&[014107],014107,225
[DMH_INCIDENT].[HoraId].&[014108],014108,209
[DMH_INCIDENT].[HoraId].&[014109],014109,214
[DMH_INCIDENT].[HoraId].&[014110],014110,220
[DMH_INCIDENT].[HoraId].&[014111],014111,193
[DMH_INCIDENT].[HoraId].&[014112],014112,221
[DMH_INCIDENT].[HoraId].&[014113],014113,213
[DMH_INCIDENT].[HoraId].&[014114],014114,215
[DMH_INCIDENT].[HoraId].&[014115],014115,217
[DMH_INCIDENT].[HoraId].&[014116],014116,218
[DMH_INCIDENT].[HoraId].&[014117],014117,224
[DMH_INCIDENT].[HoraId].&[014118],014118,221
[DMH_INCIDENT].[HoraId].&[014119],014119,224
[DMH_INCIDENT].[HoraId].&[014120],014120,205
[DMH_INCIDENT].[HoraId].&[014121],014121,197
[DMH_INCIDENT].[HoraId].&[014122],014122,212
[DMH_INCIDENT].[HoraId].&[014123],014123,226
[DMH_INCIDENT].[HoraId].&[014124],014124,217
[DMH_INCIDENT].[HoraId].&[014125],014125,209
[DMH_INCIDENT].[HoraId].&[014126],014126,230
[DMH_INCIDENT].[HoraId].&[014127],014127,221
[DMH_INCIDENT].[HoraId].&[014128],014128,236
[DMH_INCIDENT].[HoraId].&[014129],014129,227
[DMH_INCIDENT].[HoraId].&[014130],014130,250
[DMH_INCIDENT].[HoraId].&[014131],014131,215
[DMH_INCIDENT].[HoraId].&[014132],014132,244
[DMH_INCIDENT].[HoraId].&[014133],014133,214
[DMH_INCIDENT].[HoraId].&[014134],014134,196
[DMH_INCIDENT].[HoraId].&[014135],014135,234
[DMH_INCIDENT].[HoraId].&[014136],014136,238
[DMH_INCIDENT].[HoraId].&[014137],014137,199
[DMH_INCIDENT].[HoraId].&[014138],014138,217
[DMH_INCIDENT].[HoraId].&[014139],014139,220
[DMH_INCIDENT].[HoraId].&[014140],014140,205
[DMH_INCIDENT].[HoraId].&[014141],014141,218
[DMH_INCIDENT].[HoraId].&[014142],014142,225
[DMH_INCIDENT].[HoraId].&[014143],014143,203
[DMH_INCIDENT].[HoraId].&[014144],014144,215
[DMH_INCIDENT].[HoraId].&[014145],014145,180
[DMH_INCIDENT].[HoraId].&[014146],014146,203
[DMH_INCIDENT].[HoraId].&[014147],014147,214
[DMH_INCIDENT].[HoraId].&[014148],014148,231
[DMH_INCIDENT].[HoraId].&[014149],014149,197
[DMH_INCIDENT].[HoraId].&[014150],014150,198
[DMH_INCIDENT].[HoraId].&[014151],014151,210
[DMH_INCIDENT].[HoraId].&[014152],014152,201
[DMH_INCIDENT].[HoraId].&[014153],014153,200
[DMH_INCIDENT].[HoraId].&[014154],014154,224
[DMH_INCIDENT].[HoraId].&[014155],014155,225
[DMH_INCIDENT].[HoraId].&[014156],014156,221
[DMH_INCIDENT].[HoraId].&[014157],014157,200
[DMH_INCIDENT].[HoraId].&[014158],014158,211
[DMH_INCIDENT].[HoraId].&[014159],014159,193
[DMH_INCIDENT].[HoraId].&[014200],014200,208
[DMH_INCIDENT].[HoraId].&[014201],014201,200
[DMH_INCIDENT].[HoraId].&[014202],014202,225
[DMH_INCIDENT].[HoraId].&[014203],014203,248
[DMH_INCIDENT].[HoraId].&[014204],014204,219
[DMH_INCIDENT].[HoraId].&[014205],014205,231
[DMH_INCIDENT].[HoraId].&[014206],014206,211
[DMH_INCIDENT].[HoraId].&[014207],014207,190
[DMH_INCIDENT].[HoraId].&[014208],014208,209
[DMH_INCIDENT].[HoraId].&[014209],014209,179
[DMH_INCIDENT].[HoraId].&[014210],014210,193
[DMH_INCIDENT].[HoraId].&[014211],014211,207
[DMH_INCIDENT].[HoraId].&[014212],014212,200
[DMH_INCIDENT].[HoraId].&[014213],014213,195
[DMH_INCIDENT].[HoraId].&[014214],014214,192
[DMH_INCIDENT].[HoraId].&[014215],014215,206
[DMH_INCIDENT].[HoraId].&[014216],014216,197
[DMH_INCIDENT].[HoraId].&[014217],014217,198
[DMH_INCIDENT].[HoraId].&[014218],014218,197
[DMH_INCIDENT].[HoraId].&[014219],014219,219
[DMH_INCIDENT].[HoraId].&[014220],014220,226
[DMH_INCIDENT].[HoraId].&[014221],014221,209
[DMH_INCIDENT].[HoraId].&[014222],014222,198
[DMH_INCIDENT].[HoraId].&[014223],014223,194
[DMH_INCIDENT].[HoraId].&[014224],014224,228
[DMH_INCIDENT].[HoraId].&[014225],014225,211
[DMH_INCIDENT].[HoraId].&[014226],014226,211
[DMH_INCIDENT].[HoraId].&[014227],014227,202
[DMH_INCIDENT].[HoraId].&[014228],014228,203
[DMH_INCIDENT].[HoraId].&[014229],014229,196
[DMH_INCIDENT].[HoraId].&[014230],014230,201
[DMH_INCIDENT].[HoraId].&[014231],014231,232
[DMH_INCIDENT].[HoraId].&[014232],014232,188
[DMH_INCIDENT].[HoraId].&[014233],014233,215
[DMH_INCIDENT].[HoraId].&[014234],014234,227
[DMH_INCIDENT].[HoraId].&[014235],014235,199
[DMH_INCIDENT].[HoraId].&[014236],014236,211
