[DIVADM].[OBJECTID].[OBJECTID].[MEMBER_UNIQUE_NAME],[DIVADM].[OBJECTID].[OBJECTID].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DIVADM].[OBJECTID].&[2.6033E4],26033,3809
[DIVADM].[OBJECTID].&[2.6034E4],26034,6664
[DIVADM].[OBJECTID].&[2.6035E4],26035,13847
[DIVADM].[OBJECTID].&[2.6036E4],26036,4511
[DIVADM].[OBJECTID].&[2.6037E4],26037,1624
[DIVADM].[OBJECTID].&[2.6038E4],26038,16928
[DIVADM].[OBJECTID].&[2.6039E4],26039,5934
[DIVADM].[OBJECTID].&[2.604E4],26040,29427
[DIVADM].[OBJECTID].&[2.6042E4],26042,27018
[DIVADM].[OBJECTID].&[2.6043E4],26043,13412
[DIVADM].[OBJECTID].&[2.6044E4],26044,2259
[DIVADM].[OBJECTID].&[2.6045E4],26045,8038
[DIVADM].[OBJECTID].&[2.6046E4],26046,6336
[DIVADM].[OBJECTID].&[2.6047E4],26047,7919
[DIVADM].[OBJECTID].&[2.6048E4],26048,1763
[DIVADM].[OBJECTID].&[2.6049E4],26049,9489
[DIVADM].[OBJECTID].&[2.605E4],26050,412
[DIVADM].[OBJECTID].&[2.6051E4],26051,1406
[DIVADM].[OBJECTID].&[2.6052E4],26052,1170
[DIVADM].[OBJECTID].&[2.6053E4],26053,9143
[DIVADM].[OBJECTID].&[2.6054E4],26054,374
[DIVADM].[OBJECTID].&[2.6055E4],26055,1134
[DIVADM].[OBJECTID].&[2.6056E4],26056,266
[DIVADM].[OBJECTID].&[2.6057E4],26057,6744
[DIVADM].[OBJECTID].&[2.6058E4],26058,596
[DIVADM].[OBJECTID].&[2.6059E4],26059,155
[DIVADM].[OBJECTID].&[2.606E4],26060,665
[DIVADM].[OBJECTID].&[2.6061E4],26061,136
[DIVADM].[OBJECTID].&[2.6062E4],26062,99
[DIVADM].[OBJECTID].&[2.6063E4],26063,21639
[DIVADM].[OBJECTID].&[2.6064E4],26064,23906
[DIVADM].[OBJECTID].&[2.6065E4],26065,14428
[DIVADM].[OBJECTID].&[2.6066E4],26066,5177
[DIVADM].[OBJECTID].&[2.6067E4],26067,1216
[DIVADM].[OBJECTID].&[2.6068E4],26068,3612
[DIVADM].[OBJECTID].&[2.6069E4],26069,13127
[DIVADM].[OBJECTID].&[2.607E4],26070,4293
[DIVADM].[OBJECTID].&[2.6071E4],26071,9513
[DIVADM].[OBJECTID].&[2.6072E4],26072,4299
[DIVADM].[OBJECTID].&[2.6073E4],26073,6237
[DIVADM].[OBJECTID].&[2.6074E4],26074,7010
[DIVADM].[OBJECTID].&[2.6075E4],26075,2116
[DIVADM].[OBJECTID].&[2.6076E4],26076,22063
[DIVADM].[OBJECTID].&[2.6077E4],26077,16897
[DIVADM].[OBJECTID].&[2.6078E4],26078,22258
[DIVADM].[OBJECTID].&[2.6079E4],26079,19746
[DIVADM].[OBJECTID].&[2.608E4],26080,13413
[DIVADM].[OBJECTID].&[2.6081E4],26081,11301
[DIVADM].[OBJECTID].&[2.6082E4],26082,7873
[DIVADM].[OBJECTID].&[2.6083E4],26083,17871
[DIVADM].[OBJECTID].&[2.6084E4],26084,35499
[DIVADM].[OBJECTID].&[2.6085E4],26085,5071
[DIVADM].[OBJECTID].&[2.6086E4],26086,10425
[DIVADM].[OBJECTID].&[2.6087E4],26087,11624
[DIVADM].[OBJECTID].&[2.6088E4],26088,2885
[DIVADM].[OBJECTID].&[2.6089E4],26089,8827
[DIVADM].[OBJECTID].&[2.609E4],26090,5243
[DIVADM].[OBJECTID].&[2.6091E4],26091,6246
[DIVADM].[OBJECTID].&[2.6092E4],26092,87
[DIVADM].[OBJECTID].&[2.6093E4],26093,3815
[DIVADM].[OBJECTID].&[2.6094E4],26094,290
[DIVADM].[OBJECTID].&[2.6095E4],26095,6494
[DIVADM].[OBJECTID].&[2.6096E4],26096,987
[DIVADM].[OBJECTID].&[2.6097E4],26097,1416
[DIVADM].[OBJECTID].&[2.6098E4],26098,456
[DIVADM].[OBJECTID].&[2.6099E4],26099,947
[DIVADM].[OBJECTID].&[2.61E4],26100,3489
[DIVADM].[OBJECTID].&[2.6101E4],26101,1091
[DIVADM].[OBJECTID].&[2.6102E4],26102,4002
[DIVADM].[OBJECTID].&[2.6103E4],26103,31280
[DIVADM].[OBJECTID].&[2.6104E4],26104,1900
[DIVADM].[OBJECTID].&[2.6105E4],26105,2149
[DIVADM].[OBJECTID].&[2.6106E4],26106,6694
[DIVADM].[OBJECTID].&[2.6107E4],26107,713
[DIVADM].[OBJECTID].&[2.6108E4],26108,1283
[DIVADM].[OBJECTID].&[2.6109E4],26109,498
[DIVADM].[OBJECTID].&[2.611E4],26110,1836
[DIVADM].[OBJECTID].&[2.6111E4],26111,986
[DIVADM].[OBJECTID].&[2.6112E4],26112,3749
[DIVADM].[OBJECTID].&[2.6113E4],26113,2264
[DIVADM].[OBJECTID].&[2.6114E4],26114,3140
[DIVADM].[OBJECTID].&[2.6115E4],26115,8759
[DIVADM].[OBJECTID].&[2.6116E4],26116,10146
[DIVADM].[OBJECTID].&[2.6117E4],26117,33721
[DIVADM].[OBJECTID].&[2.6118E4],26118,17402
[DIVADM].[OBJECTID].&[2.6119E4],26119,17663
[DIVADM].[OBJECTID].&[2.612E4],26120,8896
[DIVADM].[OBJECTID].&[2.6121E4],26121,37074
[DIVADM].[OBJECTID].&[2.6122E4],26122,49123
[DIVADM].[OBJECTID].&[2.6123E4],26123,15219
[DIVADM].[OBJECTID].&[2.6124E4],26124,9860
[DIVADM].[OBJECTID].&[2.6125E4],26125,6197
[DIVADM].[OBJECTID].&[2.6126E4],26126,3884
[DIVADM].[OBJECTID].&[2.6127E4],26127,1391
[DIVADM].[OBJECTID].&[2.6128E4],26128,2393
[DIVADM].[OBJECTID].&[2.6129E4],26129,15543
[DIVADM].[OBJECTID].&[2.613E4],26130,9156
[DIVADM].[OBJECTID].&[2.6131E4],26131,3846
[DIVADM].[OBJECTID].&[2.6132E4],26132,12142
[DIVADM].[OBJECTID].&[2.6133E4],26133,881
[DIVADM].[OBJECTID].&[2.6134E4],26134,3016
[DIVADM].[OBJECTID].&[2.6135E4],26135,1730
[DIVADM].[OBJECTID].&[2.6136E4],26136,8593
[DIVADM].[OBJECTID].&[2.6137E4],26137,1772
[DIVADM].[OBJECTID].&[2.6138E4],26138,11951
[DIVADM].[OBJECTID].&[2.6139E4],26139,11062
[DIVADM].[OBJECTID].&[2.614E4],26140,9598
[DIVADM].[OBJECTID].&[2.6141E4],26141,828
[DIVADM].[OBJECTID].&[2.6142E4],26142,2201
[DIVADM].[OBJECTID].&[2.6143E4],26143,950
[DIVADM].[OBJECTID].&[2.6144E4],26144,1424
[DIVADM].[OBJECTID].&[2.6145E4],26145,8824
[DIVADM].[OBJECTID].&[2.6146E4],26146,707
[DIVADM].[OBJECTID].&[2.6147E4],26147,1167
[DIVADM].[OBJECTID].&[2.6148E4],26148,2920
[DIVADM].[OBJECTID].&[2.6149E4],26149,2864
[DIVADM].[OBJECTID].&[2.615E4],26150,11083
[DIVADM].[OBJECTID].&[2.6151E4],26151,24778
[DIVADM].[OBJECTID].&[2.6152E4],26152,1261
[DIVADM].[OBJECTID].&[2.6153E4],26153,6142
[DIVADM].[OBJECTID].&[2.6154E4],26154,22872
[DIVADM].[OBJECTID].&[2.6155E4],26155,77615
[DIVADM].[OBJECTID].&[2.6156E4],26156,20911
[DIVADM].[OBJECTID].&[2.6157E4],26157,16602
[DIVADM].[OBJECTID].&[2.6158E4],26158,29017
[DIVADM].[OBJECTID].&[2.6159E4],26159,4555
[DIVADM].[OBJECTID].&[2.616E4],26160,2305
[DIVADM].[OBJECTID].&[2.6161E4],26161,3581
[DIVADM].[OBJECTID].&[2.6162E4],26162,22131
[DIVADM].[OBJECTID].&[2.6163E4],26163,4751
[DIVADM].[OBJECTID].&[2.6164E4],26164,28007
[DIVADM].[OBJECTID].&[2.6165E4],26165,18429
[DIVADM].[OBJECTID].&[2.6166E4],26166,28008
[DIVADM].[OBJECTID].&[2.6167E4],26167,30335
[DIVADM].[OBJECTID].&[2.6168E4],26168,25161
[DIVADM].[OBJECTID].&[2.6169E4],26169,52588
[DIVADM].[OBJECTID].&[2.617E4],26170,8793
[DIVADM].[OBJECTID].&[2.6171E4],26171,28679
[DIVADM].[OBJECTID].&[2.6172E4],26172,16308
[DIVADM].[OBJECTID].&[2.6173E4],26173,4715
[DIVADM].[OBJECTID].&[2.6174E4],26174,28120
[DIVADM].[OBJECTID].&[2.6175E4],26175,11599
[DIVADM].[OBJECTID].&[2.6176E4],26176,29484
[DIVADM].[OBJECTID].&[2.6177E4],26177,41188
[DIVADM].[OBJECTID].&[2.6178E4],26178,3774
[DIVADM].[OBJECTID].&[2.6179E4],26179,1459
[DIVADM].[OBJECTID].&[2.618E4],26180,11472
[DIVADM].[OBJECTID].&[2.6181E4],26181,10280
[DIVADM].[OBJECTID].&[2.6182E4],26182,18135
[DIVADM].[OBJECTID].&[2.6183E4],26183,4940
[DIVADM].[OBJECTID].&[2.6184E4],26184,4711
[DIVADM].[OBJECTID].&[2.6185E4],26185,798
[DIVADM].[OBJECTID].&[2.6186E4],26186,20047
[DIVADM].[OBJECTID].&[2.6187E4],26187,587
[DIVADM].[OBJECTID].&[2.6188E4],26188,551
[DIVADM].[OBJECTID].&[2.6189E4],26189,12040
[DIVADM].[OBJECTID].&[2.619E4],26190,8137
[DIVADM].[OBJECTID].&[2.6191E4],26191,10821
[DIVADM].[OBJECTID].&[2.6192E4],26192,2286
[DIVADM].[OBJECTID].&[2.6193E4],26193,12660
[DIVADM].[OBJECTID].&[2.6194E4],26194,3676
[DIVADM].[OBJECTID].&[2.6195E4],26195,15563
[DIVADM].[OBJECTID].&[2.6196E4],26196,30806
[DIVADM].[OBJECTID].&[2.6197E4],26197,26882
[DIVADM].[OBJECTID].&[2.6198E4],26198,25205
[DIVADM].[OBJECTID].&[2.6199E4],26199,32711
[DIVADM].[OBJECTID].&[2.62E4],26200,11717
[DIVADM].[OBJECTID].&[2.6201E4],26201,25691
[DIVADM].[OBJECTID].&[2.6202E4],26202,1808
[DIVADM].[OBJECTID].&[2.6203E4],26203,1198
[DIVADM].[OBJECTID].&[2.6204E4],26204,2325
[DIVADM].[OBJECTID].&[2.6205E4],26205,1525
[DIVADM].[OBJECTID].&[2.6206E4],26206,1029
[DIVADM].[OBJECTID].&[2.6207E4],26207,12172
[DIVADM].[OBJECTID].&[2.6208E4],26208,5277
[DIVADM].[OBJECTID].&[2.6209E4],26209,9025
[DIVADM].[OBJECTID].&[2.621E4],26210,425
[DIVADM].[OBJECTID].&[2.6211E4],26211,3170
[DIVADM].[OBJECTID].&[2.6212E4],26212,11571
[DIVADM].[OBJECTID].&[2.6213E4],26213,15421
[DIVADM].[OBJECTID].&[2.6214E4],26214,4008
[DIVADM].[OBJECTID].&[2.6215E4],26215,3006
[DIVADM].[OBJECTID].&[2.6216E4],26216,7418
[DIVADM].[OBJECTID].&[2.6217E4],26217,2136
[DIVADM].[OBJECTID].&[2.6218E4],26218,25210
[DIVADM].[OBJECTID].&[2.6219E4],26219,12413
[DIVADM].[OBJECTID].&[2.622E4],26220,6991
[DIVADM].[OBJECTID].&[2.6221E4],26221,9866
[DIVADM].[OBJECTID].&[2.6222E4],26222,1276
[DIVADM].[OBJECTID].&[2.6223E4],26223,11057
[DIVADM].[OBJECTID].&[2.6224E4],26224,2523
[DIVADM].[OBJECTID].&[2.6225E4],26225,21760
[DIVADM].[OBJECTID].&[2.6226E4],26226,14360
[DIVADM].[OBJECTID].&[2.6227E4],26227,2466
[DIVADM].[OBJECTID].&[2.6228E4],26228,38907
[DIVADM].[OBJECTID].&[2.6229E4],26229,31913
[DIVADM].[OBJECTID].&[2.623E4],26230,20880
[DIVADM].[OBJECTID].&[2.6231E4],26231,29052
[DIVADM].[OBJECTID].&[2.6232E4],26232,47694
[DIVADM].[OBJECTID].&[2.6233E4],26233,35739
[DIVADM].[OBJECTID].&[2.6234E4],26234,17083
[DIVADM].[OBJECTID].&[2.6235E4],26235,15219
[DIVADM].[OBJECTID].&[2.6236E4],26236,19134
[DIVADM].[OBJECTID].&[2.6237E4],26237,28155
[DIVADM].[OBJECTID].&[2.6238E4],26238,2869
[DIVADM].[OBJECTID].&[2.6239E4],26239,2439
[DIVADM].[OBJECTID].&[2.624E4],26240,326
[DIVADM].[OBJECTID].&[2.6241E4],26241,3599
[DIVADM].[OBJECTID].&[2.6242E4],26242,4715
[DIVADM].[OBJECTID].&[2.6243E4],26243,22073
[DIVADM].[OBJECTID].&[2.6244E4],26244,710
[DIVADM].[OBJECTID].&[2.6245E4],26245,3069
[DIVADM].[OBJECTID].&[2.6246E4],26246,2944
[DIVADM].[OBJECTID].&[2.6247E4],26247,956
[DIVADM].[OBJECTID].&[2.6248E4],26248,2092
[DIVADM].[OBJECTID].&[2.6249E4],26249,220
[DIVADM].[OBJECTID].&[2.625E4],26250,9223
[DIVADM].[OBJECTID].&[2.6251E4],26251,1186
[DIVADM].[OBJECTID].&[2.6252E4],26252,1156
[DIVADM].[OBJECTID].&[2.6253E4],26253,661
[DIVADM].[OBJECTID].&[2.6254E4],26254,354
[DIVADM].[OBJECTID].&[2.6255E4],26255,1069
[DIVADM].[OBJECTID].&[2.6256E4],26256,9647
[DIVADM].[OBJECTID].&[2.6257E4],26257,627
[DIVADM].[OBJECTID].&[2.6258E4],26258,809
[DIVADM].[OBJECTID].&[2.6259E4],26259,4489
[DIVADM].[OBJECTID].&[2.626E4],26260,1597
[DIVADM].[OBJECTID].&[2.6261E4],26261,4838
[DIVADM].[OBJECTID].&[2.6262E4],26262,11038
[DIVADM].[OBJECTID].&[2.6263E4],26263,889
[DIVADM].[OBJECTID].&[2.6264E4],26264,1884
[DIVADM].[OBJECTID].&[2.6265E4],26265,3256
[DIVADM].[OBJECTID].&[2.6266E4],26266,1981
[DIVADM].[OBJECTID].&[2.6267E4],26267,4761
[DIVADM].[OBJECTID].&[2.6268E4],26268,462
[DIVADM].[OBJECTID].&[2.6269E4],26269,1538
[DIVADM].[OBJECTID].&[2.627E4],26270,2200
[DIVADM].[OBJECTID].&[2.6271E4],26271,9601
[DIVADM].[OBJECTID].&[2.6272E4],26272,1084
[DIVADM].[OBJECTID].&[2.6273E4],26273,901
[DIVADM].[OBJECTID].&[2.6274E4],26274,266
[DIVADM].[OBJECTID].&[2.6275E4],26275,1154
[DIVADM].[OBJECTID].&[2.6276E4],26276,9052
[DIVADM].[OBJECTID].&[2.6277E4],26277,27063
[DIVADM].[OBJECTID].&[2.6278E4],26278,363
[DIVADM].[OBJECTID].&[2.6279E4],26279,10142
[DIVADM].[OBJECTID].&[2.628E4],26280,640
[DIVADM].[OBJECTID].&[2.6281E4],26281,8972
[DIVADM].[OBJECTID].&[2.6282E4],26282,4818
[DIVADM].[OBJECTID].&[2.6283E4],26283,4501
[DIVADM].[OBJECTID].&[2.6284E4],26284,2197
[DIVADM].[OBJECTID].&[2.6285E4],26285,2472
[DIVADM].[OBJECTID].&[2.6286E4],26286,16457
[DIVADM].[OBJECTID].&[2.6287E4],26287,475
[DIVADM].[OBJECTID].&[2.6288E4],26288,1025
[DIVADM].[OBJECTID].&[2.6289E4],26289,6777
[DIVADM].[OBJECTID].&[2.629E4],26290,18128
[DIVADM].[OBJECTID].&[2.6291E4],26291,748
[DIVADM].[OBJECTID].&[2.6292E4],26292,2220
[DIVADM].[OBJECTID].&[2.6293E4],26293,4220
[DIVADM].[OBJECTID].&[2.6294E4],26294,2177
[DIVADM].[OBJECTID].&[2.6295E4],26295,7397
[DIVADM].[OBJECTID].&[2.6296E4],26296,3212
[DIVADM].[OBJECTID].&[2.6297E4],26297,30792
[DIVADM].[OBJECTID].&[2.6298E4],26298,9983
[DIVADM].[OBJECTID].&[2.6299E4],26299,3700
[DIVADM].[OBJECTID].&[2.63E4],26300,9087
[DIVADM].[OBJECTID].&[2.6301E4],26301,29439
[DIVADM].[OBJECTID].&[2.6302E4],26302,21885
[DIVADM].[OBJECTID].&[2.6303E4],26303,16411
[DIVADM].[OBJECTID].&[2.6304E4],26304,22666
[DIVADM].[OBJECTID].&[2.6305E4],26305,24063
[DIVADM].[OBJECTID].&[2.6306E4],26306,2474
[DIVADM].[OBJECTID].&[2.6307E4],26307,7518
[DIVADM].[OBJECTID].&[2.6308E4],26308,573
[DIVADM].[OBJECTID].&[2.6309E4],26309,617
[DIVADM].[OBJECTID].&[2.631E4],26310,13443
[DIVADM].[OBJECTID].&[2.6311E4],26311,14419
[DIVADM].[OBJECTID].&[2.6312E4],26312,2648
[DIVADM].[OBJECTID].&[2.6313E4],26313,4812
[DIVADM].[OBJECTID].&[2.6314E4],26314,12152
[DIVADM].[OBJECTID].&[2.6315E4],26315,238
[DIVADM].[OBJECTID].&[2.6316E4],26316,529
[DIVADM].[OBJECTID].&[2.6317E4],26317,8124
[DIVADM].[OBJECTID].&[2.6318E4],26318,9118
[DIVADM].[OBJECTID].&[2.6319E4],26319,24411
[DIVADM].[OBJECTID].&[2.632E4],26320,14291
[DIVADM].[OBJECTID].&[2.6321E4],26321,35972
[DIVADM].[OBJECTID].&[2.6322E4],26322,39031
[DIVADM].[OBJECTID].&[2.6323E4],26323,31562
[DIVADM].[OBJECTID].&[2.6324E4],26324,27826
[DIVADM].[OBJECTID].&[2.6325E4],26325,21236
[DIVADM].[OBJECTID].&[2.6326E4],26326,33038
[DIVADM].[OBJECTID].&[2.6327E4],26327,5912
[DIVADM].[OBJECTID].&[2.6328E4],26328,7138
[DIVADM].[OBJECTID].&[2.6329E4],26329,2953
[DIVADM].[OBJECTID].&[2.633E4],26330,4800
[DIVADM].[OBJECTID].&[2.6331E4],26331,4252
[DIVADM].[OBJECTID].&[2.6332E4],26332,9791
[DIVADM].[OBJECTID].&[2.6333E4],26333,16934
[DIVADM].[OBJECTID].&[2.6334E4],26334,11465
[DIVADM].[OBJECTID].&[2.6335E4],26335,1975
[DIVADM].[OBJECTID].&[2.6336E4],26336,478
[DIVADM].[OBJECTID].&[2.6337E4],26337,18987
[DIVADM].[OBJECTID].&[2.6338E4],26338,22270
[DIVADM].[OBJECTID].&[2.6339E4],26339,8830
[DIVADM].[OBJECTID].&[2.634E4],26340,11713
[DIVADM].[OBJECTID].&[2.6341E4],26341,1829
[DIVADM].[OBJECTID].&[2.6342E4],26342,21017
[DIVADM].[OBJECTID].&[2.6343E4],26343,4957
[DIVADM].[OBJECTID].&[2.6344E4],26344,30081
[DIVADM].[OBJECTID].&[2.6345E4],26345,2497
[DIVADM].[OBJECTID].&[2.6346E4],26346,7879
[DIVADM].[OBJECTID].&[2.6347E4],26347,6440
[DIVADM].[OBJECTID].&[2.6348E4],26348,10031
[DIVADM].[OBJECTID].&[2.6349E4],26349,4084
[DIVADM].[OBJECTID].&[2.635E4],26350,78
[DIVADM].[OBJECTID].&[2.6351E4],26351,4589
[DIVADM].[OBJECTID].&[2.6352E4],26352,238
[DIVADM].[OBJECTID].&[2.6353E4],26353,7629
[DIVADM].[OBJECTID].&[2.6354E4],26354,5203
[DIVADM].[OBJECTID].&[2.6355E4],26355,705
[DIVADM].[OBJECTID].&[2.6356E4],26356,1451
[DIVADM].[OBJECTID].&[2.6357E4],26357,2597
[DIVADM].[OBJECTID].&[2.6358E4],26358,1074
[DIVADM].[OBJECTID].&[2.6359E4],26359,15018
[DIVADM].[OBJECTID].&[2.636E4],26360,15567
[DIVADM].[OBJECTID].&[2.6361E4],26361,32553
[DIVADM].[OBJECTID].&[2.6362E4],26362,2154
[DIVADM].[OBJECTID].&[2.6365E4],26365,1680
[DIVADM].[OBJECTID].&[2.6366E4],26366,5351
[DIVADM].[OBJECTID].&[2.6367E4],26367,4831
[DIVADM].[OBJECTID].&[2.6368E4],26368,57596
[DIVADM].[OBJECTID].&[2.6369E4],26369,3509
[DIVADM].[OBJECTID].&[2.637E4],26370,23277
[DIVADM].[OBJECTID].&[2.6371E4],26371,28499
[DIVADM].[OBJECTID].&[2.6372E4],26372,13505
[DIVADM].[OBJECTID].&[2.6373E4],26373,1794
[DIVADM].[OBJECTID].&[2.6374E4],26374,381
[DIVADM].[OBJECTID].&[2.6375E4],26375,20242
[DIVADM].[OBJECTID].&[2.6376E4],26376,3697
[DIVADM].[OBJECTID].&[2.6377E4],26377,5957
[DIVADM].[OBJECTID].&[2.6378E4],26378,1883
[DIVADM].[OBJECTID].&[2.6379E4],26379,18055
[DIVADM].[OBJECTID].&[2.638E4],26380,14972
[DIVADM].[OBJECTID].&[2.6381E4],26381,20980
[DIVADM].[OBJECTID].&[2.6382E4],26382,17825
[DIVADM].[OBJECTID].&[2.6383E4],26383,14163
[DIVADM].[OBJECTID].&[2.6384E4],26384,671
[DIVADM].[OBJECTID].&[2.6385E4],26385,5327
[DIVADM].[OBJECTID].&[2.6386E4],26386,4973
[DIVADM].[OBJECTID].&[2.6387E4],26387,16322
[DIVADM].[OBJECTID].&[2.6388E4],26388,24098
[DIVADM].[OBJECTID].&[2.6389E4],26389,12163
[DIVADM].[OBJECTID].&[2.639E4],26390,14811
[DIVADM].[OBJECTID].&[2.6391E4],26391,45054
[DIVADM].[OBJECTID].&[2.6392E4],26392,16683
[DIVADM].[OBJECTID].&[2.6393E4],26393,39901
[DIVADM].[OBJECTID].&[2.6394E4],26394,6806
[DIVADM].[OBJECTID].&[2.6395E4],26395,5295
[DIVADM].[OBJECTID].&[2.6396E4],26396,450
[DIVADM].[OBJECTID].&[2.6397E4],26397,2457
[DIVADM].[OBJECTID].&[2.6398E4],26398,37450
[DIVADM].[OBJECTID].&[2.6399E4],26399,2708
[DIVADM].[OBJECTID].&[2.64E4],26400,3246
[DIVADM].[OBJECTID].&[2.6401E4],26401,14463
[DIVADM].[OBJECTID].&[2.6402E4],26402,1162
[DIVADM].[OBJECTID].&[2.6403E4],26403,3227
[DIVADM].[OBJECTID].&[2.6404E4],26404,2520
[DIVADM].[OBJECTID].&[2.6405E4],26405,2464
[DIVADM].[OBJECTID].&[2.6406E4],26406,464
[DIVADM].[OBJECTID].&[2.6407E4],26407,1227
[DIVADM].[OBJECTID].&[2.6408E4],26408,468
[DIVADM].[OBJECTID].&[2.6409E4],26409,1665
[DIVADM].[OBJECTID].&[2.641E4],26410,1991
[DIVADM].[OBJECTID].&[2.6411E4],26411,11752
[DIVADM].[OBJECTID].&[2.6412E4],26412,7778
[DIVADM].[OBJECTID].&[2.6413E4],26413,2360
[DIVADM].[OBJECTID].&[2.6414E4],26414,29554
[DIVADM].[OBJECTID].&[2.6415E4],26415,2943
[DIVADM].[OBJECTID].&[2.6416E4],26416,13956
[DIVADM].[OBJECTID].&[2.6417E4],26417,22970
[DIVADM].[OBJECTID].&[2.6418E4],26418,14724
[DIVADM].[OBJECTID].&[2.6419E4],26419,17872
[DIVADM].[OBJECTID].&[2.642E4],26420,27787
[DIVADM].[OBJECTID].&[2.6421E4],26421,9640
[DIVADM].[OBJECTID].&[2.6422E4],26422,37386
[DIVADM].[OBJECTID].&[2.6423E4],26423,47124
[DIVADM].[OBJECTID].&[2.6424E4],26424,17313
[DIVADM].[OBJECTID].&[2.6425E4],26425,20350
[DIVADM].[OBJECTID].&[2.6426E4],26426,18332
[DIVADM].[OBJECTID].&[2.6427E4],26427,22801
[DIVADM].[OBJECTID].&[2.6428E4],26428,23276
[DIVADM].[OBJECTID].&[2.6429E4],26429,15622
[DIVADM].[OBJECTID].&[2.643E4],26430,6060
[DIVADM].[OBJECTID].&[2.6431E4],26431,2817
[DIVADM].[OBJECTID].&[2.6432E4],26432,589
[DIVADM].[OBJECTID].&[2.6433E4],26433,587
[DIVADM].[OBJECTID].&[2.6434E4],26434,2411
[DIVADM].[OBJECTID].&[2.6435E4],26435,2236
[DIVADM].[OBJECTID].&[2.6436E4],26436,407
[DIVADM].[OBJECTID].&[2.6437E4],26437,4995
[DIVADM].[OBJECTID].&[2.6438E4],26438,5176
[DIVADM].[OBJECTID].&[2.6439E4],26439,526
[DIVADM].[OBJECTID].&[2.644E4],26440,1064
[DIVADM].[OBJECTID].&[2.6441E4],26441,23464
[DIVADM].[OBJECTID].&[2.6442E4],26442,766
[DIVADM].[OBJECTID].&[2.6443E4],26443,14457
[DIVADM].[OBJECTID].&[2.6444E4],26444,9313
[DIVADM].[OBJECTID].&[2.6445E4],26445,8360
[DIVADM].[OBJECTID].&[2.6446E4],26446,3314
[DIVADM].[OBJECTID].&[2.6447E4],26447,28447
[DIVADM].[OBJECTID].&[2.6448E4],26448,2048
[DIVADM].[OBJECTID].&[2.6449E4],26449,2764
[DIVADM].[OBJECTID].&[2.645E4],26450,2036
[DIVADM].[OBJECTID].&[2.6451E4],26451,17692
[DIVADM].[OBJECTID].&[2.6452E4],26452,18900
[DIVADM].[OBJECTID].&[2.6454E4],26454,1211
[DIVADM].[OBJECTID].&[2.6455E4],26455,19067
[DIVADM].[OBJECTID].&[2.6456E4],26456,606
[DIVADM].[OBJECTID].&[2.6457E4],26457,4315
[DIVADM].[OBJECTID].&[2.6458E4],26458,929
[DIVADM].[OBJECTID].&[2.6459E4],26459,1673
[DIVADM].[OBJECTID].&[2.646E4],26460,4141
[DIVADM].[OBJECTID].&[2.6461E4],26461,7023
[DIVADM].[OBJECTID].&[2.6462E4],26462,28006
[DIVADM].[OBJECTID].&[2.6464E4],26464,6001
[DIVADM].[OBJECTID].&[2.6465E4],26465,21188
[DIVADM].[OBJECTID].&[2.6466E4],26466,4485
[DIVADM].[OBJECTID].&[2.6467E4],26467,14418
[DIVADM].[OBJECTID].&[2.6468E4],26468,16403
[DIVADM].[OBJECTID].&[2.6469E4],26469,8100
[DIVADM].[OBJECTID].&[2.647E4],26470,22121
[DIVADM].[OBJECTID].&[2.6471E4],26471,8528
[DIVADM].[OBJECTID].&[2.6472E4],26472,8303
[DIVADM].[OBJECTID].&[2.6473E4],26473,9285
[DIVADM].[OBJECTID].&[2.6474E4],26474,31429
[DIVADM].[OBJECTID].&[2.6475E4],26475,9964
[DIVADM].[OBJECTID].&[2.6476E4],26476,66906
[DIVADM].[OBJECTID].&[2.6477E4],26477,31853
[DIVADM].[OBJECTID].&[2.6478E4],26478,469
[DIVADM].[OBJECTID].&[2.6479E4],26479,7666
[DIVADM].[OBJECTID].&[2.648E4],26480,1991
[DIVADM].[OBJECTID].&[2.6481E4],26481,4923
[DIVADM].[OBJECTID].&[2.6482E4],26482,3302
[DIVADM].[OBJECTID].&[2.6483E4],26483,215
[DIVADM].[OBJECTID].&[2.6484E4],26484,54019
[DIVADM].[OBJECTID].&[2.6485E4],26485,14236
[DIVADM].[OBJECTID].&[2.6486E4],26486,4518
[DIVADM].[OBJECTID].&[2.6487E4],26487,12021
[DIVADM].[OBJECTID].&[2.6488E4],26488,1918
[DIVADM].[OBJECTID].&[2.6489E4],26489,4559
[DIVADM].[OBJECTID].&[2.649E4],26490,24532
[DIVADM].[OBJECTID].&[2.6491E4],26491,34053
[DIVADM].[OBJECTID].&[2.6492E4],26492,11391
[DIVADM].[OBJECTID].&[2.6493E4],26493,33447
[DIVADM].[OBJECTID].&[2.6494E4],26494,11791
[DIVADM].[OBJECTID].&[2.6495E4],26495,8288
[DIVADM].[OBJECTID].&[2.6496E4],26496,4165
[DIVADM].[OBJECTID].&[2.6497E4],26497,13345
[DIVADM].[OBJECTID].&[2.6498E4],26498,5128
[DIVADM].[OBJECTID].&[2.6499E4],26499,10515
[DIVADM].[OBJECTID].&[2.65E4],26500,368
[DIVADM].[OBJECTID].&[2.6501E4],26501,723
[DIVADM].[OBJECTID].&[2.6502E4],26502,3503
[DIVADM].[OBJECTID].&[2.6503E4],26503,6742
[DIVADM].[OBJECTID].&[2.6504E4],26504,4159
