[DIVADM].[OBJECTID].[OBJECTID].[MEMBER_UNIQUE_NAME],[DIVADM].[OBJECTID].[OBJECTID].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DIVADM].[OBJECTID].&[2.5086E4],25086,772
[DIVADM].[OBJECTID].&[2.5087E4],25087,446
[DIVADM].[OBJECTID].&[2.5088E4],25088,579
[DIVADM].[OBJECTID].&[2.5089E4],25089,1227
[DIVADM].[OBJECTID].&[2.509E4],25090,3747
[DIVADM].[OBJECTID].&[2.5091E4],25091,576
[DIVADM].[OBJECTID].&[2.5092E4],25092,4897
[DIVADM].[OBJECTID].&[2.5093E4],25093,541
[DIVADM].[OBJECTID].&[2.5094E4],25094,17396
[DIVADM].[OBJECTID].&[2.5095E4],25095,1939
[DIVADM].[OBJECTID].&[2.5096E4],25096,10241
[DIVADM].[OBJECTID].&[2.5097E4],25097,1860
[DIVADM].[OBJECTID].&[2.5098E4],25098,4389
[DIVADM].[OBJECTID].&[2.5099E4],25099,48444
[DIVADM].[OBJECTID].&[2.51E4],25100,24032
[DIVADM].[OBJECTID].&[2.5101E4],25101,14012
[DIVADM].[OBJECTID].&[2.5102E4],25102,30970
[DIVADM].[OBJECTID].&[2.5103E4],25103,19004
[DIVADM].[OBJECTID].&[2.5104E4],25104,5403
[DIVADM].[OBJECTID].&[2.5105E4],25105,2360
[DIVADM].[OBJECTID].&[2.5106E4],25106,15704
[DIVADM].[OBJECTID].&[2.5107E4],25107,11974
[DIVADM].[OBJECTID].&[2.5108E4],25108,16183
[DIVADM].[OBJECTID].&[2.5109E4],25109,2647
[DIVADM].[OBJECTID].&[2.511E4],25110,2383
[DIVADM].[OBJECTID].&[2.5111E4],25111,7347
[DIVADM].[OBJECTID].&[2.5112E4],25112,5407
[DIVADM].[OBJECTID].&[2.5113E4],25113,12715
[DIVADM].[OBJECTID].&[2.5114E4],25114,7803
[DIVADM].[OBJECTID].&[2.5115E4],25115,29744
[DIVADM].[OBJECTID].&[2.5116E4],25116,15340
[DIVADM].[OBJECTID].&[2.5117E4],25117,58724
[DIVADM].[OBJECTID].&[2.5118E4],25118,17610
[DIVADM].[OBJECTID].&[2.5119E4],25119,5551
[DIVADM].[OBJECTID].&[2.512E4],25120,133
[DIVADM].[OBJECTID].&[2.5121E4],25121,10923
[DIVADM].[OBJECTID].&[2.5122E4],25122,8309
[DIVADM].[OBJECTID].&[2.5123E4],25123,6241
[DIVADM].[OBJECTID].&[2.5124E4],25124,1047
[DIVADM].[OBJECTID].&[2.5125E4],25125,7704
[DIVADM].[OBJECTID].&[2.5126E4],25126,2751
[DIVADM].[OBJECTID].&[2.5127E4],25127,23138
[DIVADM].[OBJECTID].&[2.5128E4],25128,35340
[DIVADM].[OBJECTID].&[2.5129E4],25129,18249
[DIVADM].[OBJECTID].&[2.513E4],25130,23946
[DIVADM].[OBJECTID].&[2.5131E4],25131,15082
[DIVADM].[OBJECTID].&[2.5132E4],25132,60972
[DIVADM].[OBJECTID].&[2.5133E4],25133,61572
[DIVADM].[OBJECTID].&[2.5134E4],25134,34037
[DIVADM].[OBJECTID].&[2.5135E4],25135,22170
[DIVADM].[OBJECTID].&[2.5136E4],25136,20497
[DIVADM].[OBJECTID].&[2.5137E4],25137,36621
[DIVADM].[OBJECTID].&[2.5138E4],25138,20464
[DIVADM].[OBJECTID].&[2.5139E4],25139,36332
[DIVADM].[OBJECTID].&[2.514E4],25140,13315
[DIVADM].[OBJECTID].&[2.5141E4],25141,10893
[DIVADM].[OBJECTID].&[2.5142E4],25142,15845
[DIVADM].[OBJECTID].&[2.5143E4],25143,5992
[DIVADM].[OBJECTID].&[2.5144E4],25144,7269
[DIVADM].[OBJECTID].&[2.5145E4],25145,3796
[DIVADM].[OBJECTID].&[2.5146E4],25146,15417
[DIVADM].[OBJECTID].&[2.5147E4],25147,48587
[DIVADM].[OBJECTID].&[2.5148E4],25148,18328
[DIVADM].[OBJECTID].&[2.5149E4],25149,40797
[DIVADM].[OBJECTID].&[2.515E4],25150,84635
[DIVADM].[OBJECTID].&[2.5151E4],25151,43091
[DIVADM].[OBJECTID].&[2.5152E4],25152,66156
[DIVADM].[OBJECTID].&[2.5153E4],25153,68813
[DIVADM].[OBJECTID].&[2.5154E4],25154,22416
[DIVADM].[OBJECTID].&[2.5155E4],25155,18391
[DIVADM].[OBJECTID].&[2.5156E4],25156,6146
[DIVADM].[OBJECTID].&[2.5157E4],25157,239
[DIVADM].[OBJECTID].&[2.5158E4],25158,19993
[DIVADM].[OBJECTID].&[2.5159E4],25159,8838
[DIVADM].[OBJECTID].&[2.516E4],25160,17766
[DIVADM].[OBJECTID].&[2.5161E4],25161,10580
[DIVADM].[OBJECTID].&[2.5162E4],25162,3958
[DIVADM].[OBJECTID].&[2.5163E4],25163,4210
[DIVADM].[OBJECTID].&[2.5164E4],25164,18069
[DIVADM].[OBJECTID].&[2.5165E4],25165,6931
[DIVADM].[OBJECTID].&[2.5166E4],25166,11364
[DIVADM].[OBJECTID].&[2.5167E4],25167,393
[DIVADM].[OBJECTID].&[2.5168E4],25168,1535
[DIVADM].[OBJECTID].&[2.5169E4],25169,1417
[DIVADM].[OBJECTID].&[2.517E4],25170,20025
[DIVADM].[OBJECTID].&[2.5171E4],25171,2818
[DIVADM].[OBJECTID].&[2.5172E4],25172,1411
[DIVADM].[OBJECTID].&[2.5173E4],25173,897
[DIVADM].[OBJECTID].&[2.5174E4],25174,25908
[DIVADM].[OBJECTID].&[2.5175E4],25175,1255
[DIVADM].[OBJECTID].&[2.5176E4],25176,4892
[DIVADM].[OBJECTID].&[2.5177E4],25177,1346
[DIVADM].[OBJECTID].&[2.5178E4],25178,7977
[DIVADM].[OBJECTID].&[2.5179E4],25179,1411
[DIVADM].[OBJECTID].&[2.518E4],25180,3269
[DIVADM].[OBJECTID].&[2.5181E4],25181,2083
[DIVADM].[OBJECTID].&[2.5182E4],25182,15953
[DIVADM].[OBJECTID].&[2.5183E4],25183,1520
[DIVADM].[OBJECTID].&[2.5184E4],25184,882
[DIVADM].[OBJECTID].&[2.5185E4],25185,752
[DIVADM].[OBJECTID].&[2.5186E4],25186,1903
[DIVADM].[OBJECTID].&[2.5187E4],25187,3240
[DIVADM].[OBJECTID].&[2.5188E4],25188,572
[DIVADM].[OBJECTID].&[2.5189E4],25189,460
[DIVADM].[OBJECTID].&[2.519E4],25190,11502
[DIVADM].[OBJECTID].&[2.5191E4],25191,1057
[DIVADM].[OBJECTID].&[2.5192E4],25192,1878
[DIVADM].[OBJECTID].&[2.5193E4],25193,6275
[DIVADM].[OBJECTID].&[2.5194E4],25194,1595
[DIVADM].[OBJECTID].&[2.5195E4],25195,4539
[DIVADM].[OBJECTID].&[2.5196E4],25196,491
[DIVADM].[OBJECTID].&[2.5197E4],25197,82432
[DIVADM].[OBJECTID].&[2.5198E4],25198,720
[DIVADM].[OBJECTID].&[2.5199E4],25199,1579
[DIVADM].[OBJECTID].&[2.52E4],25200,12751
[DIVADM].[OBJECTID].&[2.5201E4],25201,2737
[DIVADM].[OBJECTID].&[2.5202E4],25202,15850
[DIVADM].[OBJECTID].&[2.5203E4],25203,4527
[DIVADM].[OBJECTID].&[2.5204E4],25204,2793
[DIVADM].[OBJECTID].&[2.5205E4],25205,32332
[DIVADM].[OBJECTID].&[2.5206E4],25206,5798
[DIVADM].[OBJECTID].&[2.5207E4],25207,236
[DIVADM].[OBJECTID].&[2.5208E4],25208,458
[DIVADM].[OBJECTID].&[2.5209E4],25209,1405
[DIVADM].[OBJECTID].&[2.521E4],25210,132
[DIVADM].[OBJECTID].&[2.5211E4],25211,8654
[DIVADM].[OBJECTID].&[2.5212E4],25212,1851
[DIVADM].[OBJECTID].&[2.5213E4],25213,1237
[DIVADM].[OBJECTID].&[2.5214E4],25214,5967
[DIVADM].[OBJECTID].&[2.5215E4],25215,8095
[DIVADM].[OBJECTID].&[2.5216E4],25216,1436
[DIVADM].[OBJECTID].&[2.5217E4],25217,2755
[DIVADM].[OBJECTID].&[2.5218E4],25218,9011
[DIVADM].[OBJECTID].&[2.5219E4],25219,16554
[DIVADM].[OBJECTID].&[2.522E4],25220,10127
[DIVADM].[OBJECTID].&[2.5221E4],25221,7739
[DIVADM].[OBJECTID].&[2.5222E4],25222,25693
[DIVADM].[OBJECTID].&[2.5223E4],25223,11595
[DIVADM].[OBJECTID].&[2.5224E4],25224,4544
[DIVADM].[OBJECTID].&[2.5225E4],25225,11395
[DIVADM].[OBJECTID].&[2.5226E4],25226,1397
[DIVADM].[OBJECTID].&[2.5227E4],25227,176
[DIVADM].[OBJECTID].&[2.5228E4],25228,16
[DIVADM].[OBJECTID].&[2.5229E4],25229,969
[DIVADM].[OBJECTID].&[2.523E4],25230,1044
[DIVADM].[OBJECTID].&[2.5231E4],25231,5270
[DIVADM].[OBJECTID].&[2.5232E4],25232,1817
[DIVADM].[OBJECTID].&[2.5233E4],25233,1745
[DIVADM].[OBJECTID].&[2.5234E4],25234,219
[DIVADM].[OBJECTID].&[2.5235E4],25235,586
[DIVADM].[OBJECTID].&[2.5236E4],25236,5453
[DIVADM].[OBJECTID].&[2.5237E4],25237,15500
[DIVADM].[OBJECTID].&[2.5238E4],25238,5901
[DIVADM].[OBJECTID].&[2.524E4],25240,2317
[DIVADM].[OBJECTID].&[2.5241E4],25241,352
[DIVADM].[OBJECTID].&[2.5242E4],25242,540
[DIVADM].[OBJECTID].&[2.5243E4],25243,596
[DIVADM].[OBJECTID].&[2.5244E4],25244,15648
[DIVADM].[OBJECTID].&[2.5245E4],25245,5264
[DIVADM].[OBJECTID].&[2.5246E4],25246,13985
[DIVADM].[OBJECTID].&[2.5247E4],25247,48575
[DIVADM].[OBJECTID].&[2.5248E4],25248,43910
[DIVADM].[OBJECTID].&[2.5249E4],25249,41927
[DIVADM].[OBJECTID].&[2.525E4],25250,5701
[DIVADM].[OBJECTID].&[2.5251E4],25251,7246
[DIVADM].[OBJECTID].&[2.5252E4],25252,15713
[DIVADM].[OBJECTID].&[2.5253E4],25253,12106
[DIVADM].[OBJECTID].&[2.5254E4],25254,7117
[DIVADM].[OBJECTID].&[2.5255E4],25255,76
[DIVADM].[OBJECTID].&[2.5256E4],25256,6244
[DIVADM].[OBJECTID].&[2.5257E4],25257,1832
[DIVADM].[OBJECTID].&[2.5258E4],25258,1544
[DIVADM].[OBJECTID].&[2.5261E4],25261,2416
[DIVADM].[OBJECTID].&[2.5262E4],25262,14054
[DIVADM].[OBJECTID].&[2.5263E4],25263,21942
[DIVADM].[OBJECTID].&[2.5264E4],25264,1996
[DIVADM].[OBJECTID].&[2.5265E4],25265,2408
[DIVADM].[OBJECTID].&[2.5266E4],25266,1262
[DIVADM].[OBJECTID].&[2.5267E4],25267,2118
[DIVADM].[OBJECTID].&[2.5268E4],25268,4427
[DIVADM].[OBJECTID].&[2.5269E4],25269,332
[DIVADM].[OBJECTID].&[2.527E4],25270,3138
[DIVADM].[OBJECTID].&[2.5271E4],25271,62
[DIVADM].[OBJECTID].&[2.5272E4],25272,5992
[DIVADM].[OBJECTID].&[2.5273E4],25273,3548
[DIVADM].[OBJECTID].&[2.5274E4],25274,2620
[DIVADM].[OBJECTID].&[2.5275E4],25275,902
[DIVADM].[OBJECTID].&[2.5276E4],25276,1143
[DIVADM].[OBJECTID].&[2.5277E4],25277,14186
[DIVADM].[OBJECTID].&[2.5278E4],25278,403
[DIVADM].[OBJECTID].&[2.5279E4],25279,118
[DIVADM].[OBJECTID].&[2.528E4],25280,8666
[DIVADM].[OBJECTID].&[2.5281E4],25281,1152
[DIVADM].[OBJECTID].&[2.5282E4],25282,1854
[DIVADM].[OBJECTID].&[2.5283E4],25283,3803
[DIVADM].[OBJECTID].&[2.5284E4],25284,173
[DIVADM].[OBJECTID].&[2.5285E4],25285,363
[DIVADM].[OBJECTID].&[2.5286E4],25286,1747
[DIVADM].[OBJECTID].&[2.5287E4],25287,38
[DIVADM].[OBJECTID].&[2.5288E4],25288,11639
[DIVADM].[OBJECTID].&[2.5289E4],25289,1037
[DIVADM].[OBJECTID].&[2.529E4],25290,1054
[DIVADM].[OBJECTID].&[2.5291E4],25291,3829
[DIVADM].[OBJECTID].&[2.5292E4],25292,1725
[DIVADM].[OBJECTID].&[2.5293E4],25293,644
[DIVADM].[OBJECTID].&[2.5294E4],25294,2533
[DIVADM].[OBJECTID].&[2.5295E4],25295,14357
[DIVADM].[OBJECTID].&[2.5296E4],25296,19468
[DIVADM].[OBJECTID].&[2.5297E4],25297,16264
[DIVADM].[OBJECTID].&[2.5298E4],25298,17935
[DIVADM].[OBJECTID].&[2.5299E4],25299,244
[DIVADM].[OBJECTID].&[2.53E4],25300,127
[DIVADM].[OBJECTID].&[2.5301E4],25301,9437
[DIVADM].[OBJECTID].&[2.5302E4],25302,10371
[DIVADM].[OBJECTID].&[2.5303E4],25303,14033
[DIVADM].[OBJECTID].&[2.5304E4],25304,14010
[DIVADM].[OBJECTID].&[2.5305E4],25305,8738
[DIVADM].[OBJECTID].&[2.5306E4],25306,23162
[DIVADM].[OBJECTID].&[2.5307E4],25307,1040
[DIVADM].[OBJECTID].&[2.5308E4],25308,5563
[DIVADM].[OBJECTID].&[2.5309E4],25309,3589
[DIVADM].[OBJECTID].&[2.531E4],25310,16350
[DIVADM].[OBJECTID].&[2.5311E4],25311,500
[DIVADM].[OBJECTID].&[2.5312E4],25312,8151
[DIVADM].[OBJECTID].&[2.5313E4],25313,570
[DIVADM].[OBJECTID].&[2.5314E4],25314,10761
[DIVADM].[OBJECTID].&[2.5315E4],25315,137
[DIVADM].[OBJECTID].&[2.5316E4],25316,23466
[DIVADM].[OBJECTID].&[2.5317E4],25317,2791
[DIVADM].[OBJECTID].&[2.5318E4],25318,901
[DIVADM].[OBJECTID].&[2.5319E4],25319,59391
[DIVADM].[OBJECTID].&[2.532E4],25320,32634
[DIVADM].[OBJECTID].&[2.5321E4],25321,25648
[DIVADM].[OBJECTID].&[2.5322E4],25322,18192
[DIVADM].[OBJECTID].&[2.5323E4],25323,15277
[DIVADM].[OBJECTID].&[2.5324E4],25324,37260
[DIVADM].[OBJECTID].&[2.5325E4],25325,2920
[DIVADM].[OBJECTID].&[2.5326E4],25326,1771
[DIVADM].[OBJECTID].&[2.5327E4],25327,307
[DIVADM].[OBJECTID].&[2.5328E4],25328,49
[DIVADM].[OBJECTID].&[2.5329E4],25329,2000
[DIVADM].[OBJECTID].&[2.533E4],25330,1614
[DIVADM].[OBJECTID].&[2.5331E4],25331,12070
[DIVADM].[OBJECTID].&[2.5332E4],25332,19958
[DIVADM].[OBJECTID].&[2.5333E4],25333,11475
[DIVADM].[OBJECTID].&[2.5334E4],25334,15980
[DIVADM].[OBJECTID].&[2.5335E4],25335,53159
[DIVADM].[OBJECTID].&[2.5336E4],25336,11402
[DIVADM].[OBJECTID].&[2.5337E4],25337,3825
[DIVADM].[OBJECTID].&[2.5338E4],25338,32359
[DIVADM].[OBJECTID].&[2.5339E4],25339,33211
[DIVADM].[OBJECTID].&[2.534E4],25340,5173
[DIVADM].[OBJECTID].&[2.5341E4],25341,14347
[DIVADM].[OBJECTID].&[2.5342E4],25342,49269
[DIVADM].[OBJECTID].&[2.5343E4],25343,25256
[DIVADM].[OBJECTID].&[2.5344E4],25344,30671
[DIVADM].[OBJECTID].&[2.5345E4],25345,3291
[DIVADM].[OBJECTID].&[2.5346E4],25346,24977
[DIVADM].[OBJECTID].&[2.5347E4],25347,37294
[DIVADM].[OBJECTID].&[2.5348E4],25348,49708
[DIVADM].[OBJECTID].&[2.5349E4],25349,11827
[DIVADM].[OBJECTID].&[2.535E4],25350,31897
[DIVADM].[OBJECTID].&[2.5351E4],25351,25540
[DIVADM].[OBJECTID].&[2.5352E4],25352,40983
[DIVADM].[OBJECTID].&[2.5353E4],25353,7939
[DIVADM].[OBJECTID].&[2.5354E4],25354,20310
[DIVADM].[OBJECTID].&[2.5355E4],25355,34904
[DIVADM].[OBJECTID].&[2.5356E4],25356,16666
[DIVADM].[OBJECTID].&[2.5357E4],25357,10163
[DIVADM].[OBJECTID].&[2.5358E4],25358,12627
[DIVADM].[OBJECTID].&[2.5359E4],25359,20591
[DIVADM].[OBJECTID].&[2.536E4],25360,33854
[DIVADM].[OBJECTID].&[2.5361E4],25361,728
[DIVADM].[OBJECTID].&[2.5362E4],25362,12913
[DIVADM].[OBJECTID].&[2.5363E4],25363,25660
[DIVADM].[OBJECTID].&[2.5364E4],25364,24450
[DIVADM].[OBJECTID].&[2.5365E4],25365,6504
[DIVADM].[OBJECTID].&[2.5366E4],25366,13723
[DIVADM].[OBJECTID].&[2.5367E4],25367,8317
[DIVADM].[OBJECTID].&[2.5368E4],25368,27783
[DIVADM].[OBJECTID].&[2.5369E4],25369,49894
[DIVADM].[OBJECTID].&[2.537E4],25370,11467
[DIVADM].[OBJECTID].&[2.5371E4],25371,15660
[DIVADM].[OBJECTID].&[2.5372E4],25372,8948
[DIVADM].[OBJECTID].&[2.5373E4],25373,9394
[DIVADM].[OBJECTID].&[2.5374E4],25374,28191
[DIVADM].[OBJECTID].&[2.5375E4],25375,24609
[DIVADM].[OBJECTID].&[2.5376E4],25376,13323
[DIVADM].[OBJECTID].&[2.5377E4],25377,19124
[DIVADM].[OBJECTID].&[2.5378E4],25378,11919
[DIVADM].[OBJECTID].&[2.5379E4],25379,24035
[DIVADM].[OBJECTID].&[2.538E4],25380,21815
[DIVADM].[OBJECTID].&[2.5381E4],25381,15286
[DIVADM].[OBJECTID].&[2.5382E4],25382,14942
[DIVADM].[OBJECTID].&[2.5383E4],25383,8653
[DIVADM].[OBJECTID].&[2.5384E4],25384,14113
[DIVADM].[OBJECTID].&[2.5385E4],25385,17900
[DIVADM].[OBJECTID].&[2.5386E4],25386,13047
[DIVADM].[OBJECTID].&[2.5387E4],25387,14517
[DIVADM].[OBJECTID].&[2.5388E4],25388,6487
[DIVADM].[OBJECTID].&[2.5389E4],25389,6872
[DIVADM].[OBJECTID].&[2.539E4],25390,18905
[DIVADM].[OBJECTID].&[2.5391E4],25391,20357
[DIVADM].[OBJECTID].&[2.5392E4],25392,29129
[DIVADM].[OBJECTID].&[2.5393E4],25393,26457
[DIVADM].[OBJECTID].&[2.5394E4],25394,23680
[DIVADM].[OBJECTID].&[2.5395E4],25395,32343
[DIVADM].[OBJECTID].&[2.5396E4],25396,16106
[DIVADM].[OBJECTID].&[2.5397E4],25397,16612
[DIVADM].[OBJECTID].&[2.5398E4],25398,12830
[DIVADM].[OBJECTID].&[2.5399E4],25399,14715
[DIVADM].[OBJECTID].&[2.54E4],25400,24391
[DIVADM].[OBJECTID].&[2.5401E4],25401,32951
[DIVADM].[OBJECTID].&[2.5402E4],25402,29683
[DIVADM].[OBJECTID].&[2.5403E4],25403,12814
[DIVADM].[OBJECTID].&[2.5404E4],25404,14108
[DIVADM].[OBJECTID].&[2.5405E4],25405,27423
[DIVADM].[OBJECTID].&[2.5406E4],25406,6806
[DIVADM].[OBJECTID].&[2.5407E4],25407,6882
[DIVADM].[OBJECTID].&[2.5408E4],25408,5899
[DIVADM].[OBJECTID].&[2.5409E4],25409,5161
[DIVADM].[OBJECTID].&[2.541E4],25410,57487
[DIVADM].[OBJECTID].&[2.5411E4],25411,15808
[DIVADM].[OBJECTID].&[2.5412E4],25412,878
[DIVADM].[OBJECTID].&[2.5413E4],25413,25091
[DIVADM].[OBJECTID].&[2.5414E4],25414,1009
[DIVADM].[OBJECTID].&[2.5415E4],25415,9619
[DIVADM].[OBJECTID].&[2.5416E4],25416,26504
[DIVADM].[OBJECTID].&[2.5417E4],25417,9333
[DIVADM].[OBJECTID].&[2.5418E4],25418,12966
[DIVADM].[OBJECTID].&[2.5419E4],25419,1727
[DIVADM].[OBJECTID].&[2.542E4],25420,11090
[DIVADM].[OBJECTID].&[2.5421E4],25421,10875
[DIVADM].[OBJECTID].&[2.5422E4],25422,22690
[DIVADM].[OBJECTID].&[2.5423E4],25423,30218
[DIVADM].[OBJECTID].&[2.5424E4],25424,15477
[DIVADM].[OBJECTID].&[2.5425E4],25425,3016
[DIVADM].[OBJECTID].&[2.5426E4],25426,30351
[DIVADM].[OBJECTID].&[2.5427E4],25427,17099
[DIVADM].[OBJECTID].&[2.5428E4],25428,38560
[DIVADM].[OBJECTID].&[2.5429E4],25429,11804
[DIVADM].[OBJECTID].&[2.543E4],25430,15683
[DIVADM].[OBJECTID].&[2.5431E4],25431,10327
[DIVADM].[OBJECTID].&[2.5432E4],25432,22646
[DIVADM].[OBJECTID].&[2.5433E4],25433,3983
[DIVADM].[OBJECTID].&[2.5434E4],25434,218
[DIVADM].[OBJECTID].&[2.5435E4],25435,1048
[DIVADM].[OBJECTID].&[2.5436E4],25436,33991
[DIVADM].[OBJECTID].&[2.5437E4],25437,12518
[DIVADM].[OBJECTID].&[2.5438E4],25438,15726
[DIVADM].[OBJECTID].&[2.5439E4],25439,20976
[DIVADM].[OBJECTID].&[2.544E4],25440,6355
[DIVADM].[OBJECTID].&[2.5441E4],25441,47527
[DIVADM].[OBJECTID].&[2.5442E4],25442,27824
[DIVADM].[OBJECTID].&[2.5443E4],25443,29932
[DIVADM].[OBJECTID].&[2.5444E4],25444,4576
[DIVADM].[OBJECTID].&[2.5445E4],25445,26832
[DIVADM].[OBJECTID].&[2.5446E4],25446,58828
[DIVADM].[OBJECTID].&[2.5447E4],25447,18645
[DIVADM].[OBJECTID].&[2.5448E4],25448,7135
[DIVADM].[OBJECTID].&[2.5449E4],25449,17232
[DIVADM].[OBJECTID].&[2.545E4],25450,12104
[DIVADM].[OBJECTID].&[2.5451E4],25451,23537
[DIVADM].[OBJECTID].&[2.5452E4],25452,40997
[DIVADM].[OBJECTID].&[2.5453E4],25453,19643
[DIVADM].[OBJECTID].&[2.5454E4],25454,3132
[DIVADM].[OBJECTID].&[2.5455E4],25455,42043
[DIVADM].[OBJECTID].&[2.5456E4],25456,29170
[DIVADM].[OBJECTID].&[2.5457E4],25457,22714
[DIVADM].[OBJECTID].&[2.5458E4],25458,2143
[DIVADM].[OBJECTID].&[2.5459E4],25459,1190
[DIVADM].[OBJECTID].&[2.546E4],25460,1374
[DIVADM].[OBJECTID].&[2.5461E4],25461,8135
[DIVADM].[OBJECTID].&[2.5462E4],25462,17033
[DIVADM].[OBJECTID].&[2.5463E4],25463,61727
[DIVADM].[OBJECTID].&[2.5464E4],25464,23455
[DIVADM].[OBJECTID].&[2.5465E4],25465,22617
[DIVADM].[OBJECTID].&[2.5466E4],25466,317
[DIVADM].[OBJECTID].&[2.5467E4],25467,10933
[DIVADM].[OBJECTID].&[2.5468E4],25468,15502
[DIVADM].[OBJECTID].&[2.5469E4],25469,5152
[DIVADM].[OBJECTID].&[2.547E4],25470,22218
[DIVADM].[OBJECTID].&[2.5471E4],25471,25725
[DIVADM].[OBJECTID].&[2.5472E4],25472,10732
[DIVADM].[OBJECTID].&[2.5473E4],25473,34256
[DIVADM].[OBJECTID].&[2.5474E4],25474,20742
[DIVADM].[OBJECTID].&[2.5475E4],25475,22452
[DIVADM].[OBJECTID].&[2.5476E4],25476,22262
[DIVADM].[OBJECTID].&[2.5477E4],25477,23421
[DIVADM].[OBJECTID].&[2.5478E4],25478,19994
[DIVADM].[OBJECTID].&[2.5479E4],25479,40286
[DIVADM].[OBJECTID].&[2.548E4],25480,22801
[DIVADM].[OBJECTID].&[2.5482E4],25482,34055
[DIVADM].[OBJECTID].&[2.5483E4],25483,9710
[DIVADM].[OBJECTID].&[2.5484E4],25484,20189
[DIVADM].[OBJECTID].&[2.5485E4],25485,7030
[DIVADM].[OBJECTID].&[2.5486E4],25486,8280
[DIVADM].[OBJECTID].&[2.5487E4],25487,4603
[DIVADM].[OBJECTID].&[2.5488E4],25488,2003
[DIVADM].[OBJECTID].&[2.5489E4],25489,6954
[DIVADM].[OBJECTID].&[2.549E4],25490,16592
[DIVADM].[OBJECTID].&[2.5491E4],25491,6877
[DIVADM].[OBJECTID].&[2.5492E4],25492,8043
[DIVADM].[OBJECTID].&[2.5493E4],25493,21446
[DIVADM].[OBJECTID].&[2.5494E4],25494,8997
[DIVADM].[OBJECTID].&[2.5495E4],25495,15173
[DIVADM].[OBJECTID].&[2.5496E4],25496,22790
[DIVADM].[OBJECTID].&[2.5497E4],25497,6677
[DIVADM].[OBJECTID].&[2.5498E4],25498,14234
[DIVADM].[OBJECTID].&[2.5499E4],25499,26360
[DIVADM].[OBJECTID].&[2.55E4],25500,12330
[DIVADM].[OBJECTID].&[2.5501E4],25501,14292
[DIVADM].[OBJECTID].&[2.5502E4],25502,38
[DIVADM].[OBJECTID].&[2.5503E4],25503,23259
[DIVADM].[OBJECTID].&[2.5504E4],25504,24581
[DIVADM].[OBJECTID].&[2.5505E4],25505,7899
[DIVADM].[OBJECTID].&[2.5506E4],25506,13967
[DIVADM].[OBJECTID].&[2.5507E4],25507,3926
[DIVADM].[OBJECTID].&[2.5508E4],25508,8967
[DIVADM].[OBJECTID].&[2.5509E4],25509,12026
[DIVADM].[OBJECTID].&[2.551E4],25510,58491
[DIVADM].[OBJECTID].&[2.5511E4],25511,18979
[DIVADM].[OBJECTID].&[2.5512E4],25512,30289
[DIVADM].[OBJECTID].&[2.5513E4],25513,6422
[DIVADM].[OBJECTID].&[2.5514E4],25514,35327
[DIVADM].[OBJECTID].&[2.5515E4],25515,13376
[DIVADM].[OBJECTID].&[2.5516E4],25516,16533
[DIVADM].[OBJECTID].&[2.5518E4],25518,16606
[DIVADM].[OBJECTID].&[2.5519E4],25519,28041
[DIVADM].[OBJECTID].&[2.552E4],25520,26928
[DIVADM].[OBJECTID].&[2.5521E4],25521,22685
[DIVADM].[OBJECTID].&[2.5522E4],25522,22448
[DIVADM].[OBJECTID].&[2.5523E4],25523,21661
[DIVADM].[OBJECTID].&[2.5524E4],25524,22262
[DIVADM].[OBJECTID].&[2.5525E4],25525,11466
[DIVADM].[OBJECTID].&[2.5526E4],25526,17537
[DIVADM].[OBJECTID].&[2.5527E4],25527,29278
[DIVADM].[OBJECTID].&[2.5528E4],25528,22296
[DIVADM].[OBJECTID].&[2.5529E4],25529,39419
[DIVADM].[OBJECTID].&[2.553E4],25530,12591
[DIVADM].[OBJECTID].&[2.5531E4],25531,18545
[DIVADM].[OBJECTID].&[2.5532E4],25532,5949
[DIVADM].[OBJECTID].&[2.5533E4],25533,23792
[DIVADM].[OBJECTID].&[2.5534E4],25534,19754
[DIVADM].[OBJECTID].&[2.5535E4],25535,12071
[DIVADM].[OBJECTID].&[2.5536E4],25536,29797
[DIVADM].[OBJECTID].&[2.5537E4],25537,15217
[DIVADM].[OBJECTID].&[2.5538E4],25538,16944
[DIVADM].[OBJECTID].&[2.5539E4],25539,25100
[DIVADM].[OBJECTID].&[2.554E4],25540,7354
[DIVADM].[OBJECTID].&[2.5541E4],25541,24113
[DIVADM].[OBJECTID].&[2.5542E4],25542,51024
[DIVADM].[OBJECTID].&[2.5543E4],25543,36655
[DIVADM].[OBJECTID].&[2.5544E4],25544,60611
[DIVADM].[OBJECTID].&[2.5545E4],25545,47197
[DIVADM].[OBJECTID].&[2.5546E4],25546,12813
[DIVADM].[OBJECTID].&[2.5547E4],25547,9983
[DIVADM].[OBJECTID].&[2.5548E4],25548,18099
[DIVADM].[OBJECTID].&[2.5549E4],25549,10333
[DIVADM].[OBJECTID].&[2.555E4],25550,41318
[DIVADM].[OBJECTID].&[2.5551E4],25551,38577
[DIVADM].[OBJECTID].&[2.5552E4],25552,7471
[DIVADM].[OBJECTID].&[2.5553E4],25553,7710
[DIVADM].[OBJECTID].&[2.5554E4],25554,6358
[DIVADM].[OBJECTID].&[2.5555E4],25555,29481
[DIVADM].[OBJECTID].&[2.5556E4],25556,4724
