[DIVADM].[SHAPE_LENG].[SHAPE_LENG].[MEMBER_UNIQUE_NAME],[DIVADM].[SHAPE_LENG].[SHAPE_LENG].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DIVADM].[SHAPE_LENG].&[6.79177579883E4],"67917,7579883",1120
[DIVADM].[SHAPE_LENG].&[6.80073252532E4],"68007,3252532",5244
[DIVADM].[SHAPE_LENG].&[6.80881471613E4],"68088,1471613",2751
[DIVADM].[SHAPE_LENG].&[6.83161090254E4],"68316,1090254",23162
[DIVADM].[SHAPE_LENG].&[6.86332089187E4],"68633,2089187",4838
[DIVADM].[SHAPE_LENG].&[6.86728676117E4],"68672,8676117",8135
[DIVADM].[SHAPE_LENG].&[6.89182548814E4],"68918,2548814",1836
[DIVADM].[SHAPE_LENG].&[6.90470569601E4],"69047,0569601",947
[DIVADM].[SHAPE_LENG].&[6.91965668857E4],"69196,5668857",10241
[DIVADM].[SHAPE_LENG].&[6.93840740225E4],"69384,0740225",3468
[DIVADM].[SHAPE_LENG].&[6.94035148744E4],"69403,5148744",5075
[DIVADM].[SHAPE_LENG].&[6.98163921772E4],"69816,3921772",2376
[DIVADM].[SHAPE_LENG].&[7.00031739043E4],"70003,1739043",8593
[DIVADM].[SHAPE_LENG].&[7.0044983524E4],"70044,983524",1064
[DIVADM].[SHAPE_LENG].&[7.00704645065E4],"70070,4645065",1459
[DIVADM].[SHAPE_LENG].&[7.0073319307E4],"70073,319307",132
[DIVADM].[SHAPE_LENG].&[7.02323194144E4],"70232,3194144",3128
[DIVADM].[SHAPE_LENG].&[7.02682348267E4],"70268,2348267",238
[DIVADM].[SHAPE_LENG].&[7.03998032097E4],"70399,8032097",11639
[DIVADM].[SHAPE_LENG].&[7.05515575867E4],"70551,5575867",15018
[DIVADM].[SHAPE_LENG].&[7.05604428295E4],"70560,4428295",727
[DIVADM].[SHAPE_LENG].&[7.06484093759E4],"70648,4093759",14069
[DIVADM].[SHAPE_LENG].&[7.07489301662E4],"70748,9301662",1085
[DIVADM].[SHAPE_LENG].&[7.08584943655E4],"70858,4943655",3503
[DIVADM].[SHAPE_LENG].&[7.10305725928E4],"71030,5725928",25046
[DIVADM].[SHAPE_LENG].&[7.10770883744E4],"71077,0883744",4506
[DIVADM].[SHAPE_LENG].&[7.13595895028E4],"71359,5895028",16602
[DIVADM].[SHAPE_LENG].&[7.14182143433E4],"71418,2143433",9971
[DIVADM].[SHAPE_LENG].&[7.14739596039E4],"71473,9596039",8801
[DIVADM].[SHAPE_LENG].&[7.14869563247E4],"71486,9563247",1991
[DIVADM].[SHAPE_LENG].&[7.15264913422E4],"71526,4913422",5407
[DIVADM].[SHAPE_LENG].&[7.15386992244E4],"71538,6992244",6241
[DIVADM].[SHAPE_LENG].&[7.17672402168E4],"71767,2402168",2189
[DIVADM].[SHAPE_LENG].&[7.19492467451E4],"71949,2467451",7138
[DIVADM].[SHAPE_LENG].&[7.22673809029E4],"72267,3809029",1134
[DIVADM].[SHAPE_LENG].&[7.22889799693E4],"72288,9799693",4897
[DIVADM].[SHAPE_LENG].&[7.2308826343E4],"72308,826343",3016
[DIVADM].[SHAPE_LENG].&[7.23836543423E4],"72383,6543423",28499
[DIVADM].[SHAPE_LENG].&[7.23873440263E4],"72387,3440263",2636
[DIVADM].[SHAPE_LENG].&[7.24671204171E4],"72467,1204171",7418
[DIVADM].[SHAPE_LENG].&[7.24679357067E4],"72467,9357067",4293
[DIVADM].[SHAPE_LENG].&[7.2504761232E4],"72504,761232",2010
[DIVADM].[SHAPE_LENG].&[7.26479379678E4],"72647,9379678",4333
[DIVADM].[SHAPE_LENG].&[7.29141588402E4],"72914,1588402",1525
[DIVADM].[SHAPE_LENG].&[7.30354707171E4],"73035,4707171",6590
[DIVADM].[SHAPE_LENG].&[7.30663873503E4],"73066,3873503",7579
[DIVADM].[SHAPE_LENG].&[7.30791685553E4],"73079,1685553",3573
[DIVADM].[SHAPE_LENG].&[7.31166810686E4],"73116,6810686",22843
[DIVADM].[SHAPE_LENG].&[7.32018887957E4],"73201,8887957",21228
[DIVADM].[SHAPE_LENG].&[7.32826197835E4],"73282,6197835",233
[DIVADM].[SHAPE_LENG].&[7.3392218149E4],"73392,218149",5203
[DIVADM].[SHAPE_LENG].&[7.35312437603E4],"73531,2437603",710
[DIVADM].[SHAPE_LENG].&[7.36461240807E4],"73646,1240807",2000
[DIVADM].[SHAPE_LENG].&[7.36572525533E4],"73657,2525533",9522
[DIVADM].[SHAPE_LENG].&[7.37185911026E4],"73718,5911026",4489
[DIVADM].[SHAPE_LENG].&[7.37208902021E4],"73720,8902021",7269
[DIVADM].[SHAPE_LENG].&[7.38203080322E4],"73820,3080322",6275
[DIVADM].[SHAPE_LENG].&[7.3970170626E4],"73970,170626",1665
[DIVADM].[SHAPE_LENG].&[7.40209169929E4],"74020,9169929",2288
[DIVADM].[SHAPE_LENG].&[7.4177968139E4],"74177,968139",5620
[DIVADM].[SHAPE_LENG].&[7.44046611981E4],"74404,6611981",8124
[DIVADM].[SHAPE_LENG].&[7.44396838256E4],"74439,6838256",9687
[DIVADM].[SHAPE_LENG].&[7.45074569153E4],"74507,4569153",11465
[DIVADM].[SHAPE_LENG].&[7.45265810102E4],"74526,5810102",14033
[DIVADM].[SHAPE_LENG].&[7.45842057119E4],"74584,2057119",1833
[DIVADM].[SHAPE_LENG].&[7.49589003065E4],"74958,9003065",1227
[DIVADM].[SHAPE_LENG].&[7.51270351265E4],"75127,0351265",354
[DIVADM].[SHAPE_LENG].&[7.51360980016E4],"75136,0980016",3044
[DIVADM].[SHAPE_LENG].&[7.53100330274E4],"75310,0330274",586
[DIVADM].[SHAPE_LENG].&[7.53750808209E4],"75375,0808209",8838
[DIVADM].[SHAPE_LENG].&[7.58280914271E4],"75828,0914271",11748
[DIVADM].[SHAPE_LENG].&[7.59023239135E4],"75902,3239135",3599
[DIVADM].[SHAPE_LENG].&[7.59415449302E4],"75941,5449302",641
[DIVADM].[SHAPE_LENG].&[7.60611551598E4],"76061,1551598",4646
[DIVADM].[SHAPE_LENG].&[7.64525910492E4],"76452,5910492",993
[DIVADM].[SHAPE_LENG].&[7.6466212946E4],"76466,212946",16463
[DIVADM].[SHAPE_LENG].&[7.65709642601E4],"76570,9642601",2749
[DIVADM].[SHAPE_LENG].&[7.65737788236E4],"76573,7788236",1939
[DIVADM].[SHAPE_LENG].&[7.65742516226E4],"76574,2516226",4995
[DIVADM].[SHAPE_LENG].&[7.6578790938E4],"76578,790938",2633
[DIVADM].[SHAPE_LENG].&[7.67805966947E4],"76780,5966947",99
[DIVADM].[SHAPE_LENG].&[7.68343735247E4],"76834,3735247",2083
[DIVADM].[SHAPE_LENG].&[7.68884005151E4],"76888,4005151",1156
[DIVADM].[SHAPE_LENG].&[7.69179311426E4],"76917,9311426",1025
[DIVADM].[SHAPE_LENG].&[7.70388328686E4],"77038,8328686",987
[DIVADM].[SHAPE_LENG].&[7.72716604437E4],"77271,6604437",72792
[DIVADM].[SHAPE_LENG].&[7.72903538633E4],"77290,3538633",4856
[DIVADM].[SHAPE_LENG].&[7.73355940678E4],"77335,5940678",3611
[DIVADM].[SHAPE_LENG].&[7.8121444586E4],"78121,444586",1057
[DIVADM].[SHAPE_LENG].&[7.81486458719E4],"78148,6458719",18290
[DIVADM].[SHAPE_LENG].&[7.81848123685E4],"78184,8123685",7518
[DIVADM].[SHAPE_LENG].&[7.82365813199E4],"78236,5813199",28
[DIVADM].[SHAPE_LENG].&[7.83809788752E4],"78380,9788752",25660
[DIVADM].[SHAPE_LENG].&[7.84660667155E4],"78466,0667155",2869
[DIVADM].[SHAPE_LENG].&[7.84662738975E4],"78466,2738975",12667
[DIVADM].[SHAPE_LENG].&[7.89998600569E4],"78999,8600569",14418
[DIVADM].[SHAPE_LENG].&[7.93700186053E4],"79370,0186053",357
[DIVADM].[SHAPE_LENG].&[7.94607863954E4],"79460,7863954",596
[DIVADM].[SHAPE_LENG].&[7.9556201255E4],"79556,201255",439
[DIVADM].[SHAPE_LENG].&[7.97222128521E4],"79722,2128521",583
[DIVADM].[SHAPE_LENG].&[7.9780380663E4],"79780,380663",4252
[DIVADM].[SHAPE_LENG].&[8.01728215038E4],"80172,8215038",2990
[DIVADM].[SHAPE_LENG].&[8.01927115999E4],"80192,7115999",12413
[DIVADM].[SHAPE_LENG].&[8.02354607287E4],"80235,4607287",10178
[DIVADM].[SHAPE_LENG].&[8.04625300266E4],"80462,5300266",238
[DIVADM].[SHAPE_LENG].&[8.04767835197E4],"80476,7835197",1934
[DIVADM].[SHAPE_LENG].&[8.06176283567E4],"80617,6283567",14234
[DIVADM].[SHAPE_LENG].&[8.07089924806E4],"80708,9924806",6907
[DIVADM].[SHAPE_LENG].&[8.08936203961E4],"80893,6203961",1278
[DIVADM].[SHAPE_LENG].&[8.10223822367E4],"81022,3822367",17699
[DIVADM].[SHAPE_LENG].&[8.10765010155E4],"81076,5010155",1981
[DIVADM].[SHAPE_LENG].&[8.11728467985E4],"81172,8467985",1190
[DIVADM].[SHAPE_LENG].&[8.12852370906E4],"81285,2370906",13321
[DIVADM].[SHAPE_LENG].&[8.13596095947E4],"81359,6095947",11083
[DIVADM].[SHAPE_LENG].&[8.14115103447E4],"81411,5103447",12489
[DIVADM].[SHAPE_LENG].&[8.14162346212E4],"81416,2346212",1165
[DIVADM].[SHAPE_LENG].&[8.15875287583E4],"81587,5287583",469
[DIVADM].[SHAPE_LENG].&[8.1627520307E4],"81627,520307",1091
[DIVADM].[SHAPE_LENG].&[8.18043765495E4],"81804,3765495",5957
[DIVADM].[SHAPE_LENG].&[8.18055761706E4],"81805,5761706",456
[DIVADM].[SHAPE_LENG].&[8.20108634388E4],"82010,8634388",4892
[DIVADM].[SHAPE_LENG].&[8.20633277899E4],"82063,3277899",11057
[DIVADM].[SHAPE_LENG].&[8.21444840614E4],"82144,4840614",136
[DIVADM].[SHAPE_LENG].&[8.21710322369E4],"82171,0322369",1280
[DIVADM].[SHAPE_LENG].&[8.22077993051E4],"82207,7993051",14347
[DIVADM].[SHAPE_LENG].&[8.23539807959E4],"82353,9807959",1871
[DIVADM].[SHAPE_LENG].&[8.24070903716E4],"82407,0903716",880
[DIVADM].[SHAPE_LENG].&[8.25001183741E4],"82500,1183741",1391
[DIVADM].[SHAPE_LENG].&[8.25483610655E4],"82548,3610655",7117
[DIVADM].[SHAPE_LENG].&[8.26032134514E4],"82603,2134514",261
[DIVADM].[SHAPE_LENG].&[8.26640017815E4],"82664,0017815",2754
[DIVADM].[SHAPE_LENG].&[8.27162146654E4],"82716,2146654",2520
[DIVADM].[SHAPE_LENG].&[8.27374264312E4],"82737,4264312",6237
[DIVADM].[SHAPE_LENG].&[8.29311831645E4],"82931,1831645",772
[DIVADM].[SHAPE_LENG].&[8.36476539814E4],"83647,6539814",3884
[DIVADM].[SHAPE_LENG].&[8.37787935207E4],"83778,7935207",15773
[DIVADM].[SHAPE_LENG].&[8.38114309733E4],"83811,4309733",4483
[DIVADM].[SHAPE_LENG].&[8.38423141744E4],"83842,3141744",2793
[DIVADM].[SHAPE_LENG].&[8.39521363541E4],"83952,1363541",11728
[DIVADM].[SHAPE_LENG].&[8.39636859303E4],"83963,6859303",1266
[DIVADM].[SHAPE_LENG].&[8.39957422036E4],"83995,7422036",3566
[DIVADM].[SHAPE_LENG].&[8.40311372718E4],"84031,1372718",5177
[DIVADM].[SHAPE_LENG].&[8.4063842064E4],"84063,842064",5277
[DIVADM].[SHAPE_LENG].&[8.41791083624E4],"84179,1083624",728
[DIVADM].[SHAPE_LENG].&[8.41832570129E4],"84183,2570129",12715
[DIVADM].[SHAPE_LENG].&[8.4204360481E4],"84204,360481",2062
[DIVADM].[SHAPE_LENG].&[8.44361239407E4],"84436,1239407",5453
[DIVADM].[SHAPE_LENG].&[8.50490307398E4],"85049,0307398",1283
[DIVADM].[SHAPE_LENG].&[8.52588412381E4],"85258,8412381",1010
[DIVADM].[SHAPE_LENG].&[8.53467641217E4],"85346,7641217",1084
[DIVADM].[SHAPE_LENG].&[8.55631615368E4],"85563,1615368",9866
[DIVADM].[SHAPE_LENG].&[8.5665318097E4],"85665,318097",3825
[DIVADM].[SHAPE_LENG].&[8.58750482606E4],"85875,0482606",185
[DIVADM].[SHAPE_LENG].&[8.63889120737E4],"86388,9120737",476
[DIVADM].[SHAPE_LENG].&[8.64882003912E4],"86488,2003912",10094
[DIVADM].[SHAPE_LENG].&[8.65430022572E4],"86543,0022572",26024
[DIVADM].[SHAPE_LENG].&[8.6595872846E4],"86595,872846",7455
[DIVADM].[SHAPE_LENG].&[8.66015603198E4],"86601,5603198",9860
[DIVADM].[SHAPE_LENG].&[8.66386031963E4],"86638,6031963",1374
[DIVADM].[SHAPE_LENG].&[8.66626326523E4],"86662,6326523",13127
[DIVADM].[SHAPE_LENG].&[8.67947342903E4],"86794,7342903",5322
[DIVADM].[SHAPE_LENG].&[8.68819901035E4],"86881,9901035",713
[DIVADM].[SHAPE_LENG].&[8.69195023517E4],"86919,5023517",11038
[DIVADM].[SHAPE_LENG].&[8.70545577511E4],"87054,5577511",13659
[DIVADM].[SHAPE_LENG].&[8.71979532774E4],"87197,9532774",10893
[DIVADM].[SHAPE_LENG].&[8.73979506945E4],"87397,9506945",176
[DIVADM].[SHAPE_LENG].&[8.74120208151E4],"87412,0208151",1029
[DIVADM].[SHAPE_LENG].&[8.74835718262E4],"87483,5718262",363
[DIVADM].[SHAPE_LENG].&[8.75814814717E4],"87581,4814717",4923
[DIVADM].[SHAPE_LENG].&[8.80465388326E4],"88046,5388326",370
[DIVADM].[SHAPE_LENG].&[8.81594818914E4],"88159,4818914",1183
[DIVADM].[SHAPE_LENG].&[8.82901819456E4],"88290,1819456",1790
[DIVADM].[SHAPE_LENG].&[8.83117485581E4],"88311,7485581",7990
[DIVADM].[SHAPE_LENG].&[8.83257122259E4],"88325,7122259",412
[DIVADM].[SHAPE_LENG].&[8.83749919138E4],"88374,9919138",1883
[DIVADM].[SHAPE_LENG].&[8.84568307922E4],"88456,8307922",1937
[DIVADM].[SHAPE_LENG].&[8.85181849254E4],"88518,1849254",596
[DIVADM].[SHAPE_LENG].&[8.86414813639E4],"88641,4813639",239
[DIVADM].[SHAPE_LENG].&[8.8813853698E4],"88813,853698",87
[DIVADM].[SHAPE_LENG].&[8.88962608493E4],"88896,2608493",10672
[DIVADM].[SHAPE_LENG].&[8.89568689954E4],"88956,8689954",1416
[DIVADM].[SHAPE_LENG].&[8.90991014895E4],"89099,1014895",922
[DIVADM].[SHAPE_LENG].&[8.93566406264E4],"89356,6406264",1603
[DIVADM].[SHAPE_LENG].&[8.98279603398E4],"89827,9603398",644
[DIVADM].[SHAPE_LENG].&[8.9837282462E4],"89837,282462",2143
[DIVADM].[SHAPE_LENG].&[8.99469115598E4],"89946,9115598",499
[DIVADM].[SHAPE_LENG].&[8.99706696442E4],"89970,6696442",4743
[DIVADM].[SHAPE_LENG].&[8.99931886328E4],"89993,1886328",1198
[DIVADM].[SHAPE_LENG].&[9.01281881844E4],"90128,1881844",7666
[DIVADM].[SHAPE_LENG].&[9.03361541936E4],"90336,1541936",1406
[DIVADM].[SHAPE_LENG].&[9.05802425043E4],"90580,2425043",4761
[DIVADM].[SHAPE_LENG].&[9.08160685927E4],"90816,0685927",2970
[DIVADM].[SHAPE_LENG].&[9.08265010292E4],"90826,5010292",12152
[DIVADM].[SHAPE_LENG].&[9.1095598068E4],"91095,598068",3071
[DIVADM].[SHAPE_LENG].&[9.13091885837E4],"91309,1885837",7246
[DIVADM].[SHAPE_LENG].&[9.13530515924E4],"91353,0515924",410
[DIVADM].[SHAPE_LENG].&[9.13769136667E4],"91376,9136667",3489
[DIVADM].[SHAPE_LENG].&[9.14185221974E4],"91418,5221974",950
[DIVADM].[SHAPE_LENG].&[9.14554168353E4],"91455,4168353",2555
[DIVADM].[SHAPE_LENG].&[9.17143983937E4],"91714,3983937",11364
[DIVADM].[SHAPE_LENG].&[9.17552382067E4],"91755,2382067",2325
[DIVADM].[SHAPE_LENG].&[9.1867609699E4],"91867,609699",2177
[DIVADM].[SHAPE_LENG].&[9.22040840823E4],"92204,0840823",5326
[DIVADM].[SHAPE_LENG].&[9.23172511503E4],"92317,2511503",2920
[DIVADM].[SHAPE_LENG].&[9.23637843778E4],"92363,7843778",887
[DIVADM].[SHAPE_LENG].&[9.25371194185E4],"92537,1194185",8654
[DIVADM].[SHAPE_LENG].&[9.25427500332E4],"92542,7500332",2830
[DIVADM].[SHAPE_LENG].&[9.28079022851E4],"92807,9022851",902
[DIVADM].[SHAPE_LENG].&[9.2894283373E4],"92894,283373",2647
[DIVADM].[SHAPE_LENG].&[9.30077793348E4],"93007,7793348",665
[DIVADM].[SHAPE_LENG].&[9.31004266588E4],"93100,4266588",2853
[DIVADM].[SHAPE_LENG].&[9.31059946547E4],"93105,9946547",3686
[DIVADM].[SHAPE_LENG].&[9.34537167403E4],"93453,7167403",1861
[DIVADM].[SHAPE_LENG].&[9.34855841748E4],"93485,5841748",671
[DIVADM].[SHAPE_LENG].&[9.36580444575E4],"93658,0444575",3697
[DIVADM].[SHAPE_LENG].&[9.37335236104E4],"93733,5236104",14921
[DIVADM].[SHAPE_LENG].&[9.37916006487E4],"93791,6006487",1411
[DIVADM].[SHAPE_LENG].&[9.38034022574E4],"93803,4022574",6142
[DIVADM].[SHAPE_LENG].&[9.39937836319E4],"93993,7836319",46
[DIVADM].[SHAPE_LENG].&[9.41345330651E4],"94134,5330651",11502
[DIVADM].[SHAPE_LENG].&[9.41573875645E4],"94157,3875645",9647
[DIVADM].[SHAPE_LENG].&[9.44674878734E4],"94467,4878734",1884
[DIVADM].[SHAPE_LENG].&[9.45388797275E4],"94538,8797275",127
[DIVADM].[SHAPE_LENG].&[9.48290574482E4],"94829,0574482",316
[DIVADM].[SHAPE_LENG].&[9.49944440429E4],"94994,4440429",11062
[DIVADM].[SHAPE_LENG].&[9.51858698885E4],"95185,8698885",882
[DIVADM].[SHAPE_LENG].&[9.56301025724E4],"95630,1025724",1847
[DIVADM].[SHAPE_LENG].&[9.58051450538E4],"95805,1450538",28006
[DIVADM].[SHAPE_LENG].&[9.61982652615E4],"96198,2652615",20065
[DIVADM].[SHAPE_LENG].&[9.62523122279E4],"96252,3122279",3589
[DIVADM].[SHAPE_LENG].&[9.67845594715E4],"96784,5594715",1515
[DIVADM].[SHAPE_LENG].&[9.70000064383E4],"97000,0064383",7252
[DIVADM].[SHAPE_LENG].&[9.71252541844E4],"97125,2541844",3034
[DIVADM].[SHAPE_LENG].&[9.73884228202E4],"97388,4228202",4389
[DIVADM].[SHAPE_LENG].&[9.78256556081E4],"97825,6556081",19728
[DIVADM].[SHAPE_LENG].&[9.83279819956E4],"98327,9819956",10580
[DIVADM].[SHAPE_LENG].&[9.83626686399E4],"98362,6686399",1983
[DIVADM].[SHAPE_LENG].&[9.8764577076E4],"98764,577076",2200
[DIVADM].[SHAPE_LENG].&[9.88963730395E4],"98896,3730395",6246
[DIVADM].[SHAPE_LENG].&[9.90039046684E4],"99003,9046684",4220
[DIVADM].[SHAPE_LENG].&[9.91601387107E4],"99160,1387107",2201
[DIVADM].[SHAPE_LENG].&[9.93669091636E4],"99366,9091636",3461
[DIVADM].[SHAPE_LENG].&[9.97172657684E4],"99717,2657684",537
[DIVADM].[SHAPE_LENG].&[9.99878249694E4],"99987,8249694",2953
[DIVADM].[SHAPE_LENG].&[1.00185752124E5],"100185,752124",2791
[DIVADM].[SHAPE_LENG].&[1.00367726374E5],"100367,726374",155
[DIVADM].[SHAPE_LENG].&[1.00426800639E5],"100426,800639",1745
[DIVADM].[SHAPE_LENG].&[1.00439461693E5],"100439,461693",14756
[DIVADM].[SHAPE_LENG].&[1.0053220629E5],"100532,20629",7994
[DIVADM].[SHAPE_LENG].&[1.00537313618E5],"100537,313618",1069
[DIVADM].[SHAPE_LENG].&[1.00626848671E5],"100626,848671",318
[DIVADM].[SHAPE_LENG].&[1.00718619306E5],"100718,619306",2455
[DIVADM].[SHAPE_LENG].&[1.00818921459E5],"100818,921459",2737
[DIVADM].[SHAPE_LENG].&[1.01113395679E5],"101113,395679",5901
[DIVADM].[SHAPE_LENG].&[1.01142304344E5],"101142,304344",13609
[DIVADM].[SHAPE_LENG].&[1.01277303125E5],"101277,303125",13315
[DIVADM].[SHAPE_LENG].&[1.01936068886E5],"101936,068886",73
[DIVADM].[SHAPE_LENG].&[1.01974197007E5],"101974,197007",1405
[DIVADM].[SHAPE_LENG].&[1.02003933544E5],"102003,933544",834
[DIVADM].[SHAPE_LENG].&[1.02183084673E5],"102183,084673",184
[DIVADM].[SHAPE_LENG].&[1.02695838816E5],"102695,838816",1221
[DIVADM].[SHAPE_LENG].&[1.02834189521E5],"102834,189521",1170
[DIVADM].[SHAPE_LENG].&[1.03233605434E5],"103233,605434",4603
[DIVADM].[SHAPE_LENG].&[1.03539632567E5],"103539,632567",1154
[DIVADM].[SHAPE_LENG].&[1.04102858887E5],"104102,858887",458
[DIVADM].[SHAPE_LENG].&[1.0414271946E5],"104142,71946",1276
[DIVADM].[SHAPE_LENG].&[1.04379230672E5],"104379,230672",4307
[DIVADM].[SHAPE_LENG].&[1.04633176419E5],"104633,176419",3314
[DIVADM].[SHAPE_LENG].&[1.04716066378E5],"104716,066378",661
[DIVADM].[SHAPE_LENG].&[1.04747118998E5],"104747,118998",1597
[DIVADM].[SHAPE_LENG].&[1.05072226075E5],"105072,226075",3302
[DIVADM].[SHAPE_LENG].&[1.05081569181E5],"105081,569181",1407
[DIVADM].[SHAPE_LENG].&[1.05166282685E5],"105166,282685",748
[DIVADM].[SHAPE_LENG].&[1.05177653029E5],"105177,653029",4715
[DIVADM].[SHAPE_LENG].&[1.05288449467E5],"105288,449467",860
[DIVADM].[SHAPE_LENG].&[1.05329105017E5],"105329,105017",1725
[DIVADM].[SHAPE_LENG].&[1.05360074029E5],"105360,074029",5581
[DIVADM].[SHAPE_LENG].&[1.05466060359E5],"105466,060359",5798
[DIVADM].[SHAPE_LENG].&[1.05491959515E5],"105491,959515",1363
[DIVADM].[SHAPE_LENG].&[1.05782421066E5],"105782,421066",10206
[DIVADM].[SHAPE_LENG].&[1.0582255411E5],"105822,55411",2597
[DIVADM].[SHAPE_LENG].&[1.05990557407E5],"105990,557407",16934
[DIVADM].[SHAPE_LENG].&[1.063266533E5],"106326,6533",2635
[DIVADM].[SHAPE_LENG].&[1.06561054706E5],"106561,054706",3509
[DIVADM].[SHAPE_LENG].&[1.07348684005E5],"107348,684005",497
[DIVADM].[SHAPE_LENG].&[1.07565353811E5],"107565,353811",9513
[DIVADM].[SHAPE_LENG].&[1.07598817241E5],"107598,817241",5465
[DIVADM].[SHAPE_LENG].&[1.07757404973E5],"107757,404973",349
[DIVADM].[SHAPE_LENG].&[1.08283759033E5],"108283,759033",3636
[DIVADM].[SHAPE_LENG].&[1.08493581414E5],"108493,581414",2620
[DIVADM].[SHAPE_LENG].&[1.08761520052E5],"108761,520052",460
[DIVADM].[SHAPE_LENG].&[1.08919431677E5],"108919,431677",658
[DIVADM].[SHAPE_LENG].&[1.09103528877E5],"109103,528877",215
[DIVADM].[SHAPE_LENG].&[1.09364184365E5],"109364,184365",3829
[DIVADM].[SHAPE_LENG].&[1.09472568387E5],"109472,568387",1306
[DIVADM].[SHAPE_LENG].&[1.09607750896E5],"109607,750896",423
[DIVADM].[SHAPE_LENG].&[1.09705377048E5],"109705,377048",9489
[DIVADM].[SHAPE_LENG].&[1.09962326993E5],"109962,326993",728
[DIVADM].[SHAPE_LENG].&[1.10077669067E5],"110077,669067",4309
[DIVADM].[SHAPE_LENG].&[1.10087807512E5],"110087,807512",2920
[DIVADM].[SHAPE_LENG].&[1.1033264517E5],"110332,64517",1538
[DIVADM].[SHAPE_LENG].&[1.10436160857E5],"110436,160857",3815
[DIVADM].[SHAPE_LENG].&[1.1053362604E5],"110533,62604",15713
[DIVADM].[SHAPE_LENG].&[1.10731393006E5],"110731,393006",1451
[DIVADM].[SHAPE_LENG].&[1.10756131734E5],"110756,131734",1535
[DIVADM].[SHAPE_LENG].&[1.11342369928E5],"111342,369928",707
[DIVADM].[SHAPE_LENG].&[1.1151367975E5],"111513,67975",2895
[DIVADM].[SHAPE_LENG].&[1.11830070099E5],"111830,070099",478
[DIVADM].[SHAPE_LENG].&[1.11893790175E5],"111893,790175",7704
[DIVADM].[SHAPE_LENG].&[1.12927181822E5],"112927,181822",2569
[DIVADM].[SHAPE_LENG].&[1.13415076147E5],"113415,076147",6888
[DIVADM].[SHAPE_LENG].&[1.14399455333E5],"114399,455333",9143
[DIVADM].[SHAPE_LENG].&[1.14496698621E5],"114496,698621",2885
[DIVADM].[SHAPE_LENG].&[1.14576501687E5],"114576,501687",21942
[DIVADM].[SHAPE_LENG].&[1.148820745E5],"114882,0745",1054
[DIVADM].[SHAPE_LENG].&[1.14992272019E5],"114992,272019",4973
[DIVADM].[SHAPE_LENG].&[1.15565691241E5],"115565,691241",2360
[DIVADM].[SHAPE_LENG].&[1.15954057267E5],"115954,057267",1216
[DIVADM].[SHAPE_LENG].&[1.15965874573E5],"115965,874573",3269
[DIVADM].[SHAPE_LENG].&[1.16047494376E5],"116047,494376",814
[DIVADM].[SHAPE_LENG].&[1.16086812271E5],"116086,812271",1595
[DIVADM].[SHAPE_LENG].&[1.16139352644E5],"116139,352644",1851
[DIVADM].[SHAPE_LENG].&[1.16719394896E5],"116719,394896",19993
[DIVADM].[SHAPE_LENG].&[1.16850907158E5],"116850,907158",2533
[DIVADM].[SHAPE_LENG].&[1.16974965098E5],"116974,965098",1579
[DIVADM].[SHAPE_LENG].&[1.17935452019E5],"117935,452019",796
[DIVADM].[SHAPE_LENG].&[1.1801961666E5],"118019,61666",1107
[DIVADM].[SHAPE_LENG].&[1.18308575136E5],"118308,575136",4344
[DIVADM].[SHAPE_LENG].&[1.18672979233E5],"118672,979233",60
[DIVADM].[SHAPE_LENG].&[1.18673731393E5],"118673,731393",9223
[DIVADM].[SHAPE_LENG].&[1.19161794275E5],"119161,794275",7731
[DIVADM].[SHAPE_LENG].&[1.20627870505E5],"120627,870505",16
[DIVADM].[SHAPE_LENG].&[1.20837265418E5],"120837,265418",4804
[DIVADM].[SHAPE_LENG].&[1.20908543643E5],"120908,543643",4956
[DIVADM].[SHAPE_LENG].&[1.2095158858E5],"120951,58858",2654
[DIVADM].[SHAPE_LENG].&[1.21448814846E5],"121448,814846",8738
[DIVADM].[SHAPE_LENG].&[1.22027854798E5],"122027,854798",9025
[DIVADM].[SHAPE_LENG].&[1.22536659076E5],"122536,659076",529
[DIVADM].[SHAPE_LENG].&[1.22961376339E5],"122961,376339",2028
[DIVADM].[SHAPE_LENG].&[1.23019443497E5],"123019,443497",16709
[DIVADM].[SHAPE_LENG].&[1.2302695115E5],"123026,95115",5153
[DIVADM].[SHAPE_LENG].&[1.2315929073E5],"123159,29073",62
[DIVADM].[SHAPE_LENG].&[1.2323878676E5],"123238,78676",7977
[DIVADM].[SHAPE_LENG].&[1.23403271145E5],"123403,271145",6744
[DIVADM].[SHAPE_LENG].&[1.23483486145E5],"123483,486145",8172
[DIVADM].[SHAPE_LENG].&[1.23858149161E5],"123858,149161",3970
[DIVADM].[SHAPE_LENG].&[1.23895035984E5],"123895,035984",2383
[DIVADM].[SHAPE_LENG].&[1.24138566917E5],"124138,566917",7347
[DIVADM].[SHAPE_LENG].&[1.24391963704E5],"124391,963704",738
[DIVADM].[SHAPE_LENG].&[1.25852912462E5],"125852,912462",5270
[DIVADM].[SHAPE_LENG].&[1.25954074913E5],"125954,074913",6010
[DIVADM].[SHAPE_LENG].&[1.26268119194E5],"126268,119194",1276
