[DIVPOL].[OBJECTID_12].[OBJECTID_12].[MEMBER_UNIQUE_NAME],[DIVPOL].[OBJECTID_12].[OBJECTID_12].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DIVPOL].[OBJECTID_12].&[178],178,7128
[DIVPOL].[OBJECTID_12].&[179],179,30306
[DIVPOL].[OBJECTID_12].&[180],180,70833
[DIVPOL].[OBJECTID_12].&[181],181,13089
[DIVPOL].[OBJECTID_12].&[182],182,4804
[DIVPOL].[OBJECTID_12].&[183],183,11269
[DIVPOL].[OBJECTID_12].&[184],184,18275
[DIVPOL].[OBJECTID_12].&[185],185,29779
[DIVPOL].[OBJECTID_12].&[186],186,12667
[DIVPOL].[OBJECTID_12].&[187],187,10928
[DIVPOL].[OBJECTID_12].&[188],188,418303
[DIVPOL].[OBJECTID_12].&[189],189,648
[DIVPOL].[OBJECTID_12].&[190],190,1875
[DIVPOL].[OBJECTID_12].&[191],191,2439
[DIVPOL].[OBJECTID_12].&[192],192,1211
[DIVPOL].[OBJECTID_12].&[193],193,326
[DIVPOL].[OBJECTID_12].&[194],194,11057
[DIVPOL].[OBJECTID_12].&[195],195,1850
[DIVPOL].[OBJECTID_12].&[196],196,2587
[DIVPOL].[OBJECTID_12].&[197],197,1019
[DIVPOL].[OBJECTID_12].&[198],198,1300
[DIVPOL].[OBJECTID_12].&[199],199,30566
[DIVPOL].[OBJECTID_12].&[200],200,8047
[DIVPOL].[OBJECTID_12].&[201],201,5674
[DIVPOL].[OBJECTID_12].&[202],202,3840
[DIVPOL].[OBJECTID_12].&[203],203,62472
[DIVPOL].[OBJECTID_12].&[204],204,71846
[DIVPOL].[OBJECTID_12].&[205],205,2087
[DIVPOL].[OBJECTID_12].&[206],206,1656
[DIVPOL].[OBJECTID_12].&[207],207,2523
[DIVPOL].[OBJECTID_12].&[208],208,4079
[DIVPOL].[OBJECTID_12].&[209],209,1233
[DIVPOL].[OBJECTID_12].&[210],210,1014
[DIVPOL].[OBJECTID_12].&[211],211,839
[DIVPOL].[OBJECTID_12].&[212],212,673
[DIVPOL].[OBJECTID_12].&[213],213,134
[DIVPOL].[OBJECTID_12].&[214],214,21896
[DIVPOL].[OBJECTID_12].&[215],215,48
[DIVPOL].[OBJECTID_12].&[216],216,3118
[DIVPOL].[OBJECTID_12].&[217],217,6464
[DIVPOL].[OBJECTID_12].&[218],218,468
[DIVPOL].[OBJECTID_12].&[219],219,277
[DIVPOL].[OBJECTID_12].&[220],220,882926
[DIVPOL].[OBJECTID_12].&[221],221,1200
[DIVPOL].[OBJECTID_12].&[222],222,1266
[DIVPOL].[OBJECTID_12].&[223],223,922
[DIVPOL].[OBJECTID_12].&[224],224,5005
[DIVPOL].[OBJECTID_12].&[225],225,5330
[DIVPOL].[OBJECTID_12].&[226],226,253
[DIVPOL].[OBJECTID_12].&[227],227,298
[DIVPOL].[OBJECTID_12].&[228],228,758
[DIVPOL].[OBJECTID_12].&[229],229,92
[DIVPOL].[OBJECTID_12].&[230],230,5178
[DIVPOL].[OBJECTID_12].&[231],231,148
[DIVPOL].[OBJECTID_12].&[232],232,178
[DIVPOL].[OBJECTID_12].&[233],233,1807
[DIVPOL].[OBJECTID_12].&[234],234,17
[DIVPOL].[OBJECTID_12].&[235],235,300
[DIVPOL].[OBJECTID_12].&[236],236,4131
[DIVPOL].[OBJECTID_12].&[237],237,3104
[DIVPOL].[OBJECTID_12].&[238],238,75244
[DIVPOL].[OBJECTID_12].&[239],239,4678
[DIVPOL].[OBJECTID_12].&[240],240,12941
[DIVPOL].[OBJECTID_12].&[241],241,8109
[DIVPOL].[OBJECTID_12].&[242],242,28056
[DIVPOL].[OBJECTID_12].&[243],243,688
[DIVPOL].[OBJECTID_12].&[244],244,4158
[DIVPOL].[OBJECTID_12].&[245],245,66078
[DIVPOL].[OBJECTID_12].&[246],246,11694
[DIVPOL].[OBJECTID_12].&[247],247,23338
[DIVPOL].[OBJECTID_12].&[248],248,2369
[DIVPOL].[OBJECTID_12].&[249],249,7098
[DIVPOL].[OBJECTID_12].&[250],250,29427
[DIVPOL].[OBJECTID_12].&[251],251,26590
[DIVPOL].[OBJECTID_12].&[252],252,7311
[DIVPOL].[OBJECTID_12].&[253],253,118755
[DIVPOL].[OBJECTID_12].&[254],254,34
[DIVPOL].[OBJECTID_12].&[255],255,1237
[DIVPOL].[OBJECTID_12].&[256],256,393
[DIVPOL].[OBJECTID_12].&[257],257,134
[DIVPOL].[OBJECTID_12].&[258],258,4154
[DIVPOL].[OBJECTID_12].&[259],259,236
[DIVPOL].[OBJECTID_12].&[260],260,1644
[DIVPOL].[OBJECTID_12].&[261],261,4527
[DIVPOL].[OBJECTID_12].&[262],262,3015
[DIVPOL].[OBJECTID_12].&[263],263,25127
[DIVPOL].[OBJECTID_12].&[264],264,3857
[DIVPOL].[OBJECTID_12].&[265],265,1934
[DIVPOL].[OBJECTID_12].&[266],266,184
[DIVPOL].[OBJECTID_12].&[267],267,728
[DIVPOL].[OBJECTID_12].&[268],268,2186
[DIVPOL].[OBJECTID_12].&[269],269,1567
[DIVPOL].[OBJECTID_12].&[270],270,7229
[DIVPOL].[OBJECTID_12].&[271],271,497
[DIVPOL].[OBJECTID_12].&[272],272,53
[DIVPOL].[OBJECTID_12].&[273],273,120
[DIVPOL].[OBJECTID_12].&[274],274,150
[DIVPOL].[OBJECTID_12].&[275],275,87
[DIVPOL].[OBJECTID_12].&[276],276,3686
[DIVPOL].[OBJECTID_12].&[277],277,544
[DIVPOL].[OBJECTID_12].&[278],278,196
[DIVPOL].[OBJECTID_12].&[279],279,2569
[DIVPOL].[OBJECTID_12].&[280],280,537
[DIVPOL].[OBJECTID_12].&[281],281,73
[DIVPOL].[OBJECTID_12].&[282],282,19728
[DIVPOL].[OBJECTID_12].&[283],283,1183
[DIVPOL].[OBJECTID_12].&[284],284,3970
[DIVPOL].[OBJECTID_12].&[285],285,12393
[DIVPOL].[OBJECTID_12].&[286],286,19763
[DIVPOL].[OBJECTID_12].&[287],287,1624
[DIVPOL].[OBJECTID_12].&[288],288,1860
[DIVPOL].[OBJECTID_12].&[289],289,4483
[DIVPOL].[OBJECTID_12].&[290],290,827
[DIVPOL].[OBJECTID_12].&[291],291,727
[DIVPOL].[OBJECTID_12].&[292],292,440
[DIVPOL].[OBJECTID_12].&[293],293,37653
[DIVPOL].[OBJECTID_12].&[294],294,6603
[DIVPOL].[OBJECTID_12].&[295],295,4897
[DIVPOL].[OBJECTID_12].&[296],296,541
[DIVPOL].[OBJECTID_12].&[297],297,3112
[DIVPOL].[OBJECTID_12].&[298],298,7506
[DIVPOL].[OBJECTID_12].&[299],299,2353
[DIVPOL].[OBJECTID_12].&[300],300,1869
[DIVPOL].[OBJECTID_12].&[301],301,6591
[DIVPOL].[OBJECTID_12].&[302],302,21233
[DIVPOL].[OBJECTID_12].&[303],303,14217
[DIVPOL].[OBJECTID_12].&[304],304,3589
[DIVPOL].[OBJECTID_12].&[305],305,107335
[DIVPOL].[OBJECTID_12].&[306],306,213
[DIVPOL].[OBJECTID_12].&[307],307,5479
[DIVPOL].[OBJECTID_12].&[308],308,796
[DIVPOL].[OBJECTID_12].&[309],309,17760
[DIVPOL].[OBJECTID_12].&[310],310,1595
[DIVPOL].[OBJECTID_12].&[311],311,278
[DIVPOL].[OBJECTID_12].&[312],312,1579
[DIVPOL].[OBJECTID_12].&[313],313,4539
[DIVPOL].[OBJECTID_12].&[314],314,18384
[DIVPOL].[OBJECTID_12].&[315],315,121
[DIVPOL].[OBJECTID_12].&[316],316,52
[DIVPOL].[OBJECTID_12].&[317],317,4341
[DIVPOL].[OBJECTID_12].&[318],318,252
[DIVPOL].[OBJECTID_12].&[319],319,49
[DIVPOL].[OBJECTID_12].&[320],320,3952576
[DIVPOL].[OBJECTID_12].&[321],321,17813
[DIVPOL].[OBJECTID_12].&[322],322,5153
[DIVPOL].[OBJECTID_12].&[323],323,22215
[DIVPOL].[OBJECTID_12].&[324],324,3498
[DIVPOL].[OBJECTID_12].&[325],325,8029
[DIVPOL].[OBJECTID_12].&[326],326,27014
[DIVPOL].[OBJECTID_12].&[327],327,18079
[DIVPOL].[OBJECTID_12].&[328],328,58942
[DIVPOL].[OBJECTID_12].&[329],329,9998
[DIVPOL].[OBJECTID_12].&[330],330,796
[DIVPOL].[OBJECTID_12].&[331],331,156729
[DIVPOL].[OBJECTID_12].&[332],332,4573
[DIVPOL].[OBJECTID_12].&[333],333,6811
[DIVPOL].[OBJECTID_12].&[334],334,7647
[DIVPOL].[OBJECTID_12].&[335],335,11412
[DIVPOL].[OBJECTID_12].&[336],336,377282
[DIVPOL].[OBJECTID_12].&[337],337,61243
[DIVPOL].[OBJECTID_12].&[338],338,8119
[DIVPOL].[OBJECTID_12].&[339],339,1488
[DIVPOL].[OBJECTID_12].&[340],340,54995
[DIVPOL].[OBJECTID_12].&[341],341,217135
[DIVPOL].[OBJECTID_12].&[342],342,7682
[DIVPOL].[OBJECTID_12].&[343],343,5862
[DIVPOL].[OBJECTID_12].&[344],344,6354
[DIVPOL].[OBJECTID_12].&[345],345,65999
[DIVPOL].[OBJECTID_12].&[346],346,6528
[DIVPOL].[OBJECTID_12].&[347],347,7579
[DIVPOL].[OBJECTID_12].&[348],348,7482
[DIVPOL].[OBJECTID_12].&[349],349,9004
[DIVPOL].[OBJECTID_12].&[350],350,46750
[DIVPOL].[OBJECTID_12].&[351],351,45644
[DIVPOL].[OBJECTID_12].&[352],352,307
[DIVPOL].[OBJECTID_12].&[353],353,14347
[DIVPOL].[OBJECTID_12].&[354],354,335428
[DIVPOL].[OBJECTID_12].&[355],355,156923
[DIVPOL].[OBJECTID_12].&[356],356,69271
[DIVPOL].[OBJECTID_12].&[357],357,218
[DIVPOL].[OBJECTID_12].&[358],358,6504
[DIVPOL].[OBJECTID_12].&[359],359,26669
[DIVPOL].[OBJECTID_12].&[360],360,1190
[DIVPOL].[OBJECTID_12].&[361],361,6877
[DIVPOL].[OBJECTID_12].&[362],362,26488
[DIVPOL].[OBJECTID_12].&[363],363,8044
[DIVPOL].[OBJECTID_12].&[364],364,22218
[DIVPOL].[OBJECTID_12].&[365],365,6010
[DIVPOL].[OBJECTID_12].&[366],366,1374
[DIVPOL].[OBJECTID_12].&[367],367,8135
[DIVPOL].[OBJECTID_12].&[368],368,21588
[DIVPOL].[OBJECTID_12].&[369],369,3825
[DIVPOL].[OBJECTID_12].&[370],370,2181
[DIVPOL].[OBJECTID_12].&[371],371,1048
[DIVPOL].[OBJECTID_12].&[372],372,35460
[DIVPOL].[OBJECTID_12].&[373],373,21729
[DIVPOL].[OBJECTID_12].&[374],374,51986
[DIVPOL].[OBJECTID_12].&[375],375,1771
[DIVPOL].[OBJECTID_12].&[376],376,24450
[DIVPOL].[OBJECTID_12].&[377],377,64561
[DIVPOL].[OBJECTID_12].&[378],378,2049
[DIVPOL].[OBJECTID_12].&[379],379,13723
[DIVPOL].[OBJECTID_12].&[380],380,105353
[DIVPOL].[OBJECTID_12].&[381],381,38004
[DIVPOL].[OBJECTID_12].&[382],382,6677
[DIVPOL].[OBJECTID_12].&[383],383,63052
[DIVPOL].[OBJECTID_12].&[384],384,11759
[DIVPOL].[OBJECTID_12].&[385],385,1891
[DIVPOL].[OBJECTID_12].&[386],386,28120
[DIVPOL].[OBJECTID_12].&[387],387,16034
[DIVPOL].[OBJECTID_12].&[388],388,5128
[DIVPOL].[OBJECTID_12].&[389],389,4182
[DIVPOL].[OBJECTID_12].&[390],390,40750
[DIVPOL].[OBJECTID_12].&[391],391,365
[DIVPOL].[OBJECTID_12].&[392],392,2346
[DIVPOL].[OBJECTID_12].&[393],393,1428
[DIVPOL].[OBJECTID_12].&[394],394,5201
[DIVPOL].[OBJECTID_12].&[395],395,12040
[DIVPOL].[OBJECTID_12].&[396],396,7249
[DIVPOL].[OBJECTID_12].&[397],397,888
[DIVPOL].[OBJECTID_12].&[398],398,10511
[DIVPOL].[OBJECTID_12].&[399],399,372
[DIVPOL].[OBJECTID_12].&[400],400,727
[DIVPOL].[OBJECTID_12].&[401],401,732
[DIVPOL].[OBJECTID_12].&[402],402,10821
[DIVPOL].[OBJECTID_12].&[403],403,1252
[DIVPOL].[OBJECTID_12].&[404],404,1034
[DIVPOL].[OBJECTID_12].&[405],405,39887
[DIVPOL].[OBJECTID_12].&[406],406,2386
[DIVPOL].[OBJECTID_12].&[407],407,723
[DIVPOL].[OBJECTID_12].&[408],408,798
[DIVPOL].[OBJECTID_12].&[409],409,1066
[DIVPOL].[OBJECTID_12].&[410],410,1163
[DIVPOL].[OBJECTID_12].&[411],411,3645
[DIVPOL].[OBJECTID_12].&[412],412,3503
[DIVPOL].[OBJECTID_12].&[413],413,3832
[DIVPOL].[OBJECTID_12].&[414],414,26789
[DIVPOL].[OBJECTID_12].&[415],415,146
[DIVPOL].[OBJECTID_12].&[416],416,980
[DIVPOL].[OBJECTID_12].&[417],417,62
[DIVPOL].[OBJECTID_12].&[418],418,97864
[DIVPOL].[OBJECTID_12].&[419],419,2712
[DIVPOL].[OBJECTID_12].&[420],420,4084
[DIVPOL].[OBJECTID_12].&[421],421,4774
[DIVPOL].[OBJECTID_12].&[422],422,78
[DIVPOL].[OBJECTID_12].&[423],423,4589
[DIVPOL].[OBJECTID_12].&[424],424,7875
[DIVPOL].[OBJECTID_12].&[425],425,10031
[DIVPOL].[OBJECTID_12].&[426],426,1633
[DIVPOL].[OBJECTID_12].&[427],427,238
[DIVPOL].[OBJECTID_12].&[428],428,16352
[DIVPOL].[OBJECTID_12].&[429],429,319
[DIVPOL].[OBJECTID_12].&[430],430,172
[DIVPOL].[OBJECTID_12].&[431],431,91
[DIVPOL].[OBJECTID_12].&[432],432,9422
[DIVPOL].[OBJECTID_12].&[433],433,924
[DIVPOL].[OBJECTID_12].&[434],434,1051
[DIVPOL].[OBJECTID_12].&[435],435,2307
[DIVPOL].[OBJECTID_12].&[436],436,2982
[DIVPOL].[OBJECTID_12].&[437],437,2391
[DIVPOL].[OBJECTID_12].&[438],438,2118
[DIVPOL].[OBJECTID_12].&[439],439,1262
[DIVPOL].[OBJECTID_12].&[440],440,545
[DIVPOL].[OBJECTID_12].&[441],441,2406
[DIVPOL].[OBJECTID_12].&[442],442,2897
[DIVPOL].[OBJECTID_12].&[443],443,1451
[DIVPOL].[OBJECTID_12].&[444],444,11330
[DIVPOL].[OBJECTID_12].&[445],445,8114
[DIVPOL].[OBJECTID_12].&[446],446,1140
[DIVPOL].[OBJECTID_12].&[447],447,4427
[DIVPOL].[OBJECTID_12].&[448],448,2284
[DIVPOL].[OBJECTID_12].&[449],449,74
[DIVPOL].[OBJECTID_12].&[450],450,283
[DIVPOL].[OBJECTID_12].&[451],451,1037
[DIVPOL].[OBJECTID_12].&[452],452,589
[DIVPOL].[OBJECTID_12].&[453],453,7615
[DIVPOL].[OBJECTID_12].&[454],454,6571
[DIVPOL].[OBJECTID_12].&[455],455,880
[DIVPOL].[OBJECTID_12].&[456],456,403
[DIVPOL].[OBJECTID_12].&[457],457,746
[DIVPOL].[OBJECTID_12].&[458],458,397
[DIVPOL].[OBJECTID_12].&[459],459,677633
[DIVPOL].[OBJECTID_12].&[460],460,12754
[DIVPOL].[OBJECTID_12].&[461],461,7704
[DIVPOL].[OBJECTID_12].&[462],462,13995
[DIVPOL].[OBJECTID_12].&[463],463,7288
[DIVPOL].[OBJECTID_12].&[464],464,9531
[DIVPOL].[OBJECTID_12].&[465],465,2647
[DIVPOL].[OBJECTID_12].&[466],466,2383
[DIVPOL].[OBJECTID_12].&[467],467,2533
[DIVPOL].[OBJECTID_12].&[468],468,2751
[DIVPOL].[OBJECTID_12].&[469],469,478
[DIVPOL].[OBJECTID_12].&[470],470,3841162
[DIVPOL].[OBJECTID_12].&[471],471,4251
[DIVPOL].[OBJECTID_12].&[472],472,20849
[DIVPOL].[OBJECTID_12].&[473],473,2824
[DIVPOL].[OBJECTID_12].&[474],474,8556
[DIVPOL].[OBJECTID_12].&[475],475,249814
[DIVPOL].[OBJECTID_12].&[476],476,598475
[DIVPOL].[OBJECTID_12].&[477],477,6514
[DIVPOL].[OBJECTID_12].&[478],478,8910
[DIVPOL].[OBJECTID_12].&[479],479,12257
[DIVPOL].[OBJECTID_12].&[480],480,22850
[DIVPOL].[OBJECTID_12].&[481],481,19993
[DIVPOL].[OBJECTID_12].&[482],482,5850
[DIVPOL].[OBJECTID_12].&[483],483,5177
[DIVPOL].[OBJECTID_12].&[484],484,3612
[DIVPOL].[OBJECTID_12].&[485],485,1194
[DIVPOL].[OBJECTID_12].&[486],486,2023
[DIVPOL].[OBJECTID_12].&[487],487,5802
[DIVPOL].[OBJECTID_12].&[488],488,630
[DIVPOL].[OBJECTID_12].&[489],489,4177
[DIVPOL].[OBJECTID_12].&[490],490,564
[DIVPOL].[OBJECTID_12].&[491],491,1214
[DIVPOL].[OBJECTID_12].&[492],492,473
[DIVPOL].[OBJECTID_12].&[493],493,9166
[DIVPOL].[OBJECTID_12].&[494],494,238
[DIVPOL].[OBJECTID_12].&[495],495,1665
[DIVPOL].[OBJECTID_12].&[496],496,2986
[DIVPOL].[OBJECTID_12].&[497],497,7807
[DIVPOL].[OBJECTID_12].&[498],498,1991
[DIVPOL].[OBJECTID_12].&[499],499,529
[DIVPOL].[OBJECTID_12].&[500],500,317
[DIVPOL].[OBJECTID_12].&[501],501,27858
[DIVPOL].[OBJECTID_12].&[502],502,2229
[DIVPOL].[OBJECTID_12].&[503],503,422
[DIVPOL].[OBJECTID_12].&[504],504,397
[DIVPOL].[OBJECTID_12].&[505],505,4812
[DIVPOL].[OBJECTID_12].&[506],506,72
[DIVPOL].[OBJECTID_12].&[507],507,9085
[DIVPOL].[OBJECTID_12].&[508],508,1164
[DIVPOL].[OBJECTID_12].&[509],509,208729
[DIVPOL].[OBJECTID_12].&[510],510,4357
[DIVPOL].[OBJECTID_12].&[511],511,5071
[DIVPOL].[OBJECTID_12].&[512],512,14567
[DIVPOL].[OBJECTID_12].&[513],513,1880
[DIVPOL].[OBJECTID_12].&[514],514,9513
[DIVPOL].[OBJECTID_12].&[515],515,3079
[DIVPOL].[OBJECTID_12].&[516],516,3931
[DIVPOL].[OBJECTID_12].&[517],517,239
