[DIVADM].[OBJECTID_1].[OBJECTID_1].[MEMBER_UNIQUE_NAME],[DIVADM].[OBJECTID_1].[OBJECTID_1].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DIVADM].[OBJECTID_1].&[1047],1047,10976
[DIVADM].[OBJECTID_1].&[1048],1048,34530
[DIVADM].[OBJECTID_1].&[1049],1049,21106
[DIVADM].[OBJECTID_1].&[1050],1050,11888
[DIVADM].[OBJECTID_1].&[1051],1051,19745
[DIVADM].[OBJECTID_1].&[1052],1052,7025
[DIVADM].[OBJECTID_1].&[1053],1053,7423
[DIVADM].[OBJECTID_1].&[1054],1054,7152
[DIVADM].[OBJECTID_1].&[1055],1055,4850
[DIVADM].[OBJECTID_1].&[1056],1056,21257
[DIVADM].[OBJECTID_1].&[1057],1057,7538
[DIVADM].[OBJECTID_1].&[1058],1058,5828
[DIVADM].[OBJECTID_1].&[1059],1059,14681
[DIVADM].[OBJECTID_1].&[1060],1060,18274
[DIVADM].[OBJECTID_1].&[1061],1061,6831
[DIVADM].[OBJECTID_1].&[1062],1062,13356
[DIVADM].[OBJECTID_1].&[1063],1063,4087
[DIVADM].[OBJECTID_1].&[1064],1064,14905
[DIVADM].[OBJECTID_1].&[1065],1065,17415
[DIVADM].[OBJECTID_1].&[1066],1066,18084
[DIVADM].[OBJECTID_1].&[1067],1067,16428
[DIVADM].[OBJECTID_1].&[1068],1068,2606
[DIVADM].[OBJECTID_1].&[1069],1069,16204
[DIVADM].[OBJECTID_1].&[1070],1070,6226
[DIVADM].[OBJECTID_1].&[1071],1071,9352
[DIVADM].[OBJECTID_1].&[1072],1072,12977
[DIVADM].[OBJECTID_1].&[1073],1073,14090
[DIVADM].[OBJECTID_1].&[1074],1074,11960
[DIVADM].[OBJECTID_1].&[1075],1075,4834
[DIVADM].[OBJECTID_1].&[1076],1076,6719
[DIVADM].[OBJECTID_1].&[1077],1077,16346
[DIVADM].[OBJECTID_1].&[1078],1078,6300
[DIVADM].[OBJECTID_1].&[1079],1079,21436
[DIVADM].[OBJECTID_1].&[1080],1080,14608
[DIVADM].[OBJECTID_1].&[1081],1081,7642
[DIVADM].[OBJECTID_1].&[1082],1082,11714
[DIVADM].[OBJECTID_1].&[1083],1083,6454
[DIVADM].[OBJECTID_1].&[1084],1084,4345
[DIVADM].[OBJECTID_1].&[1085],1085,14106
[DIVADM].[OBJECTID_1].&[1086],1086,12736
[DIVADM].[OBJECTID_1].&[1087],1087,19897
[DIVADM].[OBJECTID_1].&[1088],1088,18061
[DIVADM].[OBJECTID_1].&[1089],1089,12438
[DIVADM].[OBJECTID_1].&[1090],1090,11823
[DIVADM].[OBJECTID_1].&[1091],1091,33992
[DIVADM].[OBJECTID_1].&[1092],1092,5869
[DIVADM].[OBJECTID_1].&[1093],1093,8722
[DIVADM].[OBJECTID_1].&[1094],1094,20501
[DIVADM].[OBJECTID_1].&[1095],1095,15382
[DIVADM].[OBJECTID_1].&[1096],1096,12937
[DIVADM].[OBJECTID_1].&[1097],1097,14326
[DIVADM].[OBJECTID_1].&[1098],1098,16944
[DIVADM].[OBJECTID_1].&[1099],1099,12933
[DIVADM].[OBJECTID_1].&[1100],1100,10124
[DIVADM].[OBJECTID_1].&[1101],1101,31545
[DIVADM].[OBJECTID_1].&[1102],1102,12543
[DIVADM].[OBJECTID_1].&[1103],1103,4694
[DIVADM].[OBJECTID_1].&[1104],1104,8033
[DIVADM].[OBJECTID_1].&[1105],1105,4211
[DIVADM].[OBJECTID_1].&[1106],1106,29182
[DIVADM].[OBJECTID_1].&[1107],1107,18918
[DIVADM].[OBJECTID_1].&[1108],1108,11098
[DIVADM].[OBJECTID_1].&[1109],1109,8723
[DIVADM].[OBJECTID_1].&[1110],1110,15256
[DIVADM].[OBJECTID_1].&[1111],1111,12596
[DIVADM].[OBJECTID_1].&[1112],1112,6049
[DIVADM].[OBJECTID_1].&[1113],1113,7542
[DIVADM].[OBJECTID_1].&[1114],1114,6629
[DIVADM].[OBJECTID_1].&[1115],1115,1413
[DIVADM].[OBJECTID_1].&[1116],1116,8389
[DIVADM].[OBJECTID_1].&[1117],1117,13104
[DIVADM].[OBJECTID_1].&[1118],1118,3018
[DIVADM].[OBJECTID_1].&[1119],1119,3911
[DIVADM].[OBJECTID_1].&[1120],1120,566
[DIVADM].[OBJECTID_1].&[1121],1121,6502
[DIVADM].[OBJECTID_1].&[1122],1122,6805
[DIVADM].[OBJECTID_1].&[1123],1123,5852
[DIVADM].[OBJECTID_1].&[1124],1124,28381
[DIVADM].[OBJECTID_1].&[1125],1125,11327
[DIVADM].[OBJECTID_1].&[1126],1126,4589
[DIVADM].[OBJECTID_1].&[1127],1127,8303
[DIVADM].[OBJECTID_1].&[1128],1128,7048
[DIVADM].[OBJECTID_1].&[1129],1129,5467
[DIVADM].[OBJECTID_1].&[1130],1130,5322
[DIVADM].[OBJECTID_1].&[1131],1131,2331
[DIVADM].[OBJECTID_1].&[1132],1132,30837
[DIVADM].[OBJECTID_1].&[1133],1133,10809
[DIVADM].[OBJECTID_1].&[1134],1134,7145
[DIVADM].[OBJECTID_1].&[1135],1135,6318
[DIVADM].[OBJECTID_1].&[1136],1136,39046
[DIVADM].[OBJECTID_1].&[1137],1137,14932
[DIVADM].[OBJECTID_1].&[1138],1138,17405
[DIVADM].[OBJECTID_1].&[1139],1139,8293
[DIVADM].[OBJECTID_1].&[1140],1140,8833
[DIVADM].[OBJECTID_1].&[1141],1141,7155
[DIVADM].[OBJECTID_1].&[1142],1142,208
[DIVADM].[OBJECTID_1].&[1143],1143,12962
[DIVADM].[OBJECTID_1].&[1144],1144,15887
[DIVADM].[OBJECTID_1].&[1145],1145,5872
[DIVADM].[OBJECTID_1].&[1146],1146,32216
[DIVADM].[OBJECTID_1].&[1147],1147,30569
[DIVADM].[OBJECTID_1].&[1148],1148,11962
[DIVADM].[OBJECTID_1].&[1149],1149,14332
[DIVADM].[OBJECTID_1].&[1150],1150,11758
[DIVADM].[OBJECTID_1].&[1151],1151,12486
[DIVADM].[OBJECTID_1].&[1152],1152,17031
[DIVADM].[OBJECTID_1].&[1153],1153,13726
[DIVADM].[OBJECTID_1].&[1154],1154,11299
[DIVADM].[OBJECTID_1].&[1155],1155,11463
[DIVADM].[OBJECTID_1].&[1156],1156,11271
[DIVADM].[OBJECTID_1].&[1157],1157,3508
[DIVADM].[OBJECTID_1].&[1158],1158,10517
[DIVADM].[OBJECTID_1].&[1159],1159,9369
[DIVADM].[OBJECTID_1].&[1160],1160,23943
[DIVADM].[OBJECTID_1].&[1161],1161,3513
[DIVADM].[OBJECTID_1].&[1162],1162,145
[DIVADM].[OBJECTID_1].&[1163],1163,126
[DIVADM].[OBJECTID_1].&[1164],1164,626
[DIVADM].[OBJECTID_1].&[1165],1165,14427
[DIVADM].[OBJECTID_1].&[1166],1166,13089
[DIVADM].[OBJECTID_1].&[1167],1167,473
[DIVADM].[OBJECTID_1].&[1168],1168,35035
[DIVADM].[OBJECTID_1].&[1169],1169,2455
[DIVADM].[OBJECTID_1].&[1170],1170,508
[DIVADM].[OBJECTID_1].&[1171],1171,356
[DIVADM].[OBJECTID_1].&[1172],1172,12545
[DIVADM].[OBJECTID_1].&[1173],1173,23186
[DIVADM].[OBJECTID_1].&[1174],1174,17302
[DIVADM].[OBJECTID_1].&[1175],1175,25387
[DIVADM].[OBJECTID_1].&[1176],1176,9543
[DIVADM].[OBJECTID_1].&[1177],1177,6677
[DIVADM].[OBJECTID_1].&[1178],1178,14975
[DIVADM].[OBJECTID_1].&[1179],1179,11830
[DIVADM].[OBJECTID_1].&[1180],1180,6686
[DIVADM].[OBJECTID_1].&[1181],1181,4291
[DIVADM].[OBJECTID_1].&[1182],1182,9093
[DIVADM].[OBJECTID_1].&[1183],1183,18694
[DIVADM].[OBJECTID_1].&[1184],1184,15092
[DIVADM].[OBJECTID_1].&[1185],1185,9259
[DIVADM].[OBJECTID_1].&[1186],1186,19469
[DIVADM].[OBJECTID_1].&[1187],1187,1649
[DIVADM].[OBJECTID_1].&[1188],1188,6811
[DIVADM].[OBJECTID_1].&[1189],1189,18188
[DIVADM].[OBJECTID_1].&[1190],1190,7934
[DIVADM].[OBJECTID_1].&[1191],1191,30306
[DIVADM].[OBJECTID_1].&[1192],1192,33153
[DIVADM].[OBJECTID_1].&[1193],1193,2853
[DIVADM].[OBJECTID_1].&[1194],1194,8582
[DIVADM].[OBJECTID_1].&[1195],1195,23020
[DIVADM].[OBJECTID_1].&[1196],1196,15221
[DIVADM].[OBJECTID_1].&[1197],1197,2895
[DIVADM].[OBJECTID_1].&[1198],1198,798
[DIVADM].[OBJECTID_1].&[1199],1199,12470
[DIVADM].[OBJECTID_1].&[1200],1200,24903
[DIVADM].[OBJECTID_1].&[1201],1201,21657
[DIVADM].[OBJECTID_1].&[1202],1202,9730
[DIVADM].[OBJECTID_1].&[1203],1203,827
[DIVADM].[OBJECTID_1].&[1204],1204,283
[DIVADM].[OBJECTID_1].&[1205],1205,8430
[DIVADM].[OBJECTID_1].&[1206],1206,1006
[DIVADM].[OBJECTID_1].&[1207],1207,10650
[DIVADM].[OBJECTID_1].&[1208],1208,880
[DIVADM].[OBJECTID_1].&[1209],1209,4668
[DIVADM].[OBJECTID_1].&[1210],1210,6945
[DIVADM].[OBJECTID_1].&[1211],1211,39832
[DIVADM].[OBJECTID_1].&[1212],1212,74
[DIVADM].[OBJECTID_1].&[1213],1213,18832
[DIVADM].[OBJECTID_1].&[1214],1214,30777
[DIVADM].[OBJECTID_1].&[1215],1215,33661
[DIVADM].[OBJECTID_1].&[1216],1216,2058
[DIVADM].[OBJECTID_1].&[1217],1217,16709
[DIVADM].[OBJECTID_1].&[1218],1218,2189
[DIVADM].[OBJECTID_1].&[1219],1219,2754
[DIVADM].[OBJECTID_1].&[1220],1220,1183
[DIVADM].[OBJECTID_1].&[1221],1221,1200
[DIVADM].[OBJECTID_1].&[1222],1222,2681
[DIVADM].[OBJECTID_1].&[1223],1223,1098
[DIVADM].[OBJECTID_1].&[1224],1224,111
[DIVADM].[OBJECTID_1].&[1225],1225,2204
[DIVADM].[OBJECTID_1].&[1226],1226,16168
[DIVADM].[OBJECTID_1].&[1227],1227,22027
[DIVADM].[OBJECTID_1].&[1228],1228,7246
[DIVADM].[OBJECTID_1].&[1229],1229,2555
[DIVADM].[OBJECTID_1].&[1230],1230,16
[DIVADM].[OBJECTID_1].&[1231],1231,14833
[DIVADM].[OBJECTID_1].&[1232],1232,11568
[DIVADM].[OBJECTID_1].&[1233],1233,228
[DIVADM].[OBJECTID_1].&[1234],1234,8254
[DIVADM].[OBJECTID_1].&[1235],1235,12073
[DIVADM].[OBJECTID_1].&[1236],1236,16678
[DIVADM].[OBJECTID_1].&[1237],1237,15399
[DIVADM].[OBJECTID_1].&[1238],1238,2797
[DIVADM].[OBJECTID_1].&[1239],1239,3313
[DIVADM].[OBJECTID_1].&[1240],1240,18106
[DIVADM].[OBJECTID_1].&[1241],1241,933
[DIVADM].[OBJECTID_1].&[1242],1242,9309
[DIVADM].[OBJECTID_1].&[1243],1243,1165
[DIVADM].[OBJECTID_1].&[1244],1244,3381
[DIVADM].[OBJECTID_1].&[1245],1245,2116
[DIVADM].[OBJECTID_1].&[1246],1246,45
[DIVADM].[OBJECTID_1].&[1247],1247,2249
[DIVADM].[OBJECTID_1].&[1248],1248,261
[DIVADM].[OBJECTID_1].&[1249],1249,28
[DIVADM].[OBJECTID_1].&[1250],1250,9971
[DIVADM].[OBJECTID_1].&[1251],1251,62
[DIVADM].[OBJECTID_1].&[1252],1252,2454
[DIVADM].[OBJECTID_1].&[1253],1253,1683
[DIVADM].[OBJECTID_1].&[1254],1254,1642
[DIVADM].[OBJECTID_1].&[1255],1255,10611
[DIVADM].[OBJECTID_1].&[1256],1256,3461
[DIVADM].[OBJECTID_1].&[1257],1257,349
[DIVADM].[OBJECTID_1].&[1258],1258,491
[DIVADM].[OBJECTID_1].&[1259],1259,17142
[DIVADM].[OBJECTID_1].&[1260],1260,4251
[DIVADM].[OBJECTID_1].&[1261],1261,44129
[DIVADM].[OBJECTID_1].&[1262],1262,1355
[DIVADM].[OBJECTID_1].&[1263],1263,357
[DIVADM].[OBJECTID_1].&[1264],1264,1991
[DIVADM].[OBJECTID_1].&[1265],1265,31960
[DIVADM].[OBJECTID_1].&[1266],1266,60
[DIVADM].[OBJECTID_1].&[1267],1267,1724
[DIVADM].[OBJECTID_1].&[1268],1268,1833
[DIVADM].[OBJECTID_1].&[1269],1269,8518
[DIVADM].[OBJECTID_1].&[1270],1270,887
[DIVADM].[OBJECTID_1].&[1271],1271,2636
[DIVADM].[OBJECTID_1].&[1272],1272,3128
[DIVADM].[OBJECTID_1].&[1273],1273,7672
[DIVADM].[OBJECTID_1].&[1274],1274,9699
[DIVADM].[OBJECTID_1].&[1275],1275,13662
[DIVADM].[OBJECTID_1].&[1276],1276,29578
[DIVADM].[OBJECTID_1].&[1277],1277,10430
[DIVADM].[OBJECTID_1].&[1278],1278,6705
[DIVADM].[OBJECTID_1].&[1279],1279,12308
[DIVADM].[OBJECTID_1].&[1280],1280,9058
[DIVADM].[OBJECTID_1].&[1281],1281,11723
[DIVADM].[OBJECTID_1].&[1282],1282,10131
[DIVADM].[OBJECTID_1].&[1283],1283,25419
[DIVADM].[OBJECTID_1].&[1284],1284,6621
[DIVADM].[OBJECTID_1].&[1285],1285,3611
[DIVADM].[OBJECTID_1].&[1286],1286,11168
[DIVADM].[OBJECTID_1].&[1287],1287,599
[DIVADM].[OBJECTID_1].&[1288],1288,22915
[DIVADM].[OBJECTID_1].&[1289],1289,10290
[DIVADM].[OBJECTID_1].&[1290],1290,19983
[DIVADM].[OBJECTID_1].&[1291],1291,1503
[DIVADM].[OBJECTID_1].&[1292],1292,21948
[DIVADM].[OBJECTID_1].&[1293],1293,50499
[DIVADM].[OBJECTID_1].&[1294],1294,16547
[DIVADM].[OBJECTID_1].&[1295],1295,34123
[DIVADM].[OBJECTID_1].&[1296],1296,7841
[DIVADM].[OBJECTID_1].&[1297],1297,7820
[DIVADM].[OBJECTID_1].&[1298],1298,489
[DIVADM].[OBJECTID_1].&[1299],1299,4979
[DIVADM].[OBJECTID_1].&[1300],1300,2658
[DIVADM].[OBJECTID_1].&[1301],1301,6471
[DIVADM].[OBJECTID_1].&[1302],1302,6242
[DIVADM].[OBJECTID_1].&[1303],1303,6840
[DIVADM].[OBJECTID_1].&[1304],1304,16604
[DIVADM].[OBJECTID_1].&[1305],1305,26434
[DIVADM].[OBJECTID_1].&[1306],1306,10998
[DIVADM].[OBJECTID_1].&[1307],1307,42966
[DIVADM].[OBJECTID_1].&[1308],1308,9728
[DIVADM].[OBJECTID_1].&[1309],1309,41349
[DIVADM].[OBJECTID_1].&[1310],1310,46194
[DIVADM].[OBJECTID_1].&[1311],1311,5083
[DIVADM].[OBJECTID_1].&[1312],1312,16357
[DIVADM].[OBJECTID_1].&[1313],1313,19151
[DIVADM].[OBJECTID_1].&[1314],1314,12283
[DIVADM].[OBJECTID_1].&[1315],1315,11676
[DIVADM].[OBJECTID_1].&[1316],1316,31253
[DIVADM].[OBJECTID_1].&[1317],1317,54606
[DIVADM].[OBJECTID_1].&[1318],1318,10071
[DIVADM].[OBJECTID_1].&[1319],1319,4454
[DIVADM].[OBJECTID_1].&[1320],1320,6374
[DIVADM].[OBJECTID_1].&[1321],1321,38801
[DIVADM].[OBJECTID_1].&[1322],1322,11324
[DIVADM].[OBJECTID_1].&[1323],1323,35231
[DIVADM].[OBJECTID_1].&[1324],1324,19683
[DIVADM].[OBJECTID_1].&[1325],1325,1280
[DIVADM].[OBJECTID_1].&[1326],1326,8565
[DIVADM].[OBJECTID_1].&[1327],1327,15069
[DIVADM].[OBJECTID_1].&[1328],1328,14045
[DIVADM].[OBJECTID_1].&[1329],1329,5822
[DIVADM].[OBJECTID_1].&[1330],1330,16005
[DIVADM].[OBJECTID_1].&[1331],1331,19992
[DIVADM].[OBJECTID_1].&[1332],1332,12946
[DIVADM].[OBJECTID_1].&[1333],1333,23413
[DIVADM].[OBJECTID_1].&[1334],1334,547
[DIVADM].[OBJECTID_1].&[1335],1335,675
[DIVADM].[OBJECTID_1].&[1336],1336,33983
[DIVADM].[OBJECTID_1].&[1337],1337,14001
[DIVADM].[OBJECTID_1].&[1338],1338,3227
[DIVADM].[OBJECTID_1].&[1339],1339,1221
[DIVADM].[OBJECTID_1].&[1340],1340,4158
[DIVADM].[OBJECTID_1].&[1341],1341,7066
[DIVADM].[OBJECTID_1].&[1342],1342,12392
[DIVADM].[OBJECTID_1].&[1343],1343,26299
[DIVADM].[OBJECTID_1].&[1344],1344,9012
[DIVADM].[OBJECTID_1].&[1345],1345,14994
[DIVADM].[OBJECTID_1].&[1346],1346,11471
[DIVADM].[OBJECTID_1].&[1347],1347,6811
[DIVADM].[OBJECTID_1].&[1348],1348,27201
[DIVADM].[OBJECTID_1].&[1349],1349,23169
[DIVADM].[OBJECTID_1].&[1350],1350,12264
[DIVADM].[OBJECTID_1].&[1351],1351,6992
[DIVADM].[OBJECTID_1].&[1352],1352,5173
[DIVADM].[OBJECTID_1].&[1353],1353,19198
[DIVADM].[OBJECTID_1].&[1354],1354,12119
[DIVADM].[OBJECTID_1].&[1355],1355,10784
[DIVADM].[OBJECTID_1].&[1356],1356,26509
[DIVADM].[OBJECTID_1].&[1357],1357,3682
[DIVADM].[OBJECTID_1].&[1358],1358,18290
[DIVADM].[OBJECTID_1].&[1359],1359,3780
[DIVADM].[OBJECTID_1].&[1360],1360,14707
[DIVADM].[OBJECTID_1].&[1361],1361,22231
[DIVADM].[OBJECTID_1].&[1362],1362,22899
[DIVADM].[OBJECTID_1].&[1363],1363,9842
[DIVADM].[OBJECTID_1].&[1364],1364,18275
[DIVADM].[OBJECTID_1].&[1365],1365,6376
[DIVADM].[OBJECTID_1].&[1366],1366,26622
[DIVADM].[OBJECTID_1].&[1367],1367,53396
[DIVADM].[OBJECTID_1].&[1368],1368,30694
[DIVADM].[OBJECTID_1].&[1369],1369,15350
[DIVADM].[OBJECTID_1].&[1370],1370,2049
[DIVADM].[OBJECTID_1].&[1371],1371,1150
[DIVADM].[OBJECTID_1].&[1372],1372,15123
[DIVADM].[OBJECTID_1].&[1373],1373,1863
[DIVADM].[OBJECTID_1].&[1374],1374,11530
[DIVADM].[OBJECTID_1].&[1375],1375,6765
[DIVADM].[OBJECTID_1].&[1376],1376,20668
[DIVADM].[OBJECTID_1].&[1377],1377,7726
[DIVADM].[OBJECTID_1].&[1378],1378,7256
[DIVADM].[OBJECTID_1].&[1379],1379,11288
[DIVADM].[OBJECTID_1].&[1380],1380,11881
[DIVADM].[OBJECTID_1].&[1381],1381,17938
[DIVADM].[OBJECTID_1].&[1382],1382,5897
[DIVADM].[OBJECTID_1].&[1383],1383,7093
[DIVADM].[OBJECTID_1].&[1384],1384,14070
[DIVADM].[OBJECTID_1].&[1385],1385,5634
[DIVADM].[OBJECTID_1].&[1386],1386,8511
[DIVADM].[OBJECTID_1].&[1387],1387,12893
[DIVADM].[OBJECTID_1].&[1388],1388,3529
[DIVADM].[OBJECTID_1].&[1389],1389,17753
[DIVADM].[OBJECTID_1].&[1390],1390,13832
[DIVADM].[OBJECTID_1].&[1391],1391,3762
[DIVADM].[OBJECTID_1].&[1392],1392,2766
[DIVADM].[OBJECTID_1].&[1393],1393,24956
[DIVADM].[OBJECTID_1].&[1394],1394,951
[DIVADM].[OBJECTID_1].&[1395],1395,606
[DIVADM].[OBJECTID_1].&[1396],1396,664
[DIVADM].[OBJECTID_1].&[1397],1397,457
[DIVADM].[OBJECTID_1].&[1398],1398,3809
[DIVADM].[OBJECTID_1].&[1399],1399,6664
[DIVADM].[OBJECTID_1].&[1400],1400,13847
[DIVADM].[OBJECTID_1].&[1401],1401,4511
[DIVADM].[OBJECTID_1].&[1402],1402,1624
[DIVADM].[OBJECTID_1].&[1403],1403,16928
[DIVADM].[OBJECTID_1].&[1404],1404,5934
[DIVADM].[OBJECTID_1].&[1405],1405,29427
[DIVADM].[OBJECTID_1].&[1406],1406,27018
[DIVADM].[OBJECTID_1].&[1407],1407,13412
[DIVADM].[OBJECTID_1].&[1408],1408,2259
[DIVADM].[OBJECTID_1].&[1409],1409,8038
[DIVADM].[OBJECTID_1].&[1410],1410,6336
[DIVADM].[OBJECTID_1].&[1411],1411,7919
[DIVADM].[OBJECTID_1].&[1412],1412,1763
[DIVADM].[OBJECTID_1].&[1413],1413,9489
[DIVADM].[OBJECTID_1].&[1414],1414,412
[DIVADM].[OBJECTID_1].&[1415],1415,1406
[DIVADM].[OBJECTID_1].&[1416],1416,1170
[DIVADM].[OBJECTID_1].&[1417],1417,9143
[DIVADM].[OBJECTID_1].&[1418],1418,374
[DIVADM].[OBJECTID_1].&[1419],1419,1134
[DIVADM].[OBJECTID_1].&[1420],1420,266
[DIVADM].[OBJECTID_1].&[1421],1421,6744
[DIVADM].[OBJECTID_1].&[1422],1422,596
[DIVADM].[OBJECTID_1].&[1423],1423,155
[DIVADM].[OBJECTID_1].&[1424],1424,665
[DIVADM].[OBJECTID_1].&[1425],1425,136
[DIVADM].[OBJECTID_1].&[1426],1426,99
[DIVADM].[OBJECTID_1].&[1427],1427,21639
[DIVADM].[OBJECTID_1].&[1428],1428,23906
[DIVADM].[OBJECTID_1].&[1429],1429,14428
[DIVADM].[OBJECTID_1].&[1430],1430,5177
[DIVADM].[OBJECTID_1].&[1431],1431,1216
[DIVADM].[OBJECTID_1].&[1432],1432,3612
[DIVADM].[OBJECTID_1].&[1433],1433,13127
[DIVADM].[OBJECTID_1].&[1434],1434,4293
[DIVADM].[OBJECTID_1].&[1435],1435,9513
[DIVADM].[OBJECTID_1].&[1436],1436,4299
[DIVADM].[OBJECTID_1].&[1437],1437,6237
[DIVADM].[OBJECTID_1].&[1438],1438,7010
[DIVADM].[OBJECTID_1].&[1439],1439,2116
[DIVADM].[OBJECTID_1].&[1440],1440,22063
[DIVADM].[OBJECTID_1].&[1441],1441,16897
[DIVADM].[OBJECTID_1].&[1442],1442,22258
[DIVADM].[OBJECTID_1].&[1443],1443,19746
[DIVADM].[OBJECTID_1].&[1444],1444,13413
[DIVADM].[OBJECTID_1].&[1445],1445,11301
[DIVADM].[OBJECTID_1].&[1446],1446,7873
[DIVADM].[OBJECTID_1].&[1447],1447,17871
[DIVADM].[OBJECTID_1].&[1448],1448,35499
[DIVADM].[OBJECTID_1].&[1449],1449,5071
[DIVADM].[OBJECTID_1].&[1450],1450,10425
[DIVADM].[OBJECTID_1].&[1451],1451,11624
[DIVADM].[OBJECTID_1].&[1452],1452,2885
[DIVADM].[OBJECTID_1].&[1453],1453,8827
[DIVADM].[OBJECTID_1].&[1454],1454,5243
[DIVADM].[OBJECTID_1].&[1455],1455,6246
[DIVADM].[OBJECTID_1].&[1456],1456,87
[DIVADM].[OBJECTID_1].&[1457],1457,3815
[DIVADM].[OBJECTID_1].&[1458],1458,290
[DIVADM].[OBJECTID_1].&[1459],1459,6494
[DIVADM].[OBJECTID_1].&[1460],1460,987
[DIVADM].[OBJECTID_1].&[1461],1461,1416
[DIVADM].[OBJECTID_1].&[1462],1462,456
[DIVADM].[OBJECTID_1].&[1463],1463,947
[DIVADM].[OBJECTID_1].&[1464],1464,3489
[DIVADM].[OBJECTID_1].&[1465],1465,1091
[DIVADM].[OBJECTID_1].&[1466],1466,4002
[DIVADM].[OBJECTID_1].&[1467],1467,31280
[DIVADM].[OBJECTID_1].&[1468],1468,1900
[DIVADM].[OBJECTID_1].&[1469],1469,2149
[DIVADM].[OBJECTID_1].&[1470],1470,6694
[DIVADM].[OBJECTID_1].&[1471],1471,713
[DIVADM].[OBJECTID_1].&[1472],1472,1283
[DIVADM].[OBJECTID_1].&[1473],1473,498
[DIVADM].[OBJECTID_1].&[1474],1474,1836
[DIVADM].[OBJECTID_1].&[1475],1475,986
[DIVADM].[OBJECTID_1].&[1476],1476,3749
[DIVADM].[OBJECTID_1].&[1477],1477,2264
[DIVADM].[OBJECTID_1].&[1478],1478,3140
[DIVADM].[OBJECTID_1].&[1479],1479,8759
[DIVADM].[OBJECTID_1].&[1480],1480,10146
[DIVADM].[OBJECTID_1].&[1481],1481,33721
[DIVADM].[OBJECTID_1].&[1482],1482,17402
[DIVADM].[OBJECTID_1].&[1483],1483,17663
[DIVADM].[OBJECTID_1].&[1484],1484,8896
[DIVADM].[OBJECTID_1].&[1485],1485,37074
[DIVADM].[OBJECTID_1].&[1486],1486,49123
[DIVADM].[OBJECTID_1].&[1487],1487,15219
[DIVADM].[OBJECTID_1].&[1488],1488,9860
[DIVADM].[OBJECTID_1].&[1489],1489,6197
[DIVADM].[OBJECTID_1].&[1490],1490,3884
[DIVADM].[OBJECTID_1].&[1491],1491,1391
[DIVADM].[OBJECTID_1].&[1492],1492,2393
[DIVADM].[OBJECTID_1].&[1493],1493,15543
[DIVADM].[OBJECTID_1].&[1494],1494,9156
[DIVADM].[OBJECTID_1].&[1495],1495,3846
[DIVADM].[OBJECTID_1].&[1496],1496,12142
[DIVADM].[OBJECTID_1].&[1497],1497,881
[DIVADM].[OBJECTID_1].&[1498],1498,3016
[DIVADM].[OBJECTID_1].&[1499],1499,1730
[DIVADM].[OBJECTID_1].&[1500],1500,8593
[DIVADM].[OBJECTID_1].&[1501],1501,1772
[DIVADM].[OBJECTID_1].&[1502],1502,11951
[DIVADM].[OBJECTID_1].&[1503],1503,11062
[DIVADM].[OBJECTID_1].&[1504],1504,9598
[DIVADM].[OBJECTID_1].&[1505],1505,828
[DIVADM].[OBJECTID_1].&[1506],1506,2201
[DIVADM].[OBJECTID_1].&[1507],1507,950
[DIVADM].[OBJECTID_1].&[1508],1508,1424
[DIVADM].[OBJECTID_1].&[1509],1509,8824
[DIVADM].[OBJECTID_1].&[1510],1510,707
[DIVADM].[OBJECTID_1].&[1511],1511,1167
[DIVADM].[OBJECTID_1].&[1512],1512,2920
[DIVADM].[OBJECTID_1].&[1513],1513,2864
[DIVADM].[OBJECTID_1].&[1514],1514,11083
[DIVADM].[OBJECTID_1].&[1515],1515,24778
[DIVADM].[OBJECTID_1].&[1516],1516,1261
[DIVADM].[OBJECTID_1].&[1517],1517,6142
[DIVADM].[OBJECTID_1].&[1518],1518,22872
[DIVADM].[OBJECTID_1].&[1519],1519,77615
[DIVADM].[OBJECTID_1].&[1520],1520,20911
[DIVADM].[OBJECTID_1].&[1521],1521,16602
[DIVADM].[OBJECTID_1].&[1522],1522,29017
[DIVADM].[OBJECTID_1].&[1523],1523,4555
[DIVADM].[OBJECTID_1].&[1524],1524,2305
[DIVADM].[OBJECTID_1].&[1525],1525,3581
[DIVADM].[OBJECTID_1].&[1526],1526,22131
[DIVADM].[OBJECTID_1].&[1527],1527,4751
[DIVADM].[OBJECTID_1].&[1528],1528,28007
[DIVADM].[OBJECTID_1].&[1529],1529,18429
[DIVADM].[OBJECTID_1].&[1530],1530,28008
[DIVADM].[OBJECTID_1].&[1531],1531,30335
[DIVADM].[OBJECTID_1].&[1532],1532,25161
[DIVADM].[OBJECTID_1].&[1533],1533,52588
[DIVADM].[OBJECTID_1].&[1534],1534,8793
[DIVADM].[OBJECTID_1].&[1535],1535,28679
[DIVADM].[OBJECTID_1].&[1536],1536,16308
[DIVADM].[OBJECTID_1].&[1537],1537,4715
[DIVADM].[OBJECTID_1].&[1538],1538,28120
[DIVADM].[OBJECTID_1].&[1539],1539,11599
[DIVADM].[OBJECTID_1].&[1540],1540,29484
[DIVADM].[OBJECTID_1].&[1541],1541,41188
[DIVADM].[OBJECTID_1].&[1542],1542,3774
[DIVADM].[OBJECTID_1].&[1543],1543,1459
[DIVADM].[OBJECTID_1].&[1544],1544,11472
