[DIVPOL].[OBJECTID_1].[OBJECTID_1].[MEMBER_UNIQUE_NAME],[DIVPOL].[OBJECTID_1].[OBJECTID_1].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DIVPOL].[OBJECTID_1].&[502],502,10893
[DIVPOL].[OBJECTID_1].&[503],503,4210
[DIVPOL].[OBJECTID_1].&[504],504,13315
[DIVPOL].[OBJECTID_1].&[505],505,2473
[DIVPOL].[OBJECTID_1].&[506],506,15417
[DIVPOL].[OBJECTID_1].&[507],507,8838
[DIVPOL].[OBJECTID_1].&[508],508,17766
[DIVPOL].[OBJECTID_1].&[509],509,25000
[DIVPOL].[OBJECTID_1].&[510],510,4730
[DIVPOL].[OBJECTID_1].&[511],511,10998
[DIVPOL].[OBJECTID_1].&[512],512,2259
[DIVPOL].[OBJECTID_1].&[513],513,366
[DIVPOL].[OBJECTID_1].&[514],514,35201
[DIVPOL].[OBJECTID_1].&[515],515,868
[DIVPOL].[OBJECTID_1].&[516],516,1411
[DIVPOL].[OBJECTID_1].&[517],517,1549
[DIVPOL].[OBJECTID_1].&[518],518,1151
[DIVPOL].[OBJECTID_1].&[519],519,2183
[DIVPOL].[OBJECTID_1].&[520],520,897
[DIVPOL].[OBJECTID_1].&[521],521,1324
[DIVPOL].[OBJECTID_1].&[522],522,635
[DIVPOL].[OBJECTID_1].&[523],523,879
[DIVPOL].[OBJECTID_1].&[524],524,598
[DIVPOL].[OBJECTID_1].&[525],525,813
[DIVPOL].[OBJECTID_1].&[526],526,15584
[DIVPOL].[OBJECTID_1].&[527],527,665
[DIVPOL].[OBJECTID_1].&[528],528,1726
[DIVPOL].[OBJECTID_1].&[529],529,3377
[DIVPOL].[OBJECTID_1].&[530],530,210
[DIVPOL].[OBJECTID_1].&[531],531,3185
[DIVPOL].[OBJECTID_1].&[532],532,511
[DIVPOL].[OBJECTID_1].&[533],533,697
[DIVPOL].[OBJECTID_1].&[534],534,4326
[DIVPOL].[OBJECTID_1].&[535],535,393
[DIVPOL].[OBJECTID_1].&[536],536,1207
[DIVPOL].[OBJECTID_1].&[537],537,210
[DIVPOL].[OBJECTID_1].&[538],538,14398
[DIVPOL].[OBJECTID_1].&[539],539,4539
[DIVPOL].[OBJECTID_1].&[540],540,249
[DIVPOL].[OBJECTID_1].&[541],541,9970
[DIVPOL].[OBJECTID_1].&[542],542,1095
[DIVPOL].[OBJECTID_1].&[543],543,1057
[DIVPOL].[OBJECTID_1].&[544],544,437
[DIVPOL].[OBJECTID_1].&[545],545,1171
[DIVPOL].[OBJECTID_1].&[546],546,1763
[DIVPOL].[OBJECTID_1].&[547],547,707
[DIVPOL].[OBJECTID_1].&[548],548,2270
[DIVPOL].[OBJECTID_1].&[549],549,999
[DIVPOL].[OBJECTID_1].&[550],550,5380
[DIVPOL].[OBJECTID_1].&[551],551,389
[DIVPOL].[OBJECTID_1].&[552],552,956
[DIVPOL].[OBJECTID_1].&[553],553,443
[DIVPOL].[OBJECTID_1].&[554],554,514
[DIVPOL].[OBJECTID_1].&[555],555,900
[DIVPOL].[OBJECTID_1].&[556],556,620
[DIVPOL].[OBJECTID_1].&[557],557,752
[DIVPOL].[OBJECTID_1].&[558],558,242
[DIVPOL].[OBJECTID_1].&[559],559,640
[DIVPOL].[OBJECTID_1].&[560],560,1903
[DIVPOL].[OBJECTID_1].&[561],561,22066
[DIVPOL].[OBJECTID_1].&[562],562,460
[DIVPOL].[OBJECTID_1].&[563],563,78448
[DIVPOL].[OBJECTID_1].&[564],564,2843
[DIVPOL].[OBJECTID_1].&[565],565,4818
[DIVPOL].[OBJECTID_1].&[566],566,10018
[DIVPOL].[OBJECTID_1].&[567],567,2472
[DIVPOL].[OBJECTID_1].&[568],568,563
[DIVPOL].[OBJECTID_1].&[569],569,293
[DIVPOL].[OBJECTID_1].&[570],570,2197
[DIVPOL].[OBJECTID_1].&[571],571,273
[DIVPOL].[OBJECTID_1].&[572],572,13911
[DIVPOL].[OBJECTID_1].&[573],573,1718
[DIVPOL].[OBJECTID_1].&[574],574,1317
[DIVPOL].[OBJECTID_1].&[575],575,536
[DIVPOL].[OBJECTID_1].&[576],576,475
[DIVPOL].[OBJECTID_1].&[577],577,18362
[DIVPOL].[OBJECTID_1].&[578],578,827
[DIVPOL].[OBJECTID_1].&[579],579,645
[DIVPOL].[OBJECTID_1].&[580],580,543
[DIVPOL].[OBJECTID_1].&[581],581,959
[DIVPOL].[OBJECTID_1].&[582],582,2253
[DIVPOL].[OBJECTID_1].&[583],583,1975
[DIVPOL].[OBJECTID_1].&[584],584,699
[DIVPOL].[OBJECTID_1].&[585],585,374
[DIVPOL].[OBJECTID_1].&[586],586,1478
[DIVPOL].[OBJECTID_1].&[587],587,427
[DIVPOL].[OBJECTID_1].&[588],588,2265
[DIVPOL].[OBJECTID_1].&[589],589,69222
[DIVPOL].[OBJECTID_1].&[590],590,2758
[DIVPOL].[OBJECTID_1].&[591],591,5748
[DIVPOL].[OBJECTID_1].&[592],592,7397
[DIVPOL].[OBJECTID_1].&[593],593,5132
[DIVPOL].[OBJECTID_1].&[594],594,1645
[DIVPOL].[OBJECTID_1].&[595],595,3212
[DIVPOL].[OBJECTID_1].&[596],596,504339
[DIVPOL].[OBJECTID_1].&[597],597,7949
[DIVPOL].[OBJECTID_1].&[598],598,29427
[DIVPOL].[OBJECTID_1].&[599],599,4171
[DIVPOL].[OBJECTID_1].&[600],600,1937
[DIVPOL].[OBJECTID_1].&[601],601,1051
[DIVPOL].[OBJECTID_1].&[602],602,2957
[DIVPOL].[OBJECTID_1].&[603],603,778
[DIVPOL].[OBJECTID_1].&[604],604,654
[DIVPOL].[OBJECTID_1].&[605],605,133
[DIVPOL].[OBJECTID_1].&[606],606,367
[DIVPOL].[OBJECTID_1].&[607],607,107
[DIVPOL].[OBJECTID_1].&[608],608,7393
[DIVPOL].[OBJECTID_1].&[609],609,1562
[DIVPOL].[OBJECTID_1].&[610],610,1515
[DIVPOL].[OBJECTID_1].&[611],611,41798
[DIVPOL].[OBJECTID_1].&[612],612,7672
[DIVPOL].[OBJECTID_1].&[613],613,5614
[DIVPOL].[OBJECTID_1].&[614],614,4307
[DIVPOL].[OBJECTID_1].&[615],615,8801
[DIVPOL].[OBJECTID_1].&[616],616,80960
[DIVPOL].[OBJECTID_1].&[617],617,6424
[DIVPOL].[OBJECTID_1].&[618],618,138
[DIVPOL].[OBJECTID_1].&[619],619,98121
[DIVPOL].[OBJECTID_1].&[620],620,9699
[DIVPOL].[OBJECTID_1].&[621],621,3726
[DIVPOL].[OBJECTID_1].&[622],622,5697
[DIVPOL].[OBJECTID_1].&[623],623,3611
[DIVPOL].[OBJECTID_1].&[624],624,448
[DIVPOL].[OBJECTID_1].&[625],625,1888
[DIVPOL].[OBJECTID_1].&[626],626,20661
[DIVPOL].[OBJECTID_1].&[627],627,772
[DIVPOL].[OBJECTID_1].&[628],628,331
[DIVPOL].[OBJECTID_1].&[629],629,1067
[DIVPOL].[OBJECTID_1].&[630],630,268
[DIVPOL].[OBJECTID_1].&[631],631,306
[DIVPOL].[OBJECTID_1].&[632],632,2759
[DIVPOL].[OBJECTID_1].&[633],633,18245
[DIVPOL].[OBJECTID_1].&[634],634,220
[DIVPOL].[OBJECTID_1].&[635],635,221
[DIVPOL].[OBJECTID_1].&[636],636,409
[DIVPOL].[OBJECTID_1].&[637],637,100263
[DIVPOL].[OBJECTID_1].&[638],638,4203
[DIVPOL].[OBJECTID_1].&[639],639,1525
[DIVPOL].[OBJECTID_1].&[640],640,3248
[DIVPOL].[OBJECTID_1].&[641],641,1593
[DIVPOL].[OBJECTID_1].&[642],642,1503
[DIVPOL].[OBJECTID_1].&[643],643,2673
[DIVPOL].[OBJECTID_1].&[644],644,1667
[DIVPOL].[OBJECTID_1].&[645],645,13915
[DIVPOL].[OBJECTID_1].&[646],646,184
[DIVPOL].[OBJECTID_1].&[647],647,430
[DIVPOL].[OBJECTID_1].&[648],648,292
[DIVPOL].[OBJECTID_1].&[649],649,650
[DIVPOL].[OBJECTID_1].&[650],650,1404
[DIVPOL].[OBJECTID_1].&[651],651,1569
[DIVPOL].[OBJECTID_1].&[652],652,545
[DIVPOL].[OBJECTID_1].&[653],653,485
[DIVPOL].[OBJECTID_1].&[654],654,272
[DIVPOL].[OBJECTID_1].&[655],655,1728
[DIVPOL].[OBJECTID_1].&[656],656,143
[DIVPOL].[OBJECTID_1].&[657],657,252
[DIVPOL].[OBJECTID_1].&[658],658,49
[DIVPOL].[OBJECTID_1].&[659],659,3952576
[DIVPOL].[OBJECTID_1].&[660],660,17813
[DIVPOL].[OBJECTID_1].&[661],661,5153
[DIVPOL].[OBJECTID_1].&[662],662,22215
[DIVPOL].[OBJECTID_1].&[663],663,3498
[DIVPOL].[OBJECTID_1].&[664],664,8029
[DIVPOL].[OBJECTID_1].&[665],665,27014
[DIVPOL].[OBJECTID_1].&[666],666,18079
[DIVPOL].[OBJECTID_1].&[667],667,58942
[DIVPOL].[OBJECTID_1].&[668],668,9998
[DIVPOL].[OBJECTID_1].&[669],669,796
[DIVPOL].[OBJECTID_1].&[670],670,156729
[DIVPOL].[OBJECTID_1].&[671],671,4573
[DIVPOL].[OBJECTID_1].&[672],672,6811
[DIVPOL].[OBJECTID_1].&[673],673,7647
[DIVPOL].[OBJECTID_1].&[674],674,11412
[DIVPOL].[OBJECTID_1].&[675],675,377282
[DIVPOL].[OBJECTID_1].&[676],676,61243
[DIVPOL].[OBJECTID_1].&[677],677,8119
[DIVPOL].[OBJECTID_1].&[678],678,1488
[DIVPOL].[OBJECTID_1].&[679],679,54995
[DIVPOL].[OBJECTID_1].&[680],680,217135
[DIVPOL].[OBJECTID_1].&[681],681,7682
[DIVPOL].[OBJECTID_1].&[682],682,5862
[DIVPOL].[OBJECTID_1].&[683],683,6354
[DIVPOL].[OBJECTID_1].&[684],684,65999
[DIVPOL].[OBJECTID_1].&[685],685,6528
[DIVPOL].[OBJECTID_1].&[686],686,7579
[DIVPOL].[OBJECTID_1].&[687],687,7482
[DIVPOL].[OBJECTID_1].&[688],688,9004
[DIVPOL].[OBJECTID_1].&[689],689,46750
[DIVPOL].[OBJECTID_1].&[690],690,11737
[DIVPOL].[OBJECTID_1].&[691],691,41455
[DIVPOL].[OBJECTID_1].&[692],692,2189
[DIVPOL].[OBJECTID_1].&[693],693,4932
[DIVPOL].[OBJECTID_1].&[694],694,96994
[DIVPOL].[OBJECTID_1].&[695],695,19785
[DIVPOL].[OBJECTID_1].&[696],696,21309
[DIVPOL].[OBJECTID_1].&[697],697,18749
[DIVPOL].[OBJECTID_1].&[698],698,2684
[DIVPOL].[OBJECTID_1].&[699],699,1284
[DIVPOL].[OBJECTID_1].&[700],700,2838
[DIVPOL].[OBJECTID_1].&[701],701,34067
[DIVPOL].[OBJECTID_1].&[702],702,6339
[DIVPOL].[OBJECTID_1].&[703],703,7128
[DIVPOL].[OBJECTID_1].&[704],704,30306
[DIVPOL].[OBJECTID_1].&[705],705,70833
[DIVPOL].[OBJECTID_1].&[706],706,13089
[DIVPOL].[OBJECTID_1].&[707],707,4804
[DIVPOL].[OBJECTID_1].&[708],708,11269
[DIVPOL].[OBJECTID_1].&[709],709,18275
[DIVPOL].[OBJECTID_1].&[710],710,29779
[DIVPOL].[OBJECTID_1].&[711],711,12667
[DIVPOL].[OBJECTID_1].&[712],712,10928
[DIVPOL].[OBJECTID_1].&[713],713,418303
[DIVPOL].[OBJECTID_1].&[714],714,648
[DIVPOL].[OBJECTID_1].&[715],715,1875
[DIVPOL].[OBJECTID_1].&[716],716,2439
[DIVPOL].[OBJECTID_1].&[717],717,1211
[DIVPOL].[OBJECTID_1].&[718],718,326
[DIVPOL].[OBJECTID_1].&[719],719,11057
[DIVPOL].[OBJECTID_1].&[720],720,1850
[DIVPOL].[OBJECTID_1].&[721],721,2587
[DIVPOL].[OBJECTID_1].&[722],722,1019
[DIVPOL].[OBJECTID_1].&[723],723,2036
[DIVPOL].[OBJECTID_1].&[724],724,7279
[DIVPOL].[OBJECTID_1].&[725],725,671
[DIVPOL].[OBJECTID_1].&[726],726,605
[DIVPOL].[OBJECTID_1].&[727],727,20181
[DIVPOL].[OBJECTID_1].&[728],728,765
[DIVPOL].[OBJECTID_1].&[729],729,889
[DIVPOL].[OBJECTID_1].&[730],730,405
[DIVPOL].[OBJECTID_1].&[731],731,374
[DIVPOL].[OBJECTID_1].&[732],732,45855
[DIVPOL].[OBJECTID_1].&[733],733,3599
[DIVPOL].[OBJECTID_1].&[734],734,580
[DIVPOL].[OBJECTID_1].&[735],735,3069
[DIVPOL].[OBJECTID_1].&[736],736,130
[DIVPOL].[OBJECTID_1].&[737],737,9647
[DIVPOL].[OBJECTID_1].&[738],738,382
[DIVPOL].[OBJECTID_1].&[739],739,1139
[DIVPOL].[OBJECTID_1].&[740],740,1052
[DIVPOL].[OBJECTID_1].&[741],741,169
[DIVPOL].[OBJECTID_1].&[742],742,2543
[DIVPOL].[OBJECTID_1].&[743],743,340
[DIVPOL].[OBJECTID_1].&[744],744,401
[DIVPOL].[OBJECTID_1].&[745],745,420
[DIVPOL].[OBJECTID_1].&[746],746,196
[DIVPOL].[OBJECTID_1].&[747],747,4068
[DIVPOL].[OBJECTID_1].&[748],748,663
[DIVPOL].[OBJECTID_1].&[749],749,743
[DIVPOL].[OBJECTID_1].&[750],750,770
[DIVPOL].[OBJECTID_1].&[751],751,788
[DIVPOL].[OBJECTID_1].&[752],752,572
[DIVPOL].[OBJECTID_1].&[753],753,237
[DIVPOL].[OBJECTID_1].&[754],754,3256
[DIVPOL].[OBJECTID_1].&[755],755,1233
[DIVPOL].[OBJECTID_1].&[756],756,1969
[DIVPOL].[OBJECTID_1].&[757],757,618
[DIVPOL].[OBJECTID_1].&[758],758,651
[DIVPOL].[OBJECTID_1].&[759],759,17442
[DIVPOL].[OBJECTID_1].&[760],760,462
[DIVPOL].[OBJECTID_1].&[761],761,201
[DIVPOL].[OBJECTID_1].&[762],762,933
[DIVPOL].[OBJECTID_1].&[763],763,9223
[DIVPOL].[OBJECTID_1].&[764],764,296
[DIVPOL].[OBJECTID_1].&[765],765,661
[DIVPOL].[OBJECTID_1].&[766],766,465
[DIVPOL].[OBJECTID_1].&[767],767,354
[DIVPOL].[OBJECTID_1].&[768],768,255
[DIVPOL].[OBJECTID_1].&[769],769,691
[DIVPOL].[OBJECTID_1].&[770],770,635
[DIVPOL].[OBJECTID_1].&[771],771,9489
[DIVPOL].[OBJECTID_1].&[772],772,360
[DIVPOL].[OBJECTID_1].&[773],773,250
[DIVPOL].[OBJECTID_1].&[774],774,412
[DIVPOL].[OBJECTID_1].&[775],775,579
[DIVPOL].[OBJECTID_1].&[776],776,367
[DIVPOL].[OBJECTID_1].&[777],777,9601
[DIVPOL].[OBJECTID_1].&[778],778,478
[DIVPOL].[OBJECTID_1].&[779],779,244
[DIVPOL].[OBJECTID_1].&[780],780,332
[DIVPOL].[OBJECTID_1].&[781],781,750
[DIVPOL].[OBJECTID_1].&[782],782,389
[DIVPOL].[OBJECTID_1].&[783],783,606
[DIVPOL].[OBJECTID_1].&[784],784,404
[DIVPOL].[OBJECTID_1].&[785],785,569
[DIVPOL].[OBJECTID_1].&[786],786,1567
[DIVPOL].[OBJECTID_1].&[787],787,266
[DIVPOL].[OBJECTID_1].&[788],788,1418
[DIVPOL].[OBJECTID_1].&[789],789,120
[DIVPOL].[OBJECTID_1].&[790],790,266
[DIVPOL].[OBJECTID_1].&[791],791,6744
[DIVPOL].[OBJECTID_1].&[792],792,107
[DIVPOL].[OBJECTID_1].&[793],793,665
[DIVPOL].[OBJECTID_1].&[794],794,136
[DIVPOL].[OBJECTID_1].&[795],795,596
[DIVPOL].[OBJECTID_1].&[796],796,99
[DIVPOL].[OBJECTID_1].&[797],797,410
[DIVPOL].[OBJECTID_1].&[798],798,276
[DIVPOL].[OBJECTID_1].&[799],799,533
[DIVPOL].[OBJECTID_1].&[800],800,3261
[DIVPOL].[OBJECTID_1].&[801],801,222
[DIVPOL].[OBJECTID_1].&[802],802,1278
[DIVPOL].[OBJECTID_1].&[803],803,2092
[DIVPOL].[OBJECTID_1].&[804],804,220
[DIVPOL].[OBJECTID_1].&[805],805,240839
[DIVPOL].[OBJECTID_1].&[806],806,5820
[DIVPOL].[OBJECTID_1].&[807],807,15350
[DIVPOL].[OBJECTID_1].&[808],808,19055
[DIVPOL].[OBJECTID_1].&[809],809,12489
[DIVPOL].[OBJECTID_1].&[810],810,15328
[DIVPOL].[OBJECTID_1].&[811],811,2974
[DIVPOL].[OBJECTID_1].&[812],812,6228
[DIVPOL].[OBJECTID_1].&[813],813,33115
[DIVPOL].[OBJECTID_1].&[814],814,25046
[DIVPOL].[OBJECTID_1].&[815],815,2045
[DIVPOL].[OBJECTID_1].&[816],816,20265
[DIVPOL].[OBJECTID_1].&[817],817,276422
[DIVPOL].[OBJECTID_1].&[818],818,17438
[DIVPOL].[OBJECTID_1].&[819],819,11378
[DIVPOL].[OBJECTID_1].&[820],820,9345
[DIVPOL].[OBJECTID_1].&[821],821,18679
[DIVPOL].[OBJECTID_1].&[822],822,79105
[DIVPOL].[OBJECTID_1].&[823],823,16192
[DIVPOL].[OBJECTID_1].&[824],824,58183
[DIVPOL].[OBJECTID_1].&[825],825,4452
[DIVPOL].[OBJECTID_1].&[826],826,9007
[DIVPOL].[OBJECTID_1].&[827],827,81690
[DIVPOL].[OBJECTID_1].&[828],828,15786
[DIVPOL].[OBJECTID_1].&[829],829,38943
[DIVPOL].[OBJECTID_1].&[830],830,30454
[DIVPOL].[OBJECTID_1].&[831],831,14313
[DIVPOL].[OBJECTID_1].&[832],832,310597
[DIVPOL].[OBJECTID_1].&[833],833,7608
[DIVPOL].[OBJECTID_1].&[834],834,2049
[DIVPOL].[OBJECTID_1].&[835],835,14763
[DIVPOL].[OBJECTID_1].&[836],836,1150
[DIVPOL].[OBJECTID_1].&[837],837,6126
[DIVPOL].[OBJECTID_1].&[838],838,2970
[DIVPOL].[OBJECTID_1].&[839],839,482
[DIVPOL].[OBJECTID_1].&[840],840,22240
[DIVPOL].[OBJECTID_1].&[841],841,337
[DIVPOL].[OBJECTID_1].&[842],842,1306
[DIVPOL].[OBJECTID_1].&[843],843,68382
[DIVPOL].[OBJECTID_1].&[844],844,583
[DIVPOL].[OBJECTID_1].&[845],845,4034
[DIVPOL].[OBJECTID_1].&[846],846,1597
[DIVPOL].[OBJECTID_1].&[847],847,954
[DIVPOL].[OBJECTID_1].&[848],848,1054
[DIVPOL].[OBJECTID_1].&[849],849,2028
[DIVPOL].[OBJECTID_1].&[850],850,2952
[DIVPOL].[OBJECTID_1].&[851],851,54017
[DIVPOL].[OBJECTID_1].&[852],852,1363
[DIVPOL].[OBJECTID_1].&[853],853,1338
[DIVPOL].[OBJECTID_1].&[854],854,8217
[DIVPOL].[OBJECTID_1].&[855],855,127
[DIVPOL].[OBJECTID_1].&[856],856,977
[DIVPOL].[OBJECTID_1].&[857],857,38867
[DIVPOL].[OBJECTID_1].&[858],858,402
[DIVPOL].[OBJECTID_1].&[859],859,1890
[DIVPOL].[OBJECTID_1].&[860],860,454
[DIVPOL].[OBJECTID_1].&[861],861,249
[DIVPOL].[OBJECTID_1].&[862],862,839
[DIVPOL].[OBJECTID_1].&[863],863,738
[DIVPOL].[OBJECTID_1].&[864],864,2990
[DIVPOL].[OBJECTID_1].&[865],865,8498
[DIVPOL].[OBJECTID_1].&[866],866,296912
[DIVPOL].[OBJECTID_1].&[867],867,1368
[DIVPOL].[OBJECTID_1].&[868],868,1648
[DIVPOL].[OBJECTID_1].&[869],869,58981
[DIVPOL].[OBJECTID_1].&[870],870,1669
[DIVPOL].[OBJECTID_1].&[871],871,6590
[DIVPOL].[OBJECTID_1].&[872],872,1218
[DIVPOL].[OBJECTID_1].&[873],873,3747
[DIVPOL].[OBJECTID_1].&[874],874,1227
[DIVPOL].[OBJECTID_1].&[875],875,579
[DIVPOL].[OBJECTID_1].&[876],876,5571
[DIVPOL].[OBJECTID_1].&[877],877,456
[DIVPOL].[OBJECTID_1].&[878],878,1085
[DIVPOL].[OBJECTID_1].&[879],879,23846
[DIVPOL].[OBJECTID_1].&[880],880,10494
[DIVPOL].[OBJECTID_1].&[881],881,1991
[DIVPOL].[OBJECTID_1].&[882],882,993
[DIVPOL].[OBJECTID_1].&[883],883,860
[DIVPOL].[OBJECTID_1].&[884],884,185
[DIVPOL].[OBJECTID_1].&[885],885,23230
[DIVPOL].[OBJECTID_1].&[886],886,13586
[DIVPOL].[OBJECTID_1].&[887],887,3829
[DIVPOL].[OBJECTID_1].&[888],888,19763
[DIVPOL].[OBJECTID_1].&[889],889,1624
[DIVPOL].[OBJECTID_1].&[890],890,1860
[DIVPOL].[OBJECTID_1].&[891],891,4483
[DIVPOL].[OBJECTID_1].&[892],892,827
[DIVPOL].[OBJECTID_1].&[893],893,727
[DIVPOL].[OBJECTID_1].&[894],894,440
[DIVPOL].[OBJECTID_1].&[895],895,37653
[DIVPOL].[OBJECTID_1].&[896],896,6603
[DIVPOL].[OBJECTID_1].&[897],897,4897
[DIVPOL].[OBJECTID_1].&[898],898,541
[DIVPOL].[OBJECTID_1].&[899],899,3112
[DIVPOL].[OBJECTID_1].&[900],900,7506
[DIVPOL].[OBJECTID_1].&[901],901,2353
[DIVPOL].[OBJECTID_1].&[902],902,1869
[DIVPOL].[OBJECTID_1].&[903],903,6591
[DIVPOL].[OBJECTID_1].&[904],904,21233
[DIVPOL].[OBJECTID_1].&[905],905,14217
[DIVPOL].[OBJECTID_1].&[906],906,3589
[DIVPOL].[OBJECTID_1].&[907],907,107335
[DIVPOL].[OBJECTID_1].&[908],908,213
[DIVPOL].[OBJECTID_1].&[909],909,5479
[DIVPOL].[OBJECTID_1].&[910],910,796
[DIVPOL].[OBJECTID_1].&[911],911,17760
[DIVPOL].[OBJECTID_1].&[912],912,1595
[DIVPOL].[OBJECTID_1].&[913],913,278
[DIVPOL].[OBJECTID_1].&[914],914,1579
[DIVPOL].[OBJECTID_1].&[915],915,4539
[DIVPOL].[OBJECTID_1].&[916],916,18384
[DIVPOL].[OBJECTID_1].&[917],917,121
[DIVPOL].[OBJECTID_1].&[918],918,52
[DIVPOL].[OBJECTID_1].&[919],919,4341
[DIVPOL].[OBJECTID_1].&[920],920,117
[DIVPOL].[OBJECTID_1].&[921],921,289
[DIVPOL].[OBJECTID_1].&[922],922,423
[DIVPOL].[OBJECTID_1].&[923],923,132
[DIVPOL].[OBJECTID_1].&[924],924,861
[DIVPOL].[OBJECTID_1].&[925],925,7321
[DIVPOL].[OBJECTID_1].&[926],926,906
[DIVPOL].[OBJECTID_1].&[927],927,332
[DIVPOL].[OBJECTID_1].&[928],928,1066
[DIVPOL].[OBJECTID_1].&[929],929,10912
[DIVPOL].[OBJECTID_1].&[930],930,812
[DIVPOL].[OBJECTID_1].&[931],931,600
[DIVPOL].[OBJECTID_1].&[932],932,1925
[DIVPOL].[OBJECTID_1].&[933],933,1239
[DIVPOL].[OBJECTID_1].&[934],934,7919
[DIVPOL].[OBJECTID_1].&[935],935,192
[DIVPOL].[OBJECTID_1].&[936],936,480
[DIVPOL].[OBJECTID_1].&[937],937,1141
[DIVPOL].[OBJECTID_1].&[938],938,420
[DIVPOL].[OBJECTID_1].&[939],939,691
[DIVPOL].[OBJECTID_1].&[940],940,923
[DIVPOL].[OBJECTID_1].&[941],941,29107
[DIVPOL].[OBJECTID_1].&[942],942,1960
[DIVPOL].[OBJECTID_1].&[943],943,2793
[DIVPOL].[OBJECTID_1].&[944],944,1265
[DIVPOL].[OBJECTID_1].&[945],945,6252
[DIVPOL].[OBJECTID_1].&[946],946,9598
[DIVPOL].[OBJECTID_1].&[947],947,1701
[DIVPOL].[OBJECTID_1].&[948],948,90
[DIVPOL].[OBJECTID_1].&[949],949,143
[DIVPOL].[OBJECTID_1].&[950],950,60
[DIVPOL].[OBJECTID_1].&[951],951,217
[DIVPOL].[OBJECTID_1].&[952],952,5967
[DIVPOL].[OBJECTID_1].&[953],953,34
[DIVPOL].[OBJECTID_1].&[954],954,1237
[DIVPOL].[OBJECTID_1].&[955],955,393
[DIVPOL].[OBJECTID_1].&[956],956,134
[DIVPOL].[OBJECTID_1].&[957],957,4154
[DIVPOL].[OBJECTID_1].&[958],958,236
[DIVPOL].[OBJECTID_1].&[959],959,1644
[DIVPOL].[OBJECTID_1].&[960],960,4527
[DIVPOL].[OBJECTID_1].&[961],961,3015
[DIVPOL].[OBJECTID_1].&[962],962,25127
[DIVPOL].[OBJECTID_1].&[963],963,3857
[DIVPOL].[OBJECTID_1].&[964],964,1934
[DIVPOL].[OBJECTID_1].&[965],965,184
[DIVPOL].[OBJECTID_1].&[966],966,728
[DIVPOL].[OBJECTID_1].&[967],967,2186
[DIVPOL].[OBJECTID_1].&[968],968,1567
[DIVPOL].[OBJECTID_1].&[969],969,7229
[DIVPOL].[OBJECTID_1].&[970],970,497
[DIVPOL].[OBJECTID_1].&[971],971,53
[DIVPOL].[OBJECTID_1].&[972],972,120
[DIVPOL].[OBJECTID_1].&[973],973,150
[DIVPOL].[OBJECTID_1].&[974],974,87
[DIVPOL].[OBJECTID_1].&[975],975,3686
[DIVPOL].[OBJECTID_1].&[976],976,544
[DIVPOL].[OBJECTID_1].&[977],977,196
[DIVPOL].[OBJECTID_1].&[978],978,2569
[DIVPOL].[OBJECTID_1].&[979],979,537
[DIVPOL].[OBJECTID_1].&[980],980,73
[DIVPOL].[OBJECTID_1].&[981],981,19728
[DIVPOL].[OBJECTID_1].&[982],982,1183
[DIVPOL].[OBJECTID_1].&[983],983,3970
[DIVPOL].[OBJECTID_1].&[984],984,12393
[DIVPOL].[OBJECTID_1].&[985],985,1200
[DIVPOL].[OBJECTID_1].&[986],986,1266
[DIVPOL].[OBJECTID_1].&[987],987,922
[DIVPOL].[OBJECTID_1].&[988],988,5005
[DIVPOL].[OBJECTID_1].&[989],989,5330
[DIVPOL].[OBJECTID_1].&[990],990,253
[DIVPOL].[OBJECTID_1].&[991],991,298
[DIVPOL].[OBJECTID_1].&[992],992,758
[DIVPOL].[OBJECTID_1].&[993],993,92
[DIVPOL].[OBJECTID_1].&[994],994,5178
[DIVPOL].[OBJECTID_1].&[995],995,148
[DIVPOL].[OBJECTID_1].&[996],996,178
[DIVPOL].[OBJECTID_1].&[997],997,1807
[DIVPOL].[OBJECTID_1].&[998],998,17
[DIVPOL].[OBJECTID_1].&[999],999,300
[DIVPOL].[OBJECTID_1].&[1000],1000,4131
[DIVPOL].[OBJECTID_1].&[1001],1001,3104
[DIVPOL].[OBJECTID_1].&[1002],1002,75244
[DIVPOL].[OBJECTID_1].&[1003],1003,4678
[DIVPOL].[OBJECTID_1].&[1004],1004,12941
[DIVPOL].[OBJECTID_1].&[1005],1005,8109
[DIVPOL].[OBJECTID_1].&[1006],1006,28056
[DIVPOL].[OBJECTID_1].&[1007],1007,688
[DIVPOL].[OBJECTID_1].&[1008],1008,4158
[DIVPOL].[OBJECTID_1].&[1009],1009,66078
[DIVPOL].[OBJECTID_1].&[1010],1010,11694
[DIVPOL].[OBJECTID_1].&[1011],1011,23338
[DIVPOL].[OBJECTID_1].&[1012],1012,2369
[DIVPOL].[OBJECTID_1].&[1013],1013,7098
[DIVPOL].[OBJECTID_1].&[1014],1014,29427
[DIVPOL].[OBJECTID_1].&[1015],1015,26590
[DIVPOL].[OBJECTID_1].&[1016],1016,7311
[DIVPOL].[OBJECTID_1].&[1017],1017,118755
[DIVPOL].[OBJECTID_1].&[1018],1018,1300
[DIVPOL].[OBJECTID_1].&[1019],1019,30566
[DIVPOL].[OBJECTID_1].&[1020],1020,8047
[DIVPOL].[OBJECTID_1].&[1021],1021,5674
