[DIVADM].[AREAKM].[AREAKM].[MEMBER_UNIQUE_NAME],[DIVADM].[AREAKM].[AREAKM].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DIVADM].[AREAKM].&[8.52928009E1],"85,2928009",8293
[DIVADM].[AREAKM].&[8.545539856E1],"85,45539856",2393
[DIVADM].[AREAKM].&[8.548789978E1],"85,48789978",4589
[DIVADM].[AREAKM].&[8.556809998E1],"85,56809998",1067
[DIVADM].[AREAKM].&[8.557309723E1],"85,57309723",3006
[DIVADM].[AREAKM].&[8.585079956E1],"85,85079956",8137
[DIVADM].[AREAKM].&[8.659420013E1],"86,59420013",3688
[DIVADM].[AREAKM].&[8.676129913E1],"86,76129913",1025
[DIVADM].[AREAKM].&[8.708950043E1],"87,08950043",27801
[DIVADM].[AREAKM].&[8.713259888E1],"87,13259888",9799
[DIVADM].[AREAKM].&[8.729889679E1],"87,29889679",26024
[DIVADM].[AREAKM].&[8.776809692E1],"87,76809692",6355
[DIVADM].[AREAKM].&[8.80318985E1],"88,0318985",12368
[DIVADM].[AREAKM].&[8.813480377E1],"88,13480377",5913
[DIVADM].[AREAKM].&[8.820749664E1],"88,20749664",5128
[DIVADM].[AREAKM].&[8.839309692E1],"88,39309692",3700
[DIVADM].[AREAKM].&[8.859889984E1],"88,59889984",21304
[DIVADM].[AREAKM].&[8.880090332E1],"88,80090332",6504
[DIVADM].[AREAKM].&[8.894129944E1],"88,94129944",15421
[DIVADM].[AREAKM].&[8.965699768E1],"89,65699768",7579
[DIVADM].[AREAKM].&[9.001139832E1],"90,01139832",9259
[DIVADM].[AREAKM].&[9.043730164E1],"90,43730164",16463
[DIVADM].[AREAKM].&[9.093769836E1],"90,93769836",266
[DIVADM].[AREAKM].&[9.11446991E1],"91,1446991",881
[DIVADM].[AREAKM].&[9.14910965E1],"91,4910965",14419
[DIVADM].[AREAKM].&[9.192919922E1],"91,92919922",15704
[DIVADM].[AREAKM].&[9.237220001E1],"92,37220001",290
[DIVADM].[AREAKM].&[9.261260223E1],"92,61260223",3227
[DIVADM].[AREAKM].&[9.315480042E1],"93,15480042",22082
[DIVADM].[AREAKM].&[9.334390259E1],"93,34390259",462
[DIVADM].[AREAKM].&[9.372100067E1],"93,72100067",606
[DIVADM].[AREAKM].&[9.387550354E1],"93,87550354",107
[DIVADM].[AREAKM].&[9.401239777E1],"94,01239777",828
[DIVADM].[AREAKM].&[9.414109802E1],"94,14109802",7358
[DIVADM].[AREAKM].&[9.425469971E1],"94,25469971",13321
[DIVADM].[AREAKM].&[9.426679993E1],"94,26679993",10821
[DIVADM].[AREAKM].&[9.430670166E1],"94,30670166",1200
[DIVADM].[AREAKM].&[9.449780273E1],"94,49780273",2523
[DIVADM].[AREAKM].&[9.450160217E1],"94,50160217",25210
[DIVADM].[AREAKM].&[9.485590363E1],"94,85590363",675
[DIVADM].[AREAKM].&[9.532920074E1],"95,32920074",11402
[DIVADM].[AREAKM].&[9.627899933E1],"96,27899933",22027
[DIVADM].[AREAKM].&[9.68859024E1],"96,8859024",1047
[DIVADM].[AREAKM].&[9.690119934E1],"96,90119934",24778
[DIVADM].[AREAKM].&[9.698789978E1],"96,98789978",21885
[DIVADM].[AREAKM].&[9.719059753E1],"97,19059753",441
[DIVADM].[AREAKM].&[9.741010284E1],"97,41010284",2402
[DIVADM].[AREAKM].&[9.763990021E1],"97,63990021",2838
[DIVADM].[AREAKM].&[9.791230011E1],"97,91230011",5820
[DIVADM].[AREAKM].&[9.816760254E1],"98,16760254",12877
[DIVADM].[AREAKM].&[9.829740143E1],"98,29740143",641
[DIVADM].[AREAKM].&[9.839179993E1],"98,39179993",1669
[DIVADM].[AREAKM].&[9.841850281E1],"98,41850281",18254
[DIVADM].[AREAKM].&[9.861769867E1],"98,61769867",9216
[DIVADM].[AREAKM].&[9.865789795E1],"98,65789795",374
[DIVADM].[AREAKM].&[9.886990356E1],"98,86990356",9598
[DIVADM].[AREAKM].&[9.952780151E1],"99,52780151",3016
[DIVADM].[AREAKM].&[1.0102200317E2],"101,02200317",1211
[DIVADM].[AREAKM].&[1.0111000061E2],"101,11000061",2189
[DIVADM].[AREAKM].&[1.0134500122E2],"101,34500122",6471
[DIVADM].[AREAKM].&[1.0170999908E2],"101,70999908",11591
[DIVADM].[AREAKM].&[1.0174700165E2],"101,74700165",1186
[DIVADM].[AREAKM].&[1.0183399963E2],"101,83399963",41188
[DIVADM].[AREAKM].&[1.0193199921E2],"101,93199921",599
[DIVADM].[AREAKM].&[1.0193800354E2],"101,93800354",326
[DIVADM].[AREAKM].&[1.0211000061E2],"102,11000061",9156
[DIVADM].[AREAKM].&[1.0213600159E2],"102,13600159",977
[DIVADM].[AREAKM].&[1.021969986E2],"102,1969986",17780
[DIVADM].[AREAKM].&[1.025530014E2],"102,5530014",49
[DIVADM].[AREAKM].&[1.0282099915E2],"102,82099915",547
[DIVADM].[AREAKM].&[1.0295600128E2],"102,95600128",4333
[DIVADM].[AREAKM].&[1.0306400299E2],"103,06400299",9522
[DIVADM].[AREAKM].&[1.0308300018E2],"103,08300018",1673
[DIVADM].[AREAKM].&[1.0308399963E2],"103,08399963",827
[DIVADM].[AREAKM].&[1.0331800079E2],"103,31800079",1261
[DIVADM].[AREAKM].&[1.0443599701E2],"104,43599701",10672
[DIVADM].[AREAKM].&[1.0446299744E2],"104,46299744",3468
[DIVADM].[AREAKM].&[1.0499199677E2],"104,99199677",2658
[DIVADM].[AREAKM].&[1.052009964E2],"105,2009964",7239
[DIVADM].[AREAKM].&[1.065739975E2],"106,5739975",587
[DIVADM].[AREAKM].&[1.0669799805E2],"106,69799805",301
[DIVADM].[AREAKM].&[1.0705200195E2],"107,05200195",1278
[DIVADM].[AREAKM].&[1.0710199738E2],"107,10199738",2439
[DIVADM].[AREAKM].&[1.0723699951E2],"107,23699951",3503
[DIVADM].[AREAKM].&[1.0742099762E2],"107,42099762",6241
[DIVADM].[AREAKM].&[1.0835399628E2],"108,35399628",387
[DIVADM].[AREAKM].&[1.0868599701E2],"108,68599701",7128
[DIVADM].[AREAKM].&[1.0939399719E2],"109,39399719",1991
[DIVADM].[AREAKM].&[1.0985800171E2],"109,85800171",14428
[DIVADM].[AREAKM].&[1.0998200226E2],"109,98200226",627
[DIVADM].[AREAKM].&[1.1012999725E2],"110,12999725",1667
[DIVADM].[AREAKM].&[1.1038700104E2],"110,38700104",5176
[DIVADM].[AREAKM].&[1.1067500305E2],"110,67500305",6228
[DIVADM].[AREAKM].&[1.1133599854E2],"111,33599854",2785
[DIVADM].[AREAKM].&[1.1202500153E2],"112,02500153",4812
[DIVADM].[AREAKM].&[1.1220600128E2],"112,20600128",8309
[DIVADM].[AREAKM].&[1.1313400269E2],"113,13400269",1134
[DIVADM].[AREAKM].&[1.1314900208E2],"113,14900208",5301
[DIVADM].[AREAKM].&[1.1315000153E2],"113,15000153",473
[DIVADM].[AREAKM].&[1.143730011E2],"114,3730011",1044
[DIVADM].[AREAKM].&[1.1455599976E2],"114,55599976",2249
[DIVADM].[AREAKM].&[1.1479399872E2],"114,79399872",1227
[DIVADM].[AREAKM].&[1.1586799622E2],"115,86799622",10923
[DIVADM].[AREAKM].&[1.1591699982E2],"115,91699982",178
[DIVADM].[AREAKM].&[1.1602500153E2],"116,02500153",15774
[DIVADM].[AREAKM].&[1.1604199982E2],"116,04199982",16004
[DIVADM].[AREAKM].&[1.1753299713E2],"117,53299713",3044
[DIVADM].[AREAKM].&[1.175739975E2],"117,5739975",3958
[DIVADM].[AREAKM].&[1.1760700226E2],"117,60700226",2759
[DIVADM].[AREAKM].&[1.1772000122E2],"117,72000122",1167
[DIVADM].[AREAKM].&[1.1776699829E2],"117,76699829",233
[DIVADM].[AREAKM].&[1.1820500183E2],"118,20500183",901
[DIVADM].[AREAKM].&[1.1845500183E2],"118,45500183",11412
[DIVADM].[AREAKM].&[1.1973899841E2],"119,73899841",5244
[DIVADM].[AREAKM].&[1.1974900055E2],"119,74900055",766
[DIVADM].[AREAKM].&[1.1983300018E2],"119,83300018",11639
[DIVADM].[AREAKM].&[1.2027500153E2],"120,27500153",956
[DIVADM].[AREAKM].&[1.2052500153E2],"120,52500153",27013
[DIVADM].[AREAKM].&[1.2081900024E2],"120,81900024",1190
[DIVADM].[AREAKM].&[1.2093199921E2],"120,93199921",3581
[DIVADM].[AREAKM].&[1.2113300323E2],"121,13300323",7994
[DIVADM].[AREAKM].&[1.2114900208E2],"121,14900208",337
[DIVADM].[AREAKM].&[1.2151200104E2],"121,51200104",1772
[DIVADM].[AREAKM].&[1.2306300354E2],"123,06300354",4506
[DIVADM].[AREAKM].&[1.2307800293E2],"123,07800293",3992
[DIVADM].[AREAKM].&[1.2317900085E2],"123,17900085",1064
[DIVADM].[AREAKM].&[1.2329100037E2],"123,29100037",7518
[DIVADM].[AREAKM].&[1.238010025E2],"123,8010025",3128
[DIVADM].[AREAKM].&[1.2402100372E2],"124,02100372",7608
[DIVADM].[AREAKM].&[1.2464099884E2],"124,64099884",1037
[DIVADM].[AREAKM].&[1.2469400024E2],"124,69400024",16602
[DIVADM].[AREAKM].&[1.2469499969E2],"124,69499969",651
[DIVADM].[AREAKM].&[1.251269989E2],"125,1269989",8135
[DIVADM].[AREAKM].&[1.2527600098E2],"125,27600098",2116
[DIVADM].[AREAKM].&[1.2572899628E2],"125,72899628",12172
[DIVADM].[AREAKM].&[1.2630599976E2],"126,30599976",11465
[DIVADM].[AREAKM].&[1.2656600189E2],"126,56600189",22843
[DIVADM].[AREAKM].&[1.2661399841E2],"126,61399841",1280
[DIVADM].[AREAKM].&[1.2676899719E2],"126,76899719",1900
[DIVADM].[AREAKM].&[1.2697299957E2],"126,97299957",606
[DIVADM].[AREAKM].&[1.2796199799E2],"127,96199799",2533
[DIVADM].[AREAKM].&[1.2818899536E2],"128,18899536",10178
[DIVADM].[AREAKM].&[1.2819299316E2],"128,19299316",13089
[DIVADM].[AREAKM].&[1.2946299744E2],"129,46299744",1878
[DIVADM].[AREAKM].&[1.2971800232E2],"129,71800232",6485
[DIVADM].[AREAKM].&[1.3015899658E2],"130,15899658",4315
[DIVADM].[AREAKM].&[1.3041000366E2],"130,41000366",1091
[DIVADM].[AREAKM].&[1.3088900757E2],"130,88900757",1165
[DIVADM].[AREAKM].&[1.3097399902E2],"130,97399902",986
[DIVADM].[AREAKM].&[1.3143600464E2],"131,43600464",901
[DIVADM].[AREAKM].&[1.3144000244E2],"131,44000244",99
[DIVADM].[AREAKM].&[1.3148899841E2],"131,48899841",5453
[DIVADM].[AREAKM].&[1.3188400269E2],"131,88400269",15340
[DIVADM].[AREAKM].&[1.3262800598E2],"132,62800598",1520
[DIVADM].[AREAKM].&[1.3305499268E2],"133,05499268",238
[DIVADM].[AREAKM].&[1.3344400024E2],"133,44400024",2189
[DIVADM].[AREAKM].&[1.3419000244E2],"134,19000244",9687
[DIVADM].[AREAKM].&[1.3455599976E2],"134,55599976",1683
[DIVADM].[AREAKM].&[1.3492199707E2],"134,92199707",827
[DIVADM].[AREAKM].&[1.3592599487E2],"135,92599487",19785
[DIVADM].[AREAKM].&[1.3649200439E2],"136,49200439",10425
[DIVADM].[AREAKM].&[1.3656700134E2],"136,56700134",2970
[DIVADM].[AREAKM].&[1.3699200439E2],"136,99200439",4831
[DIVADM].[AREAKM].&[1.3739100647E2],"137,39100647",8838
[DIVADM].[AREAKM].&[1.375039978E2],"137,5039978",1488
[DIVADM].[AREAKM].&[1.3766400146E2],"137,66400146",1794
[DIVADM].[AREAKM].&[1.3794000244E2],"137,94000244",11717
[DIVADM].[AREAKM].&[1.3824699402E2],"138,24699402",933
[DIVADM].[AREAKM].&[1.3848599243E2],"138,48599243",9044
[DIVADM].[AREAKM].&[1.3880400085E2],"138,80400085",8029
[DIVADM].[AREAKM].&[1.3993800354E2],"139,93800354",14033
[DIVADM].[AREAKM].&[1.4015100098E2],"140,15100098",1790
[DIVADM].[AREAKM].&[1.4031300354E2],"140,31300354",21228
[DIVADM].[AREAKM].&[1.4059500122E2],"140,59500122",38
[DIVADM].[AREAKM].&[1.4106599426E2],"141,06599426",14234
[DIVADM].[AREAKM].&[1.4135299683E2],"141,35299683",2749
[DIVADM].[AREAKM].&[1.4145599365E2],"141,45599365",4489
[DIVADM].[AREAKM].&[1.4185499573E2],"141,85499573",1597
[DIVADM].[AREAKM].&[1.4196299744E2],"141,96299744",1417
[DIVADM].[AREAKM].&[1.4241900635E2],"142,41900635",1085
[DIVADM].[AREAKM].&[1.4242100525E2],"142,42100525",15773
[DIVADM].[AREAKM].&[1.4386500549E2],"143,86500549",579
[DIVADM].[AREAKM].&[1.4448100281E2],"144,48100281",772
[DIVADM].[AREAKM].&[1.4484100342E2],"144,84100342",6907
[DIVADM].[AREAKM].&[1.459750061E2],"145,9750061",727
[DIVADM].[AREAKM].&[1.4625100708E2],"146,25100708",2920
[DIVADM].[AREAKM].&[1.4626199341E2],"146,26199341",2454
[DIVADM].[AREAKM].&[1.4632400513E2],"146,32400513",4646
[DIVADM].[AREAKM].&[1.4645799255E2],"146,45799255",10241
[DIVADM].[AREAKM].&[1.4768200684E2],"147,68200684",4995
[DIVADM].[AREAKM].&[1.4778999329E2],"147,78999329",17448
[DIVADM].[AREAKM].&[1.4801800537E2],"148,01800537",3069
[DIVADM].[AREAKM].&[1.4830499268E2],"148,30499268",2136
[DIVADM].[AREAKM].&[1.4834599304E2],"148,34599304",6562
[DIVADM].[AREAKM].&[1.4870799255E2],"148,70799255",12413
[DIVADM].[AREAKM].&[1.4877900696E2],"148,77900696",215
[DIVADM].[AREAKM].&[1.4937399292E2],"149,37399292",1991
[DIVADM].[AREAKM].&[1.4969099426E2],"149,69099426",3611
[DIVADM].[AREAKM].&[1.4969799805E2],"149,69799805",499
[DIVADM].[AREAKM].&[1.5016099548E2],"150,16099548",409
[DIVADM].[AREAKM].&[1.5069900513E2],"150,69900513",578
[DIVADM].[AREAKM].&[1.5088299561E2],"150,88299561",1156
[DIVADM].[AREAKM].&[1.5145300293E2],"151,45300293",2083
[DIVADM].[AREAKM].&[1.5157400513E2],"151,57400513",572
[DIVADM].[AREAKM].&[1.5164900208E2],"151,64900208",8124
[DIVADM].[AREAKM].&[1.5187800598E2],"151,87800598",8593
[DIVADM].[AREAKM].&[1.5225500488E2],"152,25500488",3884
[DIVADM].[AREAKM].&[1.5326400757E2],"153,26400757",12667
[DIVADM].[AREAKM].&[1.5344200134E2],"153,44200134",8801
[DIVADM].[AREAKM].&[1.5369299316E2],"153,69299316",6590
[DIVADM].[AREAKM].&[1.5388999939E2],"153,88999939",5957
[DIVADM].[AREAKM].&[1.5433399963E2],"154,33399963",3016
[DIVADM].[AREAKM].&[1.55022995E2],"155,022995",10094
[DIVADM].[AREAKM].&[1.5520799255E2],"155,20799255",2116
[DIVADM].[AREAKM].&[1.5557800293E2],"155,57800293",710
[DIVADM].[AREAKM].&[1.5573800659E2],"155,73800659",7269
[DIVADM].[AREAKM].&[1.5590899658E2],"155,90899658",3573
[DIVADM].[AREAKM].&[1.5639700317E2],"156,39700317",316
[DIVADM].[AREAKM].&[1.5651699829E2],"156,51699829",993
[DIVADM].[AREAKM].&[1.5743499756E2],"157,43499756",4555
[DIVADM].[AREAKM].&[1.5767300415E2],"157,67300415",1975
[DIVADM].[AREAKM].&[1.5790100098E2],"157,90100098",1665
[DIVADM].[AREAKM].&[1.5793600464E2],"157,93600464",12152
[DIVADM].[AREAKM].&[1.5821200562E2],"158,21200562",425
[DIVADM].[AREAKM].&[1.5920899963E2],"159,20899963",1808
[DIVADM].[AREAKM].&[1.592539978E2],"159,2539978",439
[DIVADM].[AREAKM].&[1.6007899475E2],"160,07899475",11083
[DIVADM].[AREAKM].&[1.6080200195E2],"160,80200195",3815
[DIVADM].[AREAKM].&[1.6115699768E2],"161,15699768",13847
[DIVADM].[AREAKM].&[1.6129800415E2],"161,29800415",2793
[DIVADM].[AREAKM].&[1.6142100525E2],"161,42100525",987
[DIVADM].[AREAKM].&[1.6161500549E2],"161,61500549",551
[DIVADM].[AREAKM].&[1.6167900085E2],"161,67900085",6922
[DIVADM].[AREAKM].&[1.6168899536E2],"161,68899536",370
[DIVADM].[AREAKM].&[1.6213400269E2],"162,13400269",1525
[DIVADM].[AREAKM].&[1.6328799438E2],"163,28799438",2681
[DIVADM].[AREAKM].&[1.633730011E2],"163,3730011",25046
[DIVADM].[AREAKM].&[1.6340600586E2],"163,40600586",4804
[DIVADM].[AREAKM].&[1.63875E2],"163,875",3461
[DIVADM].[AREAKM].&[1.6390499878E2],"163,90499878",7803
[DIVADM].[AREAKM].&[1.64022995E2],"164,022995",23162
[DIVADM].[AREAKM].&[1.6425E2],"164,25",705
[DIVADM].[AREAKM].&[1.6428599548E2],"164,28599548",4892
[DIVADM].[AREAKM].&[1.643999939E2],"164,3999939",2010
[DIVADM].[AREAKM].&[1.6496400452E2],"164,96400452",5075
[DIVADM].[AREAKM].&[1.6527099609E2],"165,27099609",6237
[DIVADM].[AREAKM].&[1.6530299377E2],"165,30299377",28
[DIVADM].[AREAKM].&[1.655249939E2],"165,5249939",357
[DIVADM].[AREAKM].&[1.6558700562E2],"165,58700562",2376
[DIVADM].[AREAKM].&[1.6635699463E2],"166,35699463",18290
[DIVADM].[AREAKM].&[1.6807000732E2],"168,07000732",2853
[DIVADM].[AREAKM].&[1.6811199951E2],"168,11199951",15500
[DIVADM].[AREAKM].&[1.6863800049E2],"168,63800049",541
[DIVADM].[AREAKM].&[1.6883500671E2],"168,83500671",11038
[DIVADM].[AREAKM].&[1.69102005E2],"169,102005",2062
[DIVADM].[AREAKM].&[1.7018299866E2],"170,18299866",2751
[DIVADM].[AREAKM].&[1.7126499939E2],"171,26499939",2990
[DIVADM].[AREAKM].&[1.7162199402E2],"171,62199402",4307
[DIVADM].[AREAKM].&[1.7328799438E2],"173,28799438",772
[DIVADM].[AREAKM].&[1.733769989E2],"173,3769989",21942
[DIVADM].[AREAKM].&[1.7379499817E2],"173,79499817",1406
[DIVADM].[AREAKM].&[1.7523199463E2],"175,23199463",596
[DIVADM].[AREAKM].&[1.7611999512E2],"176,11999512",5177
[DIVADM].[AREAKM].&[1.7720799255E2],"177,20799255",1939
[DIVADM].[AREAKM].&[1.781000061E2],"178,1000061",1069
[DIVADM].[AREAKM].&[1.781269989E2],"178,1269989",3071
[DIVADM].[AREAKM].&[1.8052600098E2],"180,52600098",7666
[DIVADM].[AREAKM].&[1.8053500366E2],"180,53500366",1216
[DIVADM].[AREAKM].&[1.8118200684E2],"181,18200684",1266
[DIVADM].[AREAKM].&[1.8265600586E2],"182,65600586",4293
[DIVADM].[AREAKM].&[1.8367500305E2],"183,67500305",354
[DIVADM].[AREAKM].&[1.8413200378E2],"184,13200378",5465
[DIVADM].[AREAKM].&[1.8413999939E2],"184,13999939",12715
[DIVADM].[AREAKM].&[1.8453900146E2],"184,53900146",3686
[DIVADM].[AREAKM].&[1.8535299683E2],"185,35299683",2288
[DIVADM].[AREAKM].&[1.8671099854E2],"186,71099854",12489
[DIVADM].[AREAKM].&[1.8689199829E2],"186,89199829",3034
[DIVADM].[AREAKM].&[1.8709300232E2],"187,09300232",2177
[DIVADM].[AREAKM].&[1.8767900085E2],"187,67900085",17699
[DIVADM].[AREAKM].&[1.8774499512E2],"187,74499512",11748
[DIVADM].[AREAKM].&[1.8833900452E2],"188,33900452",1459
[DIVADM].[AREAKM].&[1.8866200256E2],"188,66200256",10893
[DIVADM].[AREAKM].&[1.8910400391E2],"189,10400391",5407
[DIVADM].[AREAKM].&[1.8993299866E2],"189,93299866",665
[DIVADM].[AREAKM].&[1.9033399963E2],"190,33399963",14347
[DIVADM].[AREAKM].&[1.9035099792E2],"190,35099792",586
[DIVADM].[AREAKM].&[1.9040499878E2],"190,40499878",469
[DIVADM].[AREAKM].&[1.916000061E2],"191,6000061",6991
[DIVADM].[AREAKM].&[1.9198100281E2],"191,98100281",1871
[DIVADM].[AREAKM].&[1.9215400696E2],"192,15400696",1836
[DIVADM].[AREAKM].&[1.9249000549E2],"192,49000549",1057
[DIVADM].[AREAKM].&[1.9251600647E2],"192,51600647",9971
[DIVADM].[AREAKM].&[1.9325E2],"193,25",2944
[DIVADM].[AREAKM].&[1.9391400146E2],"193,91400146",1883
[DIVADM].[AREAKM].&[1.940249939E2],"194,0249939",880
[DIVADM].[AREAKM].&[1.9456799316E2],"194,56799316",1416
[DIVADM].[AREAKM].&[1.947250061E2],"194,7250061",6744
[DIVADM].[AREAKM].&[1.9484500122E2],"194,84500122",14418
[DIVADM].[AREAKM].&[1.949019928E2],"194,9019928",1198
[DIVADM].[AREAKM].&[1.9556199646E2],"195,56199646",7418
[DIVADM].[AREAKM].&[1.9566099548E2],"195,66099548",6275
[DIVADM].[AREAKM].&[1.958999939E2],"195,8999939",7117
[DIVADM].[AREAKM].&[1.9618400574E2],"196,18400574",20065
[DIVADM].[AREAKM].&[1.963730011E2],"196,3730011",4483
[DIVADM].[AREAKM].&[1.9646899414E2],"196,46899414",5620
[DIVADM].[AREAKM].&[1.9758799744E2],"197,58799744",4743
[DIVADM].[AREAKM].&[1.9893299866E2],"198,93299866",2830
[DIVADM].[AREAKM].&[1.9990499878E2],"199,90499878",4838
[DIVADM].[AREAKM].&[2.0034300232E2],"200,34300232",1306
[DIVADM].[AREAKM].&[2.0049000549E2],"200,49000549",3509
[DIVADM].[AREAKM].&[2.0162399292E2],"201,62399292",4252
[DIVADM].[AREAKM].&[2.0391499329E2],"203,91499329",412
[DIVADM].[AREAKM].&[2.0441299438E2],"204,41299438",3599
[DIVADM].[AREAKM].&[2.0484100342E2],"204,84100342",9143
[DIVADM].[AREAKM].&[2.0494000244E2],"204,94000244",2000
[DIVADM].[AREAKM].&[2.0522200012E2],"205,22200012",2143
[DIVADM].[AREAKM].&[2.0565800476E2],"205,65800476",2520
[DIVADM].[AREAKM].&[2.0593800354E2],"205,93800354",11728
[DIVADM].[AREAKM].&[2.0594999695E2],"205,94999695",11057
[DIVADM].[AREAKM].&[2.0644299316E2],"206,44299316",14010
[DIVADM].[AREAKM].&[2.0675500488E2],"206,75500488",46
[DIVADM].[AREAKM].&[2.0697900391E2],"206,97900391",7455
[DIVADM].[AREAKM].&[2.0748599243E2],"207,48599243",947
[DIVADM].[AREAKM].&[2.0769099426E2],"207,69099426",4389
[DIVADM].[AREAKM].&[2.0963000488E2],"209,63000488",5563
[DIVADM].[AREAKM].&[2.1016499329E2],"210,16499329",318
[DIVADM].[AREAKM].&[2.1029899597E2],"210,29899597",3489
[DIVADM].[AREAKM].&[2.1065100098E2],"210,65100098",1983
[DIVADM].[AREAKM].&[2.1252900696E2],"212,52900696",2597
[DIVADM].[AREAKM].&[2.12772995E2],"212,772995",126
[DIVADM].[AREAKM].&[2.1277400208E2],"212,77400208",2636
[DIVADM].[AREAKM].&[2.1292100525E2],"212,92100525",185
[DIVADM].[AREAKM].&[2.1327799988E2],"213,27799988",127
[DIVADM].[AREAKM].&[2.1341799927E2],"213,41799927",796
[DIVADM].[AREAKM].&[2.1379699707E2],"213,79699707",2633
[DIVADM].[AREAKM].&[2.1406300354E2],"214,06300354",1937
[DIVADM].[AREAKM].&[2.1481300354E2],"214,81300354",3825
[DIVADM].[AREAKM].&[2.1504499817E2],"215,04499817",2895
[DIVADM].[AREAKM].&[2.1550799561E2],"215,50799561",644
[DIVADM].[AREAKM].&[2.1551899719E2],"215,51899719",28006
[DIVADM].[AREAKM].&[2.1607000732E2],"216,07000732",658
[DIVADM].[AREAKM].&[2.169019928E2],"216,9019928",887
[DIVADM].[AREAKM].&[2.1765600586E2],"217,65600586",14921
[DIVADM].[AREAKM].&[2.1866400146E2],"218,66400146",1084
[DIVADM].[AREAKM].&[2.1892599487E2],"218,92599487",2754
[DIVADM].[AREAKM].&[2.1930599976E2],"219,30599976",423
[DIVADM].[AREAKM].&[2.19477005E2],"219,477005",145
[DIVADM].[AREAKM].&[2.1949000549E2],"219,49000549",1603
[DIVADM].[AREAKM].&[2.1984899902E2],"219,84899902",1847
[DIVADM].[AREAKM].&[2.2020899963E2],"220,20899963",2654
[DIVADM].[AREAKM].&[2.2028500366E2],"220,28500366",707
[DIVADM].[AREAKM].&[2.2050700378E2],"220,50700378",132
[DIVADM].[AREAKM].&[2.2061199951E2],"220,61199951",410
[DIVADM].[AREAKM].&[2.2084399414E2],"220,84399414",1861
[DIVADM].[AREAKM].&[2.2282899475E2],"222,82899475",2201
[DIVADM].[AREAKM].&[2.2361700439E2],"223,61700439",5326
[DIVADM].[AREAKM].&[2.2472599792E2],"224,72599792",3566
[DIVADM].[AREAKM].&[2.2703199768E2],"227,03199768",9866
[DIVADM].[AREAKM].&[2.2715699768E2],"227,15699768",31960
[DIVADM].[AREAKM].&[2.2761799622E2],"227,61799622",4856
[DIVADM].[AREAKM].&[2.2772900391E2],"227,72900391",7704
[DIVADM].[AREAKM].&[2.2801699829E2],"228,01699829",728
[DIVADM].[AREAKM].&[2.2888200378E2],"228,88200378",7990
[DIVADM].[AREAKM].&[2.3141700745E2],"231,41700745",1884
[DIVADM].[AREAKM].&[2.3152400208E2],"231,52400208",136
[DIVADM].[AREAKM].&[2.3211999512E2],"232,11999512",860
[DIVADM].[AREAKM].&[2.3318899536E2],"233,18899536",4897
[DIVADM].[AREAKM].&[2.337769928E2],"233,7769928",7246
[DIVADM].[AREAKM].&[2.3413299561E2],"234,13299561",1535
[DIVADM].[AREAKM].&[2.3479400635E2],"234,79400635",3314
[DIVADM].[AREAKM].&[2.3518299866E2],"235,18299866",583
[DIVADM].[AREAKM].&[2.3534100342E2],"235,34100342",14756
[DIVADM].[AREAKM].&[2.3535499573E2],"235,35499573",28499
[DIVADM].[AREAKM].&[2.3576100159E2],"235,76100159",1010
[DIVADM].[AREAKM].&[2.3607299805E2],"236,07299805",4761
[DIVADM].[AREAKM].&[2.3639599609E2],"236,39599609",902
[DIVADM].[AREAKM].&[2.3646000671E2],"236,46000671",3697
[DIVADM].[AREAKM].&[2.3880499268E2],"238,80499268",9489
[DIVADM].[AREAKM].&[2.3889599609E2],"238,89599609",5277
[DIVADM].[AREAKM].&[2.4015699768E2],"240,15699768",9647
[DIVADM].[AREAKM].&[2.4054899597E2],"240,54899597",671
[DIVADM].[AREAKM].&[2.4058500671E2],"240,58500671",13127
[DIVADM].[AREAKM].&[2.4137600708E2],"241,37600708",626
[DIVADM].[AREAKM].&[2.424940033E2],"242,4940033",1283
[DIVADM].[AREAKM].&[2.4298199463E2],"242,98199463",2360
[DIVADM].[AREAKM].&[2.4356100464E2],"243,56100464",1518
[DIVADM].[AREAKM].&[2.4382699585E2],"243,82699585",238
[DIVADM].[AREAKM].&[2.441269989E2],"244,1269989",1833
[DIVADM].[AREAKM].&[2.4423300171E2],"244,23300171",1934
[DIVADM].[AREAKM].&[2.4509100342E2],"245,09100342",1374
[DIVADM].[AREAKM].&[2.4567199707E2],"245,67199707",1745
[DIVADM].[AREAKM].&[2.459940033E2],"245,9940033",261
[DIVADM].[AREAKM].&[2.4788800049E2],"247,88800049",713
[DIVADM].[AREAKM].&[2.4830000305E2],"248,30000305",2920
[DIVADM].[AREAKM].&[2.4983999634E2],"249,83999634",748
[DIVADM].[AREAKM].&[2.5047900391E2],"250,47900391",882
[DIVADM].[AREAKM].&[2.5259199524E2],"252,59199524",2555
[DIVADM].[AREAKM].&[2.5632000732E2],"256,32000732",922
[DIVADM].[AREAKM].&[2.579289856E2],"257,9289856",476
[DIVADM].[AREAKM].&[2.6025E2],"260,25",2869
[DIVADM].[AREAKM].&[2.6132598877E2],"261,32598877",127
[DIVADM].[AREAKM].&[2.616539917E2],"261,6539917",7252
[DIVADM].[AREAKM].&[2.6394799805E2],"263,94799805",9860
