[DIVPOL].[OBJECTID].[OBJECTID].[MEMBER_UNIQUE_NAME],[DIVPOL].[OBJECTID].[OBJECTID].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DIVPOL].[OBJECTID].&[4.77E2],477,2751
[DIVPOL].[OBJECTID].&[4.78E2],478,478
[DIVPOL].[OBJECTID].&[4.79E2],479,3841162
[DIVPOL].[OBJECTID].&[4.8E2],480,4251
[DIVPOL].[OBJECTID].&[4.81E2],481,20849
[DIVPOL].[OBJECTID].&[4.82E2],482,2824
[DIVPOL].[OBJECTID].&[4.83E2],483,8556
[DIVPOL].[OBJECTID].&[4.84E2],484,249814
[DIVPOL].[OBJECTID].&[4.85E2],485,598475
[DIVPOL].[OBJECTID].&[4.86E2],486,6514
[DIVPOL].[OBJECTID].&[4.87E2],487,8910
[DIVPOL].[OBJECTID].&[4.88E2],488,12257
[DIVPOL].[OBJECTID].&[4.89E2],489,22850
[DIVPOL].[OBJECTID].&[4.9E2],490,19993
[DIVPOL].[OBJECTID].&[4.91E2],491,5850
[DIVPOL].[OBJECTID].&[4.92E2],492,239
[DIVPOL].[OBJECTID].&[4.93E2],493,2636
[DIVPOL].[OBJECTID].&[4.94E2],494,4633
[DIVPOL].[OBJECTID].&[4.95E2],495,5992
[DIVPOL].[OBJECTID].&[4.96E2],496,6146
[DIVPOL].[OBJECTID].&[4.97E2],497,7839
[DIVPOL].[OBJECTID].&[4.98E2],498,1323
[DIVPOL].[OBJECTID].&[4.99E2],499,8006
[DIVPOL].[OBJECTID].&[5.E2],500,3958
[DIVPOL].[OBJECTID].&[5.01E2],501,29427
[DIVPOL].[OBJECTID].&[5.02E2],502,10893
[DIVPOL].[OBJECTID].&[5.03E2],503,4210
[DIVPOL].[OBJECTID].&[5.04E2],504,13315
[DIVPOL].[OBJECTID].&[5.05E2],505,2473
[DIVPOL].[OBJECTID].&[5.06E2],506,15417
[DIVPOL].[OBJECTID].&[5.07E2],507,8838
[DIVPOL].[OBJECTID].&[5.08E2],508,17766
[DIVPOL].[OBJECTID].&[5.09E2],509,25000
[DIVPOL].[OBJECTID].&[5.1E2],510,4730
[DIVPOL].[OBJECTID].&[5.11E2],511,10998
[DIVPOL].[OBJECTID].&[5.12E2],512,2259
[DIVPOL].[OBJECTID].&[5.13E2],513,366
[DIVPOL].[OBJECTID].&[5.14E2],514,35201
[DIVPOL].[OBJECTID].&[5.15E2],515,868
[DIVPOL].[OBJECTID].&[5.16E2],516,1411
[DIVPOL].[OBJECTID].&[5.17E2],517,1549
[DIVPOL].[OBJECTID].&[5.18E2],518,1151
[DIVPOL].[OBJECTID].&[5.19E2],519,2183
[DIVPOL].[OBJECTID].&[5.2E2],520,897
[DIVPOL].[OBJECTID].&[5.21E2],521,1324
[DIVPOL].[OBJECTID].&[5.22E2],522,635
[DIVPOL].[OBJECTID].&[5.23E2],523,879
[DIVPOL].[OBJECTID].&[5.24E2],524,598
[DIVPOL].[OBJECTID].&[5.25E2],525,813
[DIVPOL].[OBJECTID].&[5.26E2],526,15584
[DIVPOL].[OBJECTID].&[5.27E2],527,665
[DIVPOL].[OBJECTID].&[5.28E2],528,1726
[DIVPOL].[OBJECTID].&[5.29E2],529,3377
[DIVPOL].[OBJECTID].&[5.3E2],530,210
[DIVPOL].[OBJECTID].&[5.31E2],531,3185
[DIVPOL].[OBJECTID].&[5.32E2],532,511
[DIVPOL].[OBJECTID].&[5.33E2],533,697
[DIVPOL].[OBJECTID].&[5.34E2],534,4326
[DIVPOL].[OBJECTID].&[5.35E2],535,393
[DIVPOL].[OBJECTID].&[5.36E2],536,1207
[DIVPOL].[OBJECTID].&[5.37E2],537,210
[DIVPOL].[OBJECTID].&[5.38E2],538,14398
[DIVPOL].[OBJECTID].&[5.39E2],539,4539
[DIVPOL].[OBJECTID].&[5.4E2],540,249
[DIVPOL].[OBJECTID].&[5.41E2],541,9970
[DIVPOL].[OBJECTID].&[5.42E2],542,1095
[DIVPOL].[OBJECTID].&[5.43E2],543,1057
[DIVPOL].[OBJECTID].&[5.44E2],544,437
[DIVPOL].[OBJECTID].&[5.45E2],545,1171
[DIVPOL].[OBJECTID].&[5.46E2],546,1763
[DIVPOL].[OBJECTID].&[5.47E2],547,707
[DIVPOL].[OBJECTID].&[5.48E2],548,2270
[DIVPOL].[OBJECTID].&[5.49E2],549,999
[DIVPOL].[OBJECTID].&[5.5E2],550,5380
[DIVPOL].[OBJECTID].&[5.51E2],551,389
[DIVPOL].[OBJECTID].&[5.52E2],552,956
[DIVPOL].[OBJECTID].&[5.53E2],553,443
[DIVPOL].[OBJECTID].&[5.54E2],554,514
[DIVPOL].[OBJECTID].&[5.55E2],555,900
[DIVPOL].[OBJECTID].&[5.56E2],556,620
[DIVPOL].[OBJECTID].&[5.57E2],557,752
[DIVPOL].[OBJECTID].&[5.58E2],558,242
[DIVPOL].[OBJECTID].&[5.59E2],559,640
[DIVPOL].[OBJECTID].&[5.6E2],560,1903
[DIVPOL].[OBJECTID].&[5.61E2],561,22066
[DIVPOL].[OBJECTID].&[5.62E2],562,460
[DIVPOL].[OBJECTID].&[5.63E2],563,78448
[DIVPOL].[OBJECTID].&[5.64E2],564,2843
[DIVPOL].[OBJECTID].&[5.65E2],565,4818
[DIVPOL].[OBJECTID].&[5.66E2],566,10018
[DIVPOL].[OBJECTID].&[5.67E2],567,2472
[DIVPOL].[OBJECTID].&[5.68E2],568,563
[DIVPOL].[OBJECTID].&[5.69E2],569,293
[DIVPOL].[OBJECTID].&[5.7E2],570,2197
[DIVPOL].[OBJECTID].&[5.71E2],571,273
[DIVPOL].[OBJECTID].&[5.72E2],572,13911
[DIVPOL].[OBJECTID].&[5.73E2],573,1718
[DIVPOL].[OBJECTID].&[5.74E2],574,1317
[DIVPOL].[OBJECTID].&[5.75E2],575,536
[DIVPOL].[OBJECTID].&[5.76E2],576,475
[DIVPOL].[OBJECTID].&[5.77E2],577,18362
[DIVPOL].[OBJECTID].&[5.78E2],578,827
[DIVPOL].[OBJECTID].&[5.79E2],579,645
[DIVPOL].[OBJECTID].&[5.8E2],580,543
[DIVPOL].[OBJECTID].&[5.81E2],581,959
[DIVPOL].[OBJECTID].&[5.82E2],582,2253
[DIVPOL].[OBJECTID].&[5.83E2],583,1975
[DIVPOL].[OBJECTID].&[5.84E2],584,699
[DIVPOL].[OBJECTID].&[5.85E2],585,374
[DIVPOL].[OBJECTID].&[5.86E2],586,1478
[DIVPOL].[OBJECTID].&[5.87E2],587,427
[DIVPOL].[OBJECTID].&[5.88E2],588,2265
[DIVPOL].[OBJECTID].&[5.89E2],589,69222
[DIVPOL].[OBJECTID].&[5.9E2],590,2758
[DIVPOL].[OBJECTID].&[5.91E2],591,5748
[DIVPOL].[OBJECTID].&[5.92E2],592,7397
[DIVPOL].[OBJECTID].&[5.93E2],593,5132
[DIVPOL].[OBJECTID].&[5.94E2],594,1645
[DIVPOL].[OBJECTID].&[5.95E2],595,3212
[DIVPOL].[OBJECTID].&[5.96E2],596,504339
[DIVPOL].[OBJECTID].&[5.97E2],597,7949
[DIVPOL].[OBJECTID].&[5.98E2],598,29427
[DIVPOL].[OBJECTID].&[5.99E2],599,4171
[DIVPOL].[OBJECTID].&[6.E2],600,1937
[DIVPOL].[OBJECTID].&[6.01E2],601,1051
[DIVPOL].[OBJECTID].&[6.02E2],602,2957
[DIVPOL].[OBJECTID].&[6.03E2],603,778
[DIVPOL].[OBJECTID].&[6.04E2],604,654
[DIVPOL].[OBJECTID].&[6.05E2],605,133
[DIVPOL].[OBJECTID].&[6.06E2],606,367
[DIVPOL].[OBJECTID].&[6.07E2],607,107
[DIVPOL].[OBJECTID].&[6.08E2],608,7393
[DIVPOL].[OBJECTID].&[6.09E2],609,1562
[DIVPOL].[OBJECTID].&[6.1E2],610,1515
[DIVPOL].[OBJECTID].&[6.11E2],611,41798
[DIVPOL].[OBJECTID].&[6.12E2],612,7672
[DIVPOL].[OBJECTID].&[6.13E2],613,5614
[DIVPOL].[OBJECTID].&[6.14E2],614,4307
[DIVPOL].[OBJECTID].&[6.15E2],615,8801
[DIVPOL].[OBJECTID].&[6.16E2],616,80960
[DIVPOL].[OBJECTID].&[6.17E2],617,6424
[DIVPOL].[OBJECTID].&[6.18E2],618,138
[DIVPOL].[OBJECTID].&[6.19E2],619,98121
[DIVPOL].[OBJECTID].&[6.2E2],620,9699
[DIVPOL].[OBJECTID].&[6.21E2],621,3726
[DIVPOL].[OBJECTID].&[6.22E2],622,5697
[DIVPOL].[OBJECTID].&[6.23E2],623,3611
[DIVPOL].[OBJECTID].&[6.24E2],624,448
[DIVPOL].[OBJECTID].&[6.25E2],625,1888
[DIVPOL].[OBJECTID].&[6.26E2],626,20661
[DIVPOL].[OBJECTID].&[6.27E2],627,772
[DIVPOL].[OBJECTID].&[6.28E2],628,331
[DIVPOL].[OBJECTID].&[6.29E2],629,1067
[DIVPOL].[OBJECTID].&[6.3E2],630,268
[DIVPOL].[OBJECTID].&[6.31E2],631,306
[DIVPOL].[OBJECTID].&[6.32E2],632,2759
[DIVPOL].[OBJECTID].&[6.33E2],633,18245
[DIVPOL].[OBJECTID].&[6.34E2],634,220
[DIVPOL].[OBJECTID].&[6.35E2],635,221
[DIVPOL].[OBJECTID].&[6.36E2],636,409
[DIVPOL].[OBJECTID].&[6.37E2],637,100263
[DIVPOL].[OBJECTID].&[6.38E2],638,4203
[DIVPOL].[OBJECTID].&[6.39E2],639,1525
[DIVPOL].[OBJECTID].&[6.4E2],640,3248
[DIVPOL].[OBJECTID].&[6.41E2],641,1593
[DIVPOL].[OBJECTID].&[6.42E2],642,1503
[DIVPOL].[OBJECTID].&[6.43E2],643,2673
[DIVPOL].[OBJECTID].&[6.44E2],644,1667
[DIVPOL].[OBJECTID].&[6.45E2],645,13915
[DIVPOL].[OBJECTID].&[6.46E2],646,184
[DIVPOL].[OBJECTID].&[6.47E2],647,430
[DIVPOL].[OBJECTID].&[6.48E2],648,292
[DIVPOL].[OBJECTID].&[6.49E2],649,650
[DIVPOL].[OBJECTID].&[6.5E2],650,1404
[DIVPOL].[OBJECTID].&[6.51E2],651,1569
[DIVPOL].[OBJECTID].&[6.52E2],652,545
[DIVPOL].[OBJECTID].&[6.53E2],653,485
[DIVPOL].[OBJECTID].&[6.54E2],654,272
[DIVPOL].[OBJECTID].&[6.55E2],655,1728
[DIVPOL].[OBJECTID].&[6.56E2],656,143
[DIVPOL].[OBJECTID].&[6.57E2],657,252
[DIVPOL].[OBJECTID].&[6.58E2],658,49
[DIVPOL].[OBJECTID].&[6.59E2],659,3952576
[DIVPOL].[OBJECTID].&[6.6E2],660,17813
[DIVPOL].[OBJECTID].&[6.61E2],661,5153
[DIVPOL].[OBJECTID].&[6.62E2],662,22215
[DIVPOL].[OBJECTID].&[6.63E2],663,3498
[DIVPOL].[OBJECTID].&[6.64E2],664,8029
[DIVPOL].[OBJECTID].&[6.65E2],665,27014
[DIVPOL].[OBJECTID].&[6.66E2],666,18079
[DIVPOL].[OBJECTID].&[6.67E2],667,58942
[DIVPOL].[OBJECTID].&[6.68E2],668,9998
[DIVPOL].[OBJECTID].&[6.69E2],669,796
[DIVPOL].[OBJECTID].&[6.7E2],670,156729
[DIVPOL].[OBJECTID].&[6.71E2],671,4573
[DIVPOL].[OBJECTID].&[6.72E2],672,6811
[DIVPOL].[OBJECTID].&[6.73E2],673,7647
[DIVPOL].[OBJECTID].&[6.74E2],674,11412
[DIVPOL].[OBJECTID].&[6.75E2],675,377282
[DIVPOL].[OBJECTID].&[6.76E2],676,61243
[DIVPOL].[OBJECTID].&[6.77E2],677,8119
[DIVPOL].[OBJECTID].&[6.78E2],678,1488
[DIVPOL].[OBJECTID].&[6.79E2],679,54995
[DIVPOL].[OBJECTID].&[6.8E2],680,217135
[DIVPOL].[OBJECTID].&[6.81E2],681,7682
[DIVPOL].[OBJECTID].&[6.82E2],682,5862
[DIVPOL].[OBJECTID].&[6.83E2],683,6354
[DIVPOL].[OBJECTID].&[6.84E2],684,65999
[DIVPOL].[OBJECTID].&[6.85E2],685,6528
[DIVPOL].[OBJECTID].&[6.86E2],686,7579
[DIVPOL].[OBJECTID].&[6.87E2],687,7482
[DIVPOL].[OBJECTID].&[6.88E2],688,9004
[DIVPOL].[OBJECTID].&[6.89E2],689,46750
[DIVPOL].[OBJECTID].&[6.9E2],690,11737
[DIVPOL].[OBJECTID].&[6.91E2],691,41455
[DIVPOL].[OBJECTID].&[6.92E2],692,2189
[DIVPOL].[OBJECTID].&[6.93E2],693,4932
[DIVPOL].[OBJECTID].&[6.94E2],694,96994
[DIVPOL].[OBJECTID].&[6.95E2],695,19785
[DIVPOL].[OBJECTID].&[6.96E2],696,21309
[DIVPOL].[OBJECTID].&[6.97E2],697,18749
[DIVPOL].[OBJECTID].&[6.98E2],698,2684
[DIVPOL].[OBJECTID].&[6.99E2],699,1284
[DIVPOL].[OBJECTID].&[7.E2],700,2838
[DIVPOL].[OBJECTID].&[7.01E2],701,34067
[DIVPOL].[OBJECTID].&[7.02E2],702,6339
[DIVPOL].[OBJECTID].&[7.03E2],703,7128
[DIVPOL].[OBJECTID].&[7.04E2],704,30306
[DIVPOL].[OBJECTID].&[7.05E2],705,70833
[DIVPOL].[OBJECTID].&[7.06E2],706,13089
[DIVPOL].[OBJECTID].&[7.07E2],707,4804
[DIVPOL].[OBJECTID].&[7.08E2],708,11269
[DIVPOL].[OBJECTID].&[7.09E2],709,18275
[DIVPOL].[OBJECTID].&[7.1E2],710,29779
[DIVPOL].[OBJECTID].&[7.11E2],711,12667
[DIVPOL].[OBJECTID].&[7.12E2],712,10928
[DIVPOL].[OBJECTID].&[7.13E2],713,418303
[DIVPOL].[OBJECTID].&[7.14E2],714,648
[DIVPOL].[OBJECTID].&[7.15E2],715,1875
[DIVPOL].[OBJECTID].&[7.16E2],716,2439
[DIVPOL].[OBJECTID].&[7.17E2],717,1211
[DIVPOL].[OBJECTID].&[7.18E2],718,326
[DIVPOL].[OBJECTID].&[7.19E2],719,11057
[DIVPOL].[OBJECTID].&[7.2E2],720,1850
[DIVPOL].[OBJECTID].&[7.21E2],721,2587
[DIVPOL].[OBJECTID].&[7.22E2],722,1019
[DIVPOL].[OBJECTID].&[7.23E2],723,2036
[DIVPOL].[OBJECTID].&[7.24E2],724,7279
[DIVPOL].[OBJECTID].&[7.25E2],725,671
[DIVPOL].[OBJECTID].&[7.26E2],726,605
[DIVPOL].[OBJECTID].&[7.27E2],727,20181
[DIVPOL].[OBJECTID].&[7.28E2],728,765
[DIVPOL].[OBJECTID].&[7.29E2],729,889
[DIVPOL].[OBJECTID].&[7.3E2],730,405
[DIVPOL].[OBJECTID].&[7.31E2],731,374
[DIVPOL].[OBJECTID].&[7.32E2],732,45855
[DIVPOL].[OBJECTID].&[7.33E2],733,3599
[DIVPOL].[OBJECTID].&[7.34E2],734,580
[DIVPOL].[OBJECTID].&[7.35E2],735,3069
[DIVPOL].[OBJECTID].&[7.36E2],736,130
[DIVPOL].[OBJECTID].&[7.37E2],737,9647
[DIVPOL].[OBJECTID].&[7.38E2],738,382
[DIVPOL].[OBJECTID].&[7.39E2],739,1139
[DIVPOL].[OBJECTID].&[7.4E2],740,1052
[DIVPOL].[OBJECTID].&[7.41E2],741,169
[DIVPOL].[OBJECTID].&[7.42E2],742,2543
[DIVPOL].[OBJECTID].&[7.43E2],743,340
[DIVPOL].[OBJECTID].&[7.44E2],744,401
[DIVPOL].[OBJECTID].&[7.45E2],745,420
[DIVPOL].[OBJECTID].&[7.46E2],746,196
[DIVPOL].[OBJECTID].&[7.47E2],747,4068
[DIVPOL].[OBJECTID].&[7.48E2],748,663
[DIVPOL].[OBJECTID].&[7.49E2],749,743
[DIVPOL].[OBJECTID].&[7.5E2],750,770
[DIVPOL].[OBJECTID].&[7.51E2],751,788
[DIVPOL].[OBJECTID].&[7.52E2],752,572
[DIVPOL].[OBJECTID].&[7.53E2],753,237
[DIVPOL].[OBJECTID].&[7.54E2],754,3256
[DIVPOL].[OBJECTID].&[7.55E2],755,1233
[DIVPOL].[OBJECTID].&[7.56E2],756,1969
[DIVPOL].[OBJECTID].&[7.57E2],757,618
[DIVPOL].[OBJECTID].&[7.58E2],758,651
[DIVPOL].[OBJECTID].&[7.59E2],759,17442
[DIVPOL].[OBJECTID].&[7.6E2],760,462
[DIVPOL].[OBJECTID].&[7.61E2],761,201
[DIVPOL].[OBJECTID].&[7.62E2],762,933
[DIVPOL].[OBJECTID].&[7.63E2],763,9223
[DIVPOL].[OBJECTID].&[7.64E2],764,296
[DIVPOL].[OBJECTID].&[7.65E2],765,661
[DIVPOL].[OBJECTID].&[7.66E2],766,465
[DIVPOL].[OBJECTID].&[7.67E2],767,354
[DIVPOL].[OBJECTID].&[7.68E2],768,255
[DIVPOL].[OBJECTID].&[7.69E2],769,691
[DIVPOL].[OBJECTID].&[7.7E2],770,635
[DIVPOL].[OBJECTID].&[7.71E2],771,9489
[DIVPOL].[OBJECTID].&[7.72E2],772,360
[DIVPOL].[OBJECTID].&[7.73E2],773,250
[DIVPOL].[OBJECTID].&[7.74E2],774,412
[DIVPOL].[OBJECTID].&[7.75E2],775,579
[DIVPOL].[OBJECTID].&[7.76E2],776,367
[DIVPOL].[OBJECTID].&[7.77E2],777,9601
[DIVPOL].[OBJECTID].&[7.78E2],778,478
[DIVPOL].[OBJECTID].&[7.79E2],779,244
[DIVPOL].[OBJECTID].&[7.8E2],780,332
[DIVPOL].[OBJECTID].&[7.81E2],781,750
[DIVPOL].[OBJECTID].&[7.82E2],782,389
[DIVPOL].[OBJECTID].&[7.83E2],783,606
[DIVPOL].[OBJECTID].&[7.84E2],784,404
[DIVPOL].[OBJECTID].&[7.85E2],785,569
[DIVPOL].[OBJECTID].&[7.86E2],786,1567
[DIVPOL].[OBJECTID].&[7.87E2],787,266
[DIVPOL].[OBJECTID].&[7.88E2],788,1418
[DIVPOL].[OBJECTID].&[7.89E2],789,120
[DIVPOL].[OBJECTID].&[7.9E2],790,266
[DIVPOL].[OBJECTID].&[7.91E2],791,6744
[DIVPOL].[OBJECTID].&[7.92E2],792,107
[DIVPOL].[OBJECTID].&[7.93E2],793,665
[DIVPOL].[OBJECTID].&[7.94E2],794,136
[DIVPOL].[OBJECTID].&[7.95E2],795,596
[DIVPOL].[OBJECTID].&[7.96E2],796,99
[DIVPOL].[OBJECTID].&[7.97E2],797,410
[DIVPOL].[OBJECTID].&[7.98E2],798,276
[DIVPOL].[OBJECTID].&[7.99E2],799,533
[DIVPOL].[OBJECTID].&[8.E2],800,3261
[DIVPOL].[OBJECTID].&[8.01E2],801,222
[DIVPOL].[OBJECTID].&[8.02E2],802,1278
[DIVPOL].[OBJECTID].&[8.03E2],803,2092
[DIVPOL].[OBJECTID].&[8.04E2],804,220
[DIVPOL].[OBJECTID].&[8.05E2],805,240839
[DIVPOL].[OBJECTID].&[8.06E2],806,5820
[DIVPOL].[OBJECTID].&[8.07E2],807,15350
[DIVPOL].[OBJECTID].&[8.08E2],808,19055
[DIVPOL].[OBJECTID].&[8.09E2],809,12489
[DIVPOL].[OBJECTID].&[8.1E2],810,15328
[DIVPOL].[OBJECTID].&[8.11E2],811,2974
[DIVPOL].[OBJECTID].&[8.12E2],812,6228
[DIVPOL].[OBJECTID].&[8.13E2],813,33115
[DIVPOL].[OBJECTID].&[8.14E2],814,25046
[DIVPOL].[OBJECTID].&[8.15E2],815,2045
[DIVPOL].[OBJECTID].&[8.16E2],816,20265
[DIVPOL].[OBJECTID].&[8.17E2],817,276422
[DIVPOL].[OBJECTID].&[8.18E2],818,17438
[DIVPOL].[OBJECTID].&[8.19E2],819,11378
[DIVPOL].[OBJECTID].&[8.2E2],820,9345
[DIVPOL].[OBJECTID].&[8.21E2],821,18679
[DIVPOL].[OBJECTID].&[8.22E2],822,79105
[DIVPOL].[OBJECTID].&[8.23E2],823,16192
[DIVPOL].[OBJECTID].&[8.24E2],824,58183
[DIVPOL].[OBJECTID].&[8.25E2],825,4452
[DIVPOL].[OBJECTID].&[8.26E2],826,9007
[DIVPOL].[OBJECTID].&[8.27E2],827,81690
[DIVPOL].[OBJECTID].&[8.28E2],828,15786
[DIVPOL].[OBJECTID].&[8.29E2],829,38943
[DIVPOL].[OBJECTID].&[8.3E2],830,30454
[DIVPOL].[OBJECTID].&[8.31E2],831,14313
[DIVPOL].[OBJECTID].&[8.32E2],832,310597
[DIVPOL].[OBJECTID].&[8.33E2],833,7608
[DIVPOL].[OBJECTID].&[8.34E2],834,2049
[DIVPOL].[OBJECTID].&[8.35E2],835,14763
[DIVPOL].[OBJECTID].&[8.36E2],836,1150
[DIVPOL].[OBJECTID].&[8.37E2],837,6126
[DIVPOL].[OBJECTID].&[8.38E2],838,2970
[DIVPOL].[OBJECTID].&[8.39E2],839,482
[DIVPOL].[OBJECTID].&[8.4E2],840,22240
[DIVPOL].[OBJECTID].&[8.41E2],841,337
[DIVPOL].[OBJECTID].&[8.42E2],842,1306
[DIVPOL].[OBJECTID].&[8.43E2],843,68382
[DIVPOL].[OBJECTID].&[8.44E2],844,583
[DIVPOL].[OBJECTID].&[8.45E2],845,4034
[DIVPOL].[OBJECTID].&[8.46E2],846,1597
[DIVPOL].[OBJECTID].&[8.47E2],847,954
[DIVPOL].[OBJECTID].&[8.48E2],848,1054
[DIVPOL].[OBJECTID].&[8.49E2],849,2028
[DIVPOL].[OBJECTID].&[8.5E2],850,2952
[DIVPOL].[OBJECTID].&[8.51E2],851,54017
[DIVPOL].[OBJECTID].&[8.52E2],852,1363
[DIVPOL].[OBJECTID].&[8.53E2],853,1338
[DIVPOL].[OBJECTID].&[8.54E2],854,8217
[DIVPOL].[OBJECTID].&[8.55E2],855,127
[DIVPOL].[OBJECTID].&[8.56E2],856,977
[DIVPOL].[OBJECTID].&[8.57E2],857,38867
[DIVPOL].[OBJECTID].&[8.58E2],858,402
[DIVPOL].[OBJECTID].&[8.59E2],859,1890
[DIVPOL].[OBJECTID].&[8.6E2],860,454
[DIVPOL].[OBJECTID].&[8.61E2],861,249
[DIVPOL].[OBJECTID].&[8.62E2],862,839
[DIVPOL].[OBJECTID].&[8.63E2],863,738
[DIVPOL].[OBJECTID].&[8.64E2],864,2990
[DIVPOL].[OBJECTID].&[8.65E2],865,8498
[DIVPOL].[OBJECTID].&[8.66E2],866,296912
[DIVPOL].[OBJECTID].&[8.67E2],867,1368
[DIVPOL].[OBJECTID].&[8.68E2],868,1648
[DIVPOL].[OBJECTID].&[8.69E2],869,58981
[DIVPOL].[OBJECTID].&[8.7E2],870,1669
[DIVPOL].[OBJECTID].&[8.71E2],871,6590
[DIVPOL].[OBJECTID].&[8.72E2],872,1218
[DIVPOL].[OBJECTID].&[8.73E2],873,3747
[DIVPOL].[OBJECTID].&[8.74E2],874,1227
[DIVPOL].[OBJECTID].&[8.75E2],875,579
[DIVPOL].[OBJECTID].&[8.76E2],876,5571
[DIVPOL].[OBJECTID].&[8.77E2],877,456
[DIVPOL].[OBJECTID].&[8.78E2],878,1085
[DIVPOL].[OBJECTID].&[8.79E2],879,23846
[DIVPOL].[OBJECTID].&[8.8E2],880,10494
[DIVPOL].[OBJECTID].&[8.81E2],881,1991
[DIVPOL].[OBJECTID].&[8.82E2],882,993
[DIVPOL].[OBJECTID].&[8.83E2],883,860
[DIVPOL].[OBJECTID].&[8.84E2],884,185
[DIVPOL].[OBJECTID].&[8.85E2],885,23230
[DIVPOL].[OBJECTID].&[8.86E2],886,13586
[DIVPOL].[OBJECTID].&[8.87E2],887,3829
[DIVPOL].[OBJECTID].&[8.88E2],888,19763
[DIVPOL].[OBJECTID].&[8.89E2],889,1624
[DIVPOL].[OBJECTID].&[8.9E2],890,1860
[DIVPOL].[OBJECTID].&[8.91E2],891,4483
[DIVPOL].[OBJECTID].&[8.92E2],892,827
[DIVPOL].[OBJECTID].&[8.93E2],893,727
[DIVPOL].[OBJECTID].&[8.94E2],894,440
[DIVPOL].[OBJECTID].&[8.95E2],895,37653
[DIVPOL].[OBJECTID].&[8.96E2],896,6603
[DIVPOL].[OBJECTID].&[8.97E2],897,4897
[DIVPOL].[OBJECTID].&[8.98E2],898,541
[DIVPOL].[OBJECTID].&[8.99E2],899,3112
[DIVPOL].[OBJECTID].&[9.E2],900,7506
[DIVPOL].[OBJECTID].&[9.01E2],901,2353
[DIVPOL].[OBJECTID].&[9.02E2],902,1869
[DIVPOL].[OBJECTID].&[9.03E2],903,6591
[DIVPOL].[OBJECTID].&[9.04E2],904,21233
[DIVPOL].[OBJECTID].&[9.05E2],905,14217
[DIVPOL].[OBJECTID].&[9.06E2],906,3589
[DIVPOL].[OBJECTID].&[9.07E2],907,107335
[DIVPOL].[OBJECTID].&[9.08E2],908,213
[DIVPOL].[OBJECTID].&[9.09E2],909,5479
[DIVPOL].[OBJECTID].&[9.1E2],910,796
[DIVPOL].[OBJECTID].&[9.11E2],911,17760
[DIVPOL].[OBJECTID].&[9.12E2],912,1595
[DIVPOL].[OBJECTID].&[9.13E2],913,278
[DIVPOL].[OBJECTID].&[9.14E2],914,1579
[DIVPOL].[OBJECTID].&[9.15E2],915,4539
[DIVPOL].[OBJECTID].&[9.16E2],916,18384
[DIVPOL].[OBJECTID].&[9.17E2],917,121
[DIVPOL].[OBJECTID].&[9.18E2],918,52
[DIVPOL].[OBJECTID].&[9.19E2],919,4341
[DIVPOL].[OBJECTID].&[9.2E2],920,117
[DIVPOL].[OBJECTID].&[9.21E2],921,289
[DIVPOL].[OBJECTID].&[9.22E2],922,423
[DIVPOL].[OBJECTID].&[9.23E2],923,132
[DIVPOL].[OBJECTID].&[9.24E2],924,861
[DIVPOL].[OBJECTID].&[9.25E2],925,7321
[DIVPOL].[OBJECTID].&[9.26E2],926,906
[DIVPOL].[OBJECTID].&[9.27E2],927,332
[DIVPOL].[OBJECTID].&[9.28E2],928,1066
[DIVPOL].[OBJECTID].&[9.29E2],929,10912
[DIVPOL].[OBJECTID].&[9.3E2],930,812
[DIVPOL].[OBJECTID].&[9.31E2],931,600
[DIVPOL].[OBJECTID].&[9.32E2],932,1925
[DIVPOL].[OBJECTID].&[9.33E2],933,1239
[DIVPOL].[OBJECTID].&[9.34E2],934,7919
[DIVPOL].[OBJECTID].&[9.35E2],935,192
[DIVPOL].[OBJECTID].&[9.36E2],936,480
[DIVPOL].[OBJECTID].&[9.37E2],937,1141
[DIVPOL].[OBJECTID].&[9.38E2],938,420
[DIVPOL].[OBJECTID].&[9.39E2],939,691
[DIVPOL].[OBJECTID].&[9.4E2],940,923
[DIVPOL].[OBJECTID].&[9.41E2],941,29107
[DIVPOL].[OBJECTID].&[9.42E2],942,1960
[DIVPOL].[OBJECTID].&[9.43E2],943,2793
[DIVPOL].[OBJECTID].&[9.44E2],944,1265
[DIVPOL].[OBJECTID].&[9.45E2],945,6252
[DIVPOL].[OBJECTID].&[9.46E2],946,9598
[DIVPOL].[OBJECTID].&[9.47E2],947,1701
[DIVPOL].[OBJECTID].&[9.48E2],948,90
[DIVPOL].[OBJECTID].&[9.49E2],949,143
[DIVPOL].[OBJECTID].&[9.5E2],950,60
[DIVPOL].[OBJECTID].&[9.51E2],951,217
[DIVPOL].[OBJECTID].&[9.52E2],952,5967
[DIVPOL].[OBJECTID].&[9.53E2],953,34
[DIVPOL].[OBJECTID].&[9.54E2],954,1237
[DIVPOL].[OBJECTID].&[9.55E2],955,393
[DIVPOL].[OBJECTID].&[9.56E2],956,134
[DIVPOL].[OBJECTID].&[9.57E2],957,4154
[DIVPOL].[OBJECTID].&[9.58E2],958,236
[DIVPOL].[OBJECTID].&[9.59E2],959,1644
[DIVPOL].[OBJECTID].&[9.6E2],960,4527
[DIVPOL].[OBJECTID].&[9.61E2],961,3015
